id_avaluo,numero_finca,finalidad,fecha_inspeccion,fecha_valor,fecha_informe,provincia,canton,distrito,latitud,longitud,tipologia_inmueble,moneda,area_terreno_m2,valor_unitario_terreno_m2,area_construccion_m2,valor_unitario_construccion_m2,valor_obras_complementarias,valor_total_inmueble,perito_id
AV-2025-000461,1-563007,Garantía hipotecaria,2025-11-23,2025-11-26,2025-12-04,San José,Goicoechea,Guadalupe,9.944838,-84.04953,Bodega o nave industrial,USD,4992.38,343.9,2420.39,1181.61,65180.38,4642017,PER-001
AV-2025-000462,4-462140,Garantía hipotecaria,2025-04-07,2025-04-15,2025-04-18,Heredia,San Rafael,San Rafael,10.012804,-84.102138,Casa de habitación,CRC,454.64,515762.68,269.44,522413.44,158374.29,375404000,PER-005
AV-2024-000463,1-472218,Contable,2024-10-07,2024-10-26,2024-10-27,San José,Escazú,Escazú,9.92738,-84.155954,Local comercial,CRC,876.33,1212101.73,991.65,684272.54,46186741.92,1786947000,PER-009
AV-2025-000464,1-751771,Leasing,2025-10-19,2025-11-04,2025-11-09,San José,Montes de Oca,San Pedro,9.943947,-84.040693,Casa de habitación,CRC,592.54,636808.71,232.37,836209.86,3981659.18,649263000,PER-007
AV-2024-000465,1-324123-383,Garantía hipotecaria,2024-06-16,2024-07-06,2024-07-11,San José,San José,Carmen,9.946089,-84.078292,Apartamento,CRC,94.63,3708619.86,33.47,688929.2,720759.33,374726000,PER-003
AV-2025-000466,7-775154,Garantía hipotecaria,2025-10-09,2025-10-19,2025-10-31,Limón,Limón,Limón,9.968099,-83.029012,Terreno baldío urbano,CRC,441.88,62222.55,0.0,0.0,0.0,27495000,PER-005
AV-2026-000467,4-927840,Compraventa,2026-01-20,2026-01-29,2026-02-05,Heredia,Heredia,Heredia,10.007058,-84.109452,Edificio de oficinas,USD,2633.11,1104.47,4106.41,741.62,115891.49,6069478,PER-008
AV-2026-000468,1-689142-072,Actualización de garantía,2026-01-09,2026-01-26,2026-02-02,San José,Escazú,Escazú,9.923301,-84.1476,Apartamento,USD,125.83,978.09,294.9,509.54,6713.99,280050,PER-007
AV-2025-000469,6-432817,Garantía hipotecaria,2025-09-16,2025-09-20,2025-09-28,Puntarenas,Quepos,Quepos,9.804391,-83.676681,Terreno baldío rural,CRC,38935.09,166678.92,0.0,0.0,0.0,6489659000,PER-002
AV-2026-000470,1-745966,Actualización de garantía,2026-02-20,2026-02-21,2026-02-27,San José,Desamparados,Desamparados,9.897863,-84.088086,Terreno baldío urbano,CRC,722.95,505474.68,0.0,0.0,4102457.35,369535000,PER-009
AV-2024-000471,1-830975,Leasing,2024-04-04,2024-04-13,2024-04-20,San José,Pérez Zeledón,San Isidro de El General,9.347127,-83.71673,Casa de habitación,CRC,356.42,496358.16,193.64,298660.17,1161564.79,235906000,PER-001
AV-2025-000472,6-712497,Garantía hipotecaria,2025-09-24,2025-10-14,2025-10-23,Puntarenas,Quepos,Quepos,9.427595,-84.184268,Casa de habitación,CRC,312.9,535956.87,160.93,263427.33,1357244.28,211452000,PER-008
AV-2025-000473,1-684389,Contable,2025-05-09,2025-05-18,2025-05-27,San José,Goicoechea,Guadalupe,9.952126,-84.065966,Casa de habitación,CRC,846.84,710418.12,203.73,769459.68,4223048.54,762596000,PER-009
AV-2025-000474,1-349066,Actualización de garantía,2025-08-10,2025-08-14,2025-08-25,San José,Tibás,San Juan,9.957481,-84.078082,Edificio de oficinas,CRC,1658.69,1373848.67,6687.94,332141.04,98317286.8,4598446000,PER-004
AV-2026-000475,4-891247,Garantía hipotecaria,2026-01-08,2026-01-26,2026-02-02,Heredia,Sarapiquí,Puerto Viejo,10.473075,-83.947228,Finca agrícola,CRC,249153.29,92001.44,5608.56,793171.98,131182440.79,27502197000,PER-007
AV-2024-000476,4-785764-355,Leasing,2022-05-07,2022-05-15,2022-05-19,Heredia,Heredia,Heredia,10.004475,-84.102218,Apartamento,USD,96.74,778.2,174.61,885.1,6332.51,236163,PER-007
AV-2024-000477,6-883218,Garantía hipotecaria,2022-02-23,2022-03-10,2022-03-18,Puntarenas,Quepos,Quepos,-84.173929,9.477089,Casa de habitación,CRC,405.33,1304368.7,228.24,265805.9,586315.27,589954000,PER-003
AV-2025-000478,2-385991,Leasing,2025-02-24,2025-02-27,2025-03-01,Alajuela,San Ramón,San Ramón,10.083672,-84.500682,Casa de habitación,CRC,1098.49,319746.28,320.91,414564.74,9293288.94,493569000,PER-005
AV-2025-000479,1-777515,Actualización de garantía,2025-08-20,2025-08-23,2025-08-27,San José,Santa Ana,Santa Ana,10.189184,-83.78087,Terreno baldío urbano,CRC,951.52,1801732.93,0.0,0.0,0.0,1714385000,PER-007
AV-2024-000480,5-716636,Leasing,2024-09-04,2024-09-22,2024-09-29,Guanacaste,Carrillo,Sardinal,10.519598,-85.656961,Casa de habitación,CRC,558.41,841992.54,75.05,516063.06,2416462.37,511324000,PER-003
AV-2025-000481,1-178895-227,Garantía hipotecaria,2025-11-12,2025-11-26,2025-11-29,San José,Escazú,Escazú,9.917552,-84.124377,Apartamento,USD,147.62,486.92,421.62,682.54,14613.74,374265,PER-002
AV-2025-000482,1-958774,Leasing,2023-07-26,2023-07-27,2023-08-05,San José,San José,Carmen,9.943122,-84.066856,Terreno baldío urbano,CRC,1271.67,433769.92,0.0,0.0,0.0,551612000,PER-001
AV-2025-000483,1-959677,Leasing,2025-06-17,2025-06-19,2025-06-29,San José,Montes de Oca,San Pedro,9.109693,-84.040049,Bodega o nave industrial,USD,5918.26,690.89,2109.56,1394.04,68807.25,7098485,PER-001
AV-2024-000484,6-445862,Leasing,2024-09-18,2024-09-25,2024-10-01,Puntarenas,Garabito,Jacó,9.619606,-84.625852,Terreno baldío urbano,CRC,306.89,182041.34,0.0,0.0,1216203.97,57083000,PER-009
AV-2025-000485,1-940924-131,Garantía hipotecaria,2023-11-28,2023-12-11,2023-12-23,San José,Montes de Oca,San Pedro,9.925196,-84.051363,Apartamento,CRC,152.85,698043.41,63.51,754184.83,2909827.12,157504000,PER-003
AV-2025-000486,1-650009,Contable,2025-08-18,2025-08-21,2025-08-30,San José,Goicoechea,Guadalupe,9.938409,-84.047787,Local comercial,USD,2184.81,228.47,4196.89,966.64,272422.87,4828468,PER-001
AV-2024-000487,5-750544-362,Garantía hipotecaria,2021-10-14,2021-10-21,2021-10-26,Guanacaste,Carrillo,Sardinal,10.563856,-85.627728,Apartamento,USD,176.07,1667.53,490.92,875.4,27850.1,751203,PER-003
AV-2025-000488,3-184031,Leasing,2025-12-15,2025-12-27,2025-12-29,Cartago,Paraíso,Paraíso,9.834498,-83.868998,Terreno baldío urbano,CRC,1090.33,190876.46,0.0,0.0,2953792.43,211072000,PER-002
AV-2025-000489,1-167489-213,Compraventa,2024-12-13,2025-01-01,2025-01-10,San José,Curridabat,Curridabat,9.912828,-84.046057,Condominio horizontal,USD,603.82,1081.94,189.16,1556.18,14201.81,961866,PER-008
AV-2024-000490,1-471621,Garantía hipotecaria,2021-08-18,2021-08-21,2021-08-28,San José,Desamparados,Desamparados,9.894612,-84.04826,Casa de habitación,USD,333.11,269.32,144.48,1324.23,2327.8,283366,PER-008
AV-2025-000491,6-627924,Leasing,2025-11-21,2025-12-11,2025-12-15,Puntarenas,Garabito,Jacó,9.57685,-84.61673,Terreno baldío urbano,CRC,738.44,104209.9,0.0,0.0,0.0,76953000,PER-004
AV-2025-000492,4-760185,Actualización de garantía,2024-12-28,2025-01-16,2025-01-23,Heredia,San Rafael,San Rafael,10.018871,-84.101228,Terreno baldío urbano,CRC,389.49,174025.93,0.0,0.0,0.0,67781000,PER-002
AV-2025-000493,3-256052,Actualización de garantía,2025-09-08,2025-09-18,2025-09-30,Cartago,Turrialba,Turrialba,9.931992,-83.674515,Casa de habitación,CRC,596.53,361683.71,152.3,807923.66,1477510.68,340279000,PER-005
AV-2025-000494,1-869933,Leasing,2025-07-14,2025-07-28,2025-08-05,San José,Escazú,Escazú,9.939953,-84.137568,Edificio de oficinas,USD,2011.74,520.27,2487.04,1305.82,51279.51,4345554,PER-003
AV-2025-000495,2-492110,Actualización de garantía,2025-01-01,2025-01-20,2025-01-28,Alajuela,Alajuela,Alajuela,10.030373,-84.220598,Terreno baldío urbano,CRC,1195.22,314587.16,0.0,0.0,5996449.11,381997000,PER-002
AV-2026-000496,3-265530,Seguro,2026-02-06,2026-02-25,2026-02-26,Cartago,Cartago,Oriental,9.871379,-83.917098,Local comercial,CRC,2847.15,1088603.47,1731.09,544759.91,44054339.6,4086500000,PER-005
AV-2026-000497,3-367137-325,Leasing,2026-01-17,2026-01-25,2026-02-03,Cartago,Cartago,Oriental,9.867715,-83.90765,Apartamento,USD,88.03,807.44,145.87,1553.16,11840.39,309479,PER-004
AV-2026-000498,1-265218-214,Garantía hipotecaria,2026-02-05,2026-02-12,2026-02-20,San José,Montes de Oca,San Pedro,9.923118,-84.051735,Apartamento,USD,88.13,736.34,263.65,1176.79,11426.8,386581,PER-001
AV-2026-000499,1-326499,Garantía hipotecaria,2025-12-26,2026-01-07,2026-01-13,San José,Goicoechea,Guadalupe,9.95541,-84.040073,Casa de habitación,CRC,956.34,521242.91,229.04,337968.98,4337288.17,580231000,PER-005
AV-2025-000500,1-496701,Actualización de garantía,2025-06-05,2025-06-09,2025-06-19,San José,Tibás,San Juan,9.964192,-84.086002,Bodega o nave industrial,USD,12707.44,637.23,5170.4,781.53,89385.55,12227770,PER-001
AV-2025-000501,5-636985,Compraventa,2021-08-01,2021-08-14,2021-08-23,Guanacaste,Nicoya,Nicoya,10.140336,-85.466954,Terreno baldío urbano,CRC,1103.09,90688.84,0.0,0.0,0.0,100038000,PER-009
AV-2025-000502,1-194568,Actualización de garantía,2025-05-02,2025-05-22,2025-05-31,San José,San José,Carmen,9.936104,-84.063157,Local comercial,CRC,301.92,1159070.57,217.89,465908.82,2052614.52,453516000,PER-001
AV-2025-000503,1-407967,Actualización de garantía,2025-06-12,2025-06-21,2025-06-22,San José,San José,Carmen,9.94671,-84.076484,Casa de habitación,CRC,872.64,702597.23,235.61,623201.02,8802788.01,768750000,PER-009
AV-2025-000504,4-435280,Leasing,2025-01-03,2025-01-15,2025-01-24,Heredia,Santo Domingo,Santo Domingo,9.979719,-84.085907,Local comercial,CRC,203.91,369517.58,362.99,759749.88,3838742.84,354969000,PER-001
AV-2024-000505,1-642380,Actualización de garantía,2024-12-24,2024-12-30,2025-01-10,San José,Goicoechea,Guadalupe,9.947591,-84.042316,Casa de habitación,CRC,503.58,646306.89,204.58,498802.76,2118342.52,429631000,PER-007
AV-2024-000506,1-408265,Garantía hipotecaria,2024-07-25,2024-08-09,2024-08-14,San José,Desamparados,Desamparados,9.881371,-84.056427,Terreno baldío urbano,USD,1212.41,258.28,0.0,0.0,0.0,313141,PER-003
AV-2025-000507,1-365161,Compraventa,2025-06-18,2025-07-04,2025-07-07,San José,Tibás,San Juan,9.975348,-84.07714,Casa de habitación,CRC,698.48,809986.1,457.76,737389.3,2872620.96,906179000,PER-001
AV-2025-000508,1-881618-218,Garantía hipotecaria,2025-05-06,2025-05-07,2025-05-13,San José,Curridabat,Curridabat,9.922635,-84.037044,Apartamento,USD,108.69,593.35,214.63,1148.44,6138.79,317120,PER-009
AV-2025-000509,1-282501-217,Leasing,2025-07-21,2025-08-01,2025-08-08,San José,Tibás,San Juan,-84.074792,9.974557,Apartamento,USD,99.92,886.0,93.26,1607.28,3029.92,241454,PER-007
AV-2025-000510,7-696609,Actualización de garantía,2025-07-27,2025-07-30,2025-08-04,Limón,Limón,Limón,9.977672,-83.031277,Finca agrícola,CRC,134283.38,47745.04,19441.64,457383.83,76421031.47,15380078000,PER-001
AV-2025-000511,3-500074,Actualización de garantía,2023-04-04,2023-04-21,2023-04-26,Cartago,La Unión,Tres Ríos,9.90353,-83.977691,Terreno baldío urbano,CRC,1049.89,248462.75,0.0,0.0,0.0,260859000,PER-006
AV-2024-000512,7-327158,Actualización de garantía,2024-09-25,2024-10-04,2024-10-07,Limón,Limón,Limón,9.128976,-82.88264,Casa de habitación,USD,523.47,165.26,138.3,1534.06,6645.8,305315,PER-007
AV-2025-000513,1-603418,Garantía hipotecaria,2025-04-16,2025-04-28,2025-05-09,San José,Escazú,Escazú,9.913479,-84.123557,Local comercial,CRC,1705.57,751899.41,1432.8,481988.05,43075418.15,2016085000,PER-009
AV-2025-000514,4-745864-373,Contable,2021-10-27,2021-11-11,2021-11-18,Heredia,Heredia,Heredia,10.244469,-83.731128,Apartamento,USD,207.85,1089.74,496.51,1563.61,18036.35,1020887,PER-002
AV-2025-000515,1-683219-095,Garantía hipotecaria,2025-11-01,2025-11-10,2025-11-16,San José,Desamparados,Desamparados,9.893654,-84.065753,Apartamento,USD,103.36,176.17,158.57,759.13,1068.94,139653,PER-007
AV-2025-000516,1-452356,Garantía hipotecaria,2021-12-14,2021-12-21,2021-12-30,San José,Curridabat,Curridabat,9.920024,-84.019498,Local comercial,CRC,632.99,872792.62,956.67,390071.55,6030329.95,931669000,PER-009
AV-2025-000517,2-598683,Garantía hipotecaria,2025-02-22,2025-02-25,2025-03-09,Alajuela,Upala,Upala,10.938227,-85.105423,Finca agrícola,CRC,55793.89,22733.34,896.88,483921.5,23696678.15,1726098000,PER-009
AV-2025-000518,1-537892-192,Garantía hipotecaria,2025-10-26,2025-11-02,2025-11-07,San José,Santa Ana,Santa Ana,9.914425,-84.189951,Condominio horizontal,USD,427.32,1072.99,277.34,742.72,14614.71,679111,PER-003
AV-2025-000519,1-287412,Garantía hipotecaria,2025-11-22,2025-11-27,2025-12-08,San José,Montes de Oca,San Pedro,9.920451,-84.050543,Local comercial,USD,506.93,897.38,922.45,585.46,32437.38,1027404,PER-009
AV-2025-000520,1-714808-026,Leasing,2025-12-06,2025-12-12,2025-12-17,San José,Goicoechea,Guadalupe,10.613579,-83.783427,Apartamento,USD,217.54,313.18,158.67,1698.55,17199.96,354838,PER-007
AV-2024-000521,1-923592,Actualización de garantía,2024-06-26,2024-07-14,2024-07-15,San José,Santa Ana,Santa Ana,9.948317,-84.167688,Edificio de oficinas,USD,1164.35,700.21,4009.48,1433.52,321809.54,6884769,PER-002
AV-2024-000522,5-468417-048,Garantía hipotecaria,2024-07-14,2024-07-25,2024-07-30,Guanacaste,Carrillo,Sardinal,10.490623,-85.639167,Condominio horizontal,USD,385.1,535.69,292.72,582.49,4842.79,381643,PER-008
AV-2025-000523,4-673615,Leasing,2025-03-09,2025-03-11,2025-03-14,Heredia,Santo Domingo,Santo Domingo,9.980692,-84.080924,Casa de habitación,CRC,1053.55,428783.25,163.24,678724.83,1077087.77,563617000,PER-005
AV-2025-000524,1-588780-136,Garantía hipotecaria,2025-05-25,2025-05-28,2025-06-06,San José,Santa Ana,Santa Ana,9.92998,-84.197323,Condominio horizontal,USD,698.98,450.62,0.0,0.0,37107.41,856152,PER-003
AV-2026-000525,2-943544,Leasing,2023-09-15,2023-09-19,2023-09-23,Alajuela,San Ramón,San Ramón,10.113787,-84.476267,Terreno baldío urbano,CRC,1257.02,59100.6,0.0,0.0,0.0,74291000,PER-003
AV-2025-000526,5-523863-049,Actualización de garantía,2025-10-30,2025-10-30,2025-11-01,Guanacaste,Carrillo,Sardinal,10.500273,-85.628988,Apartamento,USD,116.13,3144.89,181.1,1386.24,19407.1,635671,PER-007
AV-2025-000527,4-471365,Leasing,2025-03-17,2025-03-23,2025-03-26,Heredia,Heredia,Heredia,10.006749,-84.122295,Casa de habitación,CRC,329.45,763707.69,73.54,565041.65,3118506.62,296275000,PER-006
AV-2025-000528,1-643940,Garantía hipotecaria,2025-02-15,2025-02-16,2025-02-24,San José,Santa Ana,Santa Ana,9.914308,-84.173925,Casa de habitación,CRC,703.21,194749.19,264.48,625811.51,6842208.04,309306000,PER-001
AV-2026-000529,1-266257,Garantía hipotecaria,2025-12-28,2026-01-10,2026-01-14,San José,Puriscal,Santiago,9.788906,-84.280825,Finca agrícola,CRC,356716.28,26070.38,7271.97,589060.61,87758122.68,13671118000,PER-005
AV-2026-000530,2-242982-255,Actualización de garantía,2025-12-25,2026-01-05,2026-01-08,Alajuela,Alajuela,Alajuela,10.006719,-84.221954,Apartamento,USD,127.05,731.59,215.03,843.66,4432.47,278793,PER-003
AV-2025-000531,1-460762-338,Contable,2025-06-21,2025-07-05,2025-07-17,San José,Desamparados,Desamparados,9.897671,-84.080049,Condominio horizontal,USD,294.64,396.78,201.51,762.38,11170.12,281705,PER-001
AV-2025-000532,2-524720,Seguro,2025-02-19,2025-02-28,2025-03-12,Alajuela,Grecia,Grecia,10.066855,-84.288405,Local comercial,CRC,474.99,279969.43,414.03,,8900863.09,254494000,PER-003
AV-2025-000533,4-953785,Leasing,2025-10-26,2025-11-08,2025-11-16,Heredia,Heredia,Heredia,9.984915,-84.114651,Local comercial,CRC,837.07,1011663.68,521.68,765192.03,22376870.91,1268396000,PER-002
AV-2025-000534,7-756364,Leasing,2025-08-05,2025-08-12,2025-08-18,Limón,Pococí,Guápiles,10.20989,-83.773672,Casa de habitación,CRC,828.28,553862.65,535.29,567836.43,14470309.53,777181000,PER-004
AV-2024-000535,6-558075,Leasing,2024-08-17,2024-09-02,2024-09-11,Puntarenas,Quepos,Quepos,9.403475,-84.189986,Terreno baldío urbano,CRC,430.45,280198.83,0.0,0.0,0.0,120612000,PER-002
AV-2025-000536,1-995647,Actualización de garantía,2025-08-24,2025-08-27,2025-09-06,San José,Puriscal,Santiago,10.204647,-83.280686,Casa de habitación,USD,460.39,46.53,321.63,1228.59,25019.19,441593,PER-002
AV-2025-000537,2-221455,Leasing,2025-04-16,2025-04-29,2025-05-11,Alajuela,Grecia,Grecia,10.065922,-84.315063,Casa de habitación,CRC,546.22,599836.76,242.56,691733.21,11343655.02,506773000,PER-005
AV-2025-000538,4-535299-153,Garantía hipotecaria,2025-04-18,2025-05-02,2025-05-07,Heredia,Belén,San Antonio,9.985973,-84.181453,Apartamento,USD,85.58,1084.49,63.21,970.45,1643.28,155796,PER-004
AV-2025-000539,1-515199,Leasing,2025-01-26,2025-01-31,2025-02-08,San José,Desamparados,Desamparados,9.89452,-84.065587,Casa de habitación,CRC,337.76,853810.43,196.76,352793.58,3607778.31,361406000,PER-002
AV-2025-000540,2-771649,Garantía hipotecaria,2025-08-07,2025-08-23,2025-08-29,Alajuela,San Carlos,Quesada,10.358832,-84.447883,Casa de habitación,CRC,338.6,288349.22,112.79,448069.36,1715066.3,149888000,PER-002
AV-2025-000541,1-198749,Leasing,2025-11-06,2025-11-26,2025-12-04,San José,Goicoechea,Guadalupe,9.956272,-84.046685,Casa de habitación,CRC,261.15,366488.82,52.62,735137.6,1393685.26,135785000,PER-005
AV-2025-000542,7-757614,Garantía hipotecaria,2021-12-04,2021-12-21,2021-12-31,Limón,Pococí,Guápiles,10.211563,-83.735323,Terreno baldío rural,CRC,76947.42,68336.68,0.0,0.0,78330043.96,5336661000,PER-006
AV-2025-000543,5-598561,Seguro,2025-01-18,2025-02-06,2025-02-17,Guanacaste,Carrillo,Sardinal,9.809232,-84.871937,Terreno baldío rural,CRC,45912.6,248904.55,0.0,0.0,0.0,11427855000,PER-008
AV-2025-000544,1-296553,Contable,2025-05-21,2025-05-29,2025-05-31,San José,Montes de Oca,San Pedro,9.944078,-84.05916,Casa de habitación,CRC,713.36,558316.79,311.8,674179.02,2025838.86,610516000,PER-006
AV-2025-000545,1-526234,Actualización de garantía,2025-11-22,2025-12-10,2025-12-11,San José,Puriscal,Santiago,9.826123,-84.259055,Terreno baldío urbano,CRC,924.4,19445.57,0.0,0.0,0.0,17975000,PER-007
AV-2026-000546,4-984036,Leasing,2026-01-21,2026-01-31,2026-02-08,Heredia,San Rafael,San Rafael,10.023313,-84.069399,Casa de habitación,USD,1002.71,285.68,175.16,1022.72,11397.17,476991,PER-005
AV-2025-000547,4-708216,Garantía hipotecaria,2025-01-24,2025-02-13,,Heredia,Belén,San Antonio,9.968708,-84.170237,Edificio de oficinas,USD,1208.76,410.99,1131.91,734.26,3455.65,1331360,PER-003
AV-2025-000548,4-818369,Actualización de garantía,2025-09-22,2025-09-29,2025-10-01,Heredia,Santo Domingo,Santo Domingo,9.981475,-84.100183,Bodega o nave industrial,USD,4913.3,258.88,1897.63,1620.29,162090.58,4508757,PER-007
AV-2025-000549,4-641062-229,Leasing,2025-12-13,2025-12-23,2025-12-25,Heredia,Belén,San Antonio,9.987268,-84.171738,Condominio horizontal,USD,383.01,496.9,251.38,1282.01,23398.28,535988,PER-004
AV-2025-000550,3-554797,Garantía hipotecaria,2025-03-22,2025-03-27,2025-04-02,Cartago,La Unión,Tres Ríos,9.919583,-83.986237,Terreno baldío urbano,CRC,368.59,271495.2,0.0,0.0,0.0,100070000,PER-008
AV-2025-000551,2-648388,Actualización de garantía,2023-11-08,2023-11-23, ,Alajuela,San Carlos,Quesada,10.353032,-84.423241,Terreno baldío rural,CRC,20113.22,63559.18,0.0,0.0,0.0,1278380000,PER-003
AV-2024-000552,3-463636-136,Garantía hipotecaria,2024-09-26,2024-09-27,2024-10-09,Cartago,La Unión,Tres Ríos,9.919636,-83.992876,Condominio horizontal,CRC,312.69,152245.6,103.42,833411.59,4516768.09,138314000,PER-008
AV-2026-000553,7-678034,Seguro,2026-01-26,2026-02-06,2026-02-18,Limón,Talamanca,Cahuita,9.752773,-82.859725,Terreno baldío urbano,CRC,1097.92,261806.58,0.0,0.0,0.0,287443000,PER-005
AV-2025-000554,5-330928,Garantía hipotecaria,2025-11-07,2025-11-13,2025-11-14,Guanacaste,Liberia,Liberia,10.611227,-85.436101,Casa de habitación,CRC,718.97,551742.66,416.19,841454.66,17314498.04,764206000,PER-008
AV-2025-000555,1-569545,Garantía hipotecaria,2025-08-05,2025-08-18,2025-08-28,San José,San José,Carmen,9.932509,-84.064305,Local comercial,CRC,1603.39,500963.9,2782.5,818023.65,161495627.03,3240887000,PER-003
AV-2025-000556,1-875498,Contable,2025-06-28,2025-06-20,2025-06-30,San José,Desamparados,Desamparados,9.90594,-84.084822,Casa de habitación,CRC,623.02,744513.98,284.97,424196.95,6799274.32,591530000,PER-003
AV-2025-000557,4-625648,Garantía hipotecaria,2025-07-20,2025-08-07,2025-08-19,Heredia,Heredia,Heredia,10.013754,-84.115895,Casa de habitación,CRC,845.61,5139017.62,493.98,412776.25,9805435.25,4559313000,PER-002
AV-2024-000558,1-739358,Leasing,2024-12-04,2024-12-17,2024-12-20,San José,Puriscal,Santiago,9.916901,-84.33299,Finca agrícola,CRC,70843.81,14596.38,3236.73,254167.14,58567562.58,1915301000,PER-009
AV-2026-000559,2-865671,Actualización de garantía,2026-01-03,2026-01-20,2026-01-22,Alajuela,San Carlos,Quesada,10.337462,-84.460033,Casa de habitación,USD,270.05,179.49,120.19,879.87,7070.89,173403,PER-007
AV-2025-000560,2-473695,Leasing,2025-04-04,2025-04-13,2025-04-19,Alajuela,San Ramón,San Ramón,10.090965,-84.485368,Casa de habitación,CRC,777.26,684510.71,361.19,382759.59,10045413.56,680337000,PER-003
AV-2025-000561,3-272454,Leasing,2025-09-16,2025-10-03,2025-10-10,Cartago,La Unión,Tres Ríos,9.90838,-83.984854,Casa de habitación,CRC,181.2,856541.36,50.26,771335.69,1675654.31,195648000,PER-001
AV-2025-000562,3-834504,Leasing,2025-10-23,2025-11-09,2025-11-11,Cartago,Cartago,Oriental,9.861431,-83.928134,Casa de habitación,USD,633.3,833.66,423.65,567.99,16954.13,785540,PER-001
AV-2025-000563,1-621519,Leasing,2021-12-09,2021-12-24,2022-01-03,San José,Santa Ana,Santa Ana,9.93282,-84.202292,Edificio de oficinas,USD,2712.56,1081.48,14309.2,1215.39,1144723.9,21469562,PER-002
AV-2025-000564,4-192970-123,Actualización de garantía,2025-11-10,2025-11-27,2025-12-07,Heredia,Heredia,Heredia,9.985651,-84.125205,Condominio horizontal,USD,677.04,523.33,509.3,753.15,11171.52,749066,PER-005
AV-2024-000565,2-166752,Compraventa,2024-11-27,2024-11-27,2024-12-02,Alajuela,San Carlos,Quesada,10.297361,-84.439247,Local comercial,CRC,2440.24,3043673.39,4273.16,830387.54,221656409.96,11197329000,PER-002
AV-2024-000566,5-366427,Actualización de garantía,2024-08-19,2024-09-08,2024-09-09,Guanacaste,Nicoya,Nicoya,10.12839,-85.434208,Casa de habitación,CRC,149.83,537562.82,68.63,671189.48,2656973.74,129264000,PER-007
AV-2025-000567,4-332258,Actualización de garantía,2025-09-08,2025-09-19,2025-09-27,Heredia,San Rafael,San Rafael,10.001594,-84.092148,Local comercial,USD,238.15,300.61,118.88,1101.17,2290.37,204788,PER-006
AV-2025-000568,7-756892,Actualización de garantía,2025-09-12,2025-09-23,2025-10-04,Limón,Talamanca,Cahuita,9.789944,-82.84174,Terreno baldío rural,CRC,24626.95,210341.02,0.0,0.0,0.0,5180058000,PER-003
AV-2024-000569,1-591547-131,Actualización de garantía,2022-09-10,2022-09-13,2022-09-21,San José,Santa Ana,Santa Ana,9.922904,-84.167775,Apartamento,USD,154.96,1103.41,448.2,1168.41,18911.78,713578,PER-003
AV-2025-000570,4-308727,Garantía hipotecaria,2025-07-25,2025-08-11,2025-08-22,Heredia,San Rafael,San Rafael,10.019992,-84.083452,Bodega o nave industrial,USD,6368.7,361.33,4249.69,1326.59,179752.2,8118551,PER-003
AV-2026-000571,7-899666,Leasing,2025-12-20,2026-01-07,2026-01-19,Limón,Pococí,Guápiles,10.197537,-84.777251,Finca agrícola,CRC,281247.51,93251.32,22407.31,718259.45,751578739.55,43072542000,PER-001
AV-2025-000572,1-200913-349,Actualización de garantía,2025-04-15,2025-04-27,2025-05-01,San José,Escazú,Escazú,9.938601,-84.145328,Condominio horizontal,USD,372.93,743.78,158.89,648.05,4913.75,385260,PER-006
AV-2025-000573,1-105045-338,Garantía hipotecaria,2024-10-29,2025-02-14,2025-02-16,San José,Escazú,Escazú,9.911483,-84.130402,Condominio horizontal,USD,581.49,556.76,288.1,1645.42,24837.35,822633,PER-004
AV-2024-000574,1-642259,Seguro,2024-07-14,2024-07-28,2024-08-05,San José,Escazú,Escazú,9.926614,-84.124613,Local comercial,USD,2226.34,1061.13,1376.84,1000.87,65788.4,3806262,PER-001
AV-2025-000575,1-113253,Leasing,2025-11-10,2025-11-30,2025-12-08,San José,San José,Carmen,9.943369,-84.073351,Terreno baldío urbano,USD,634.31,835.05,0.0,0.0,0.0,529681,PER-001
AV-2024-000576,1-679811,Garantía hipotecaria,2024-11-08,2024-11-18,2024-11-29,San José,Escazú,Escazú,9.924868,-84.122519,Local comercial,CRC,594.87,4886866.85,338.78,270461.41,2229411.48,3000907000,PER-003
AV-2026-000577,3-625432,Garantía hipotecaria,2026-01-11,2026-01-26,2026-02-07,Cartago,Paraíso,Paraíso,9.813282,-83.867025,Local comercial,CRC,314.99,655065.59,629.36,578404.83,7360278.92,577724000,PER-001
AV-2025-000578,1-916293,Leasing,2025-10-21,2025-10-23,2025-11-02,San José,Curridabat,Curridabat,9.914149,-84.044292,Casa de habitación,USD,484.43,678.33,90.26,1230.92,4182.71,443889,PER-009
AV-2025-000579,2-163763,Contable,2025-04-08,2025-04-17,2025-04-23,Alajuela,Grecia,Grecia,10.087854,-84.311565,Casa de habitación,CRC,614.4,471574.51,0.0,0.0,1650550.45,291386000,PER-006
AV-2025-000580,1-598876,Garantía hipotecaria,2025-04-04,2025-04-18,2025-04-22,San José,Curridabat,Curridabat,9.932422,-84.034392,Bodega o nave industrial,CRC,11393.28,89888.95,3477.03,688462.92,144480712.09,3562417000,PER-004
AV-2025-000581,3-851757-145,Garantía hipotecaria,2025-08-03,2025-08-05,2025-08-13,Cartago,Cartago,Oriental,9.85855,-83.917857,Condominio horizontal,USD,480.62,854.66,335.17,987.61,14527.4,756311,PER-008
