corte,id_credito,id_avaluo,moneda,saldo,fecha_desembolso,estado
2026-04,CR-001072,AV-2025-001073,USD,578856.46,2025-11-25,VIGENTE
2026-03,CR-001073,AV-2024-001074,USD,320604.89,2025-01-06,VIGENTE
2026-04,CR-001073,AV-2024-001074,USD,317638.74,2025-01-30,VIGENTE
2026-03,CR-001074,AV-2025-001075,USD,367050.47,2025-10-04,VIGENTE
2026-04,CR-001074,AV-2025-001075,USD,363838.0,2025-08-31,VIGENTE
2026-03,CR-001075,AV-2025-001076,USD,360496.44,2025-05-21,VIGENTE
2026-04,CR-001075,AV-2025-001076,USD,357072.43,2025-06-27,VIGENTE
2026-03,CR-001076,AV-2025-001077,USD,787723.44,2026-01-13,VIGENTE
2026-04,CR-001076,AV-2025-001077,USD,780322.77,2026-01-18,VIGENTE
2026-03,CR-001077,AV-2024-001078,USD,224726.86,2025-02-08,VIGENTE
2026-04,CR-001077,AV-2024-001078,USD,223414.58,2025-02-02,VIGENTE
2026-03,CR-001078,AV-2025-001079,USD,170790.37,2025-09-26,VIGENTE
2026-04,CR-001078,AV-2025-001079,USD,168833.55,2025-10-08,VIGENTE
2026-03,CR-001079,AV-2025-001080,USD,279804.4,2025-08-10,VIGENTE
2026-04,CR-001079,AV-2025-001080,USD,277495.43,2025-07-25,VIGENTE
2026-03,CR-001080,AV-2024-001081,USD,245395.45,2024-09-28,VIGENTE
2026-04,CR-001080,AV-2024-001081,USD,242837.13,2024-10-31,VIGENTE
2026-03,CR-001081,AV-2024-001082,CRC,380022974.63,2024-09-20,VIGENTE
2026-04,CR-001081,AV-2024-001082,CRC,376029316.02,2024-10-08,VIGENTE
2026-03,CR-001082,AV-2025-001083,CRC,14324460.45,2025-03-04,VIGENTE
2026-04,CR-001082,AV-2025-001083,CRC,14192811.56,2025-03-01,VIGENTE
2026-03,CR-001083,AV-2026-001084,CRC,403884507.13,2026-02-11,VIGENTE
2026-04,CR-001083,AV-2026-001084,CRC,399170194.61,2026-04-02,VIGENTE
2026-03,CR-001085,AV-2025-001086,CRC,97613579.54,2025-09-30,VIGENTE
2026-04,CR-001085,AV-2025-001086,CRC,0.0,2025-09-23,CANCELADO
2026-03,CR-001086,AV-2025-001087,CRC,131664128.14,2025-07-09,VIGENTE
2026-04,CR-001086,AV-2025-001087,CRC,131157355.59,2025-07-29,VIGENTE
2026-03,CR-001087,AV-2025-001088,CRC,1601201591.24,2025-04-25,VIGENTE
2026-04,CR-001087,AV-2025-001088,CRC,1594067589.41,2025-03-31,VIGENTE
2026-03,CR-001089,AV-2024-001090,USD,216999.16,2024-11-06,VIGENTE
2026-04,CR-001089,AV-2024-001090,USD,216316.14,2024-10-11,VIGENTE
2026-03,CR-001090,AV-2025-001091,CRC,1304950050.99,2025-03-23,VIGENTE
2026-04,CR-001090,AV-2025-001091,CRC,1291135508.99,2025-04-21,VIGENTE
2026-03,CR-001091,AV-2024-001092,CRC,267121421.24,2024-09-29,VIGENTE
2026-04,CR-001091,AV-2024-001092,CRC,263995454.65,2024-09-19,VIGENTE
2026-03,CR-001092,AV-2026-001093,CRC,239622758.41,2026-01-14,VIGENTE
2026-04,CR-001092,AV-2026-001093,CRC,237673157.63,2026-01-23,VIGENTE
2026-03,CR-001093,AV-2025-001094,USD,1640632.5,2025-03-03,VIGENTE
2026-04,CR-001093,AV-2025-001094,USD,1633351.98,2025-03-19,VIGENTE
2026-03,CR-001095,AV-2025-001096,CRC,361460071.23,2025-02-22,VIGENTE
2026-04,CR-001095,AV-2025-001096,CRC,359980023.39,2025-03-15,VIGENTE
2026-03,CR-001096,AV-2025-001097,USD,7910185.66,2025-11-25,VIGENTE
2026-04,CR-001096,AV-2025-001097,USD,7818628.53,2025-12-02,VIGENTE
2026-03,CR-001097,AV-2025-001098,CRC,76067354.54,2025-02-25,VIGENTE
2026-04,CR-001097,AV-2025-001098,CRC,75717783.09,2025-03-23,VIGENTE
2026-03,CR-001099,AV-2025-001100,CRC,2739944328.42,2025-04-13,VIGENTE
2026-04,CR-001099,AV-2025-001100,CRC,2713110351.87,2025-04-10,VIGENTE
2026-03,CR-001101,AV-2025-001102,CRC,184539214.81,2025-06-14,VIGENTE
2026-04,CR-001101,AV-2025-001102,CRC,183623559.27,2025-06-15,VIGENTE
2026-03,CR-001102,AV-2026-001103,USD,410530.22,2026-02-20,VIGENTE
2026-04,CR-001102,AV-2026-001103,USD,407853.71,2026-02-14,VIGENTE
2026-03,CR-001103,AV-2025-001104,CRC,238709231.94,2025-08-11,VIGENTE
2026-04,CR-001103,AV-2025-001104,CRC,237245334.65,2025-07-12,VIGENTE
2026-03,CR-001104,AV-2024-001105,USD,39470.66,2024-11-11,VIGENTE
2026-04,CR-001104,AV-2024-001105,USD,39106.88,2024-12-07,VIGENTE
2026-03,CR-001105,AV-2025-001106,USD,73342.05,2025-05-22,VIGENTE
2026-04,CR-001105,AV-2025-001106,USD,72595.8,2025-06-12,VIGENTE
2026-03,CR-001106,AV-2024-001107,CRC,84607769.99,2024-11-16,VIGENTE
2026-04,CR-001106,AV-2024-001107,CRC,83886212.62,2024-11-22,VIGENTE
2026-03,CR-001107,AV-2025-001108,CRC,324512597.91,2025-02-25,VIGENTE
2026-04,CR-001107,AV-2025-001108,CRC,320650611.93,2025-04-09,VIGENTE
2026-03,CR-001108,AV-2025-001109,CRC,625200349.56,2025-11-17,VIGENTE
2026-04,CR-001108,AV-2025-001109,CRC,622617544.43,2025-12-13,VIGENTE
2026-03,CR-001109,AV-2025-001110,CRC,179504836.36,2025-04-20,VIGENTE
2026-04,CR-001109,AV-2025-001110,CRC,177789043.01,2025-04-08,VIGENTE
2026-03,CR-001111,AV-2025-001112,USD,508033.01,2025-08-13,VIGENTE
2026-04,CR-001111,AV-2025-001112,USD,505141.85,2025-08-09,VIGENTE
2026-03,CR-001112,AV-2025-001113,USD,294902.25,2025-08-12,VIGENTE
2026-04,CR-001112,AV-2025-001113,USD,293905.47,2025-09-18,VIGENTE
2026-03,CR-001113,AV-2024-001114,USD,3018815.87,2024-09-16,VIGENTE
2026-04,CR-001113,AV-2024-001114,USD,3007441.45,2024-09-15,VIGENTE
2026-03,CR-001114,AV-2025-001115,CRC,656214036.14,2025-06-23,VIGENTE
2026-04,CR-001114,AV-2025-001115,CRC,649403324.51,2025-06-05,VIGENTE
2026-03,CR-001115,AV-2025-001116,CRC,768159855.8,2025-04-27,VIGENTE
2026-04,CR-001115,AV-2025-001116,CRC,760113186.12,2025-04-14,VIGENTE
2026-03,CR-001116,AV-2025-001117,CRC,304736419.68,2025-09-18,VIGENTE
2026-04,CR-001116,AV-2025-001117,CRC,302988262.46,2025-09-02,VIGENTE
2026-03,CR-001118,AV-2025-001119,USD,239929.98,2025-10-15,VIGENTE
2026-04,CR-001118,AV-2025-001119,USD,0.0,2025-09-10,CANCELADO
2026-03,CR-001120,AV-2025-001121,USD,53609.13,2025-07-17,VIGENTE
2026-04,CR-001120,AV-2025-001121,USD,52998.96,2025-07-02,VIGENTE
2026-03,CR-001121,AV-2025-001122,CRC,249002384.39,2025-03-05,VIGENTE
2026-04,CR-001121,AV-2025-001122,CRC,0.0,2025-03-19,CANCELADO
2026-03,CR-001122,AV-2025-001123,CRC,2626809937.45,2025-10-13,VIGENTE
2026-04,CR-001122,AV-2025-001123,CRC,2603308515.61,2025-11-19,VIGENTE
2026-03,CR-001124,AV-2026-001125,CRC,287950960.02,2026-02-27,VIGENTE
2026-04,CR-001124,AV-2026-001125,CRC,284998085.6,2026-02-08,VIGENTE
2026-03,CR-001125,AV-2025-001126,CRC,199807938.64,2025-02-26,VIGENTE
2026-04,CR-001125,AV-2025-001126,CRC,199038298.96,2025-03-07,VIGENTE
2026-03,CR-001127,AV-2024-001128,USD,374876.23,2025-02-15,VIGENTE
2026-04,CR-001127,AV-2024-001128,USD,370490.52,2025-01-13,VIGENTE
2026-03,CR-001128,AV-2025-001129,CRC,28016371.66,2025-05-29,VIGENTE
2026-04,CR-001128,AV-2025-001129,CRC,27781476.26,2025-07-21,VIGENTE
2026-03,CR-001129,AV-2025-001130,CRC,2648295908.07,2025-05-04,VIGENTE
2026-04,CR-001129,AV-2025-001130,CRC,2633743429.97,2025-06-08,VIGENTE
2026-03,CR-001131,AV-2025-001132,CRC,79196583.4,2025-04-30,VIGENTE
2026-04,CR-001131,AV-2025-001132,CRC,78450165.92,2025-04-19,VIGENTE
2026-03,CR-001132,AV-2025-001133,CRC,158767930.36,2025-06-10,VIGENTE
2026-04,CR-001132,AV-2025-001133,CRC,157180869.41,2025-06-09,VIGENTE
2026-03,CR-001133,AV-2026-001134,USD,1745483.92,2026-03-06,VIGENTE
2026-04,CR-001133,AV-2026-001134,USD,1725549.21,2026-03-15,VIGENTE
2026-03,CR-001134,AV-2025-001135,CRC,180029146.01,2025-04-01,VIGENTE
2026-04,CR-001134,AV-2025-001135,CRC,179099100.19,2025-03-11,VIGENTE
2026-03,CR-001135,AV-2026-001136,USD,6059070.05,2026-02-19,VIGENTE
2026-04,CR-001135,AV-2026-001136,USD,6028435.9,2026-03-05,VIGENTE
2026-03,CR-001137,AV-2025-001138,CRC,399495524.98,2026-01-14,VIGENTE
2026-04,CR-001137,AV-2025-001138,CRC,395691762.76,2026-01-12,VIGENTE
2026-03,CR-001138,AV-2025-001139,USD,405939.02,2026-01-30,VIGENTE
2026-04,CR-001138,AV-2025-001139,USD,404635.78,2026-02-04,VIGENTE
2026-03,CR-001139,AV-2024-001140,USD,501973.32,2024-12-17,VIGENTE
2026-04,CR-001139,AV-2024-001140,USD,496192.3,2024-11-05,VIGENTE
2026-03,CR-001140,AV-2025-001141,USD,3283175.7,2025-06-26,VIGENTE
2026-04,CR-001140,AV-2025-001141,USD,3246031.16,2025-06-20,VIGENTE
2026-03,CR-001141,AV-2024-001142,CRC,128710552.33,2024-12-28,VIGENTE
2026-04,CR-001141,AV-2024-001142,CRC,127186056.65,2025-01-14,VIGENTE
2026-03,CR-001142,AV-2025-001143,CRC,863989664.27,2025-08-20,VIGENTE
2026-04,CR-001142,AV-2025-001143,CRC,855424610.97,2025-09-09,VIGENTE
2026-03,CR-001143,AV-2025-001144,CRC,2415803689.4,2025-06-12,VIGENTE
2026-04,CR-001143,AV-2025-001144,CRC,2391947224.85,2025-06-02,VIGENTE
2026-03,CR-001144,AV-2025-001145,CRC,247788309.41,2025-10-02,VIGENTE
2026-04,CR-001144,AV-2025-001145,CRC,246811424.93,2025-10-01,VIGENTE
2026-03,CR-001145,AV-2026-001146,USD,431695.36,2026-03-14,VIGENTE
2026-04,CR-001145,AV-2026-001146,USD,427761.3,2026-03-16,VIGENTE
2026-03,CR-001146,AV-2024-001147,CRC,244196341.93,2024-12-17,VIGENTE
2026-04,CR-001146,AV-2024-001147,CRC,243107863.34,2024-12-27,VIGENTE
2026-03,CR-001147,AV-2025-001148,CRC,199200895.75,2025-03-18,VIGENTE
2026-04,CR-001147,AV-2025-001148,CRC,198017062.43,2025-04-08,VIGENTE
2026-03,CR-001148,AV-2025-001149,USD,67916.14,2025-08-01,VIGENTE
2026-04,CR-001148,AV-2025-001149,USD,67408.76,2025-07-26,VIGENTE
2026-03,CR-001149,AV-2025-001150,CRC,480846125.92,2025-12-08,VIGENTE
2026-04,CR-001149,AV-2025-001150,CRC,476410193.35,2025-12-29,VIGENTE
2026-03,CR-001150,AV-2024-001151,CRC,115369782.35,2024-07-13,VIGENTE
2026-04,CR-001150,AV-2024-001151,CRC,114103185.84,2024-07-23,VIGENTE
2026-03,CR-001151,AV-2025-001152,CRC,479530657.88,2025-08-21,VIGENTE
2026-04,CR-001151,AV-2025-001152,CRC,474611158.37,2025-07-21,VIGENTE
2026-03,CR-001152,AV-2025-001153,CRC,354648911.09,2025-09-13,VIGENTE
2026-04,CR-001152,AV-2025-001153,CRC,351194147.44,2025-10-01,VIGENTE
2026-03,CR-001154,AV-2025-001155,CRC,90175461.36,2025-03-05,VIGENTE
2026-04,CR-001154,AV-2025-001155,CRC,89638852.86,2025-01-19,VIGENTE
2026-03,CR-001155,AV-2025-001156,CRC,142984650.8,2025-07-14,VIGENTE
2026-04,CR-001155,AV-2025-001156,CRC,142442028.02,2025-08-21,VIGENTE
2026-03,CR-001156,AV-2025-001157,CRC,154672167.68,2025-03-25,VIGENTE
2026-04,CR-001156,AV-2025-001157,CRC,153358711.59,2025-04-01,VIGENTE
2026-03,CR-001157,AV-2024-001158,CRC,489894719.11,2024-10-03,VIGENTE
2026-04,CR-001157,AV-2024-001158,CRC,484244991.97,2024-09-25,VIGENTE
2026-03,CR-001161,AV-2024-001162,CRC,296946450.69,2024-06-13,VIGENTE
2026-04,CR-001161,AV-2024-001162,CRC,294074655.11,2024-07-01,VIGENTE
2026-03,CR-001163,AV-2024-001164,USD,417782.54,2024-10-11,VIGENTE
2026-04,CR-001163,AV-2024-001164,USD,412920.97,2024-09-26,VIGENTE
2026-03,CR-001164,AV-2025-001165,USD,288423.84,2025-06-03,VIGENTE
2026-04,CR-001164,AV-2025-001165,USD,0.0,2025-05-07,CANCELADO
2026-03,CR-001165,AV-2025-001166,USD,261616.17,2025-09-24,VIGENTE
2026-04,CR-001165,AV-2025-001166,USD,259768.52,2025-08-08,VIGENTE
2026-03,CR-001166,AV-2025-001167,CRC,82184959.7,2025-11-06,VIGENTE
2026-04,CR-001166,AV-2025-001167,CRC,81762500.87,2025-11-26,VIGENTE
2026-03,CR-001167,AV-2026-001168,USD,375531.29,2026-03-05,VIGENTE
2026-04,CR-001167,AV-2026-001168,USD,372047.89,2026-04-24,VIGENTE
2026-03,CR-001168,AV-2024-001169,USD,132062.63,2024-12-24,VIGENTE
2026-04,CR-001168,AV-2024-001169,USD,130794.26,2025-01-09,VIGENTE
2026-03,CR-001169,AV-2025-001170,CRC,67093956.91,2025-12-28,VIGENTE
2026-04,CR-001169,AV-2025-001170,CRC,66749343.88,2025-11-29,VIGENTE
2026-03,CR-001170,AV-2024-001171,USD,551054.31,2024-09-09,VIGENTE
2026-04,CR-001170,AV-2024-001171,USD,0.0,2024-10-17,CANCELADO
2026-03,CR-001171,AV-2024-001172,CRC,191676480.74,2024-12-05,VIGENTE
2026-04,CR-001171,AV-2024-001172,CRC,190777164.95,2024-12-04,VIGENTE
2026-03,CR-001172,AV-2025-001173,USD,4443920.78,2025-07-16,VIGENTE
2026-04,CR-001172,AV-2025-001173,USD,4422326.27,2025-08-24,VIGENTE
2026-03,CR-001174,AV-2024-001175,USD,221980.24,2024-10-13,VIGENTE
2026-04,CR-001174,AV-2024-001175,USD,219983.02,2024-10-09,VIGENTE
2026-03,CR-001175,AV-2025-001176,CRC,36181098.55,2025-10-29,VIGENTE
2026-04,CR-001175,AV-2025-001176,CRC,35789650.32,2025-11-09,VIGENTE
2026-03,CR-001176,AV-2025-001177,CRC,317181493.33,2025-06-23,VIGENTE
2026-04,CR-001176,AV-2025-001177,CRC,314255801.96,2025-06-08,VIGENTE
2026-03,CR-001177,AV-2025-001178,CRC,293580637.63,2025-05-26,VIGENTE
2026-04,CR-001177,AV-2025-001178,CRC,292349852.96,2025-06-13,VIGENTE
2026-03,CR-001178,AV-2025-001179,CRC,9555094.44,2025-06-13,VIGENTE
2026-04,CR-001178,AV-2025-001179,CRC,9453223.95,2025-05-22,VIGENTE
2026-03,CR-001179,AV-2025-001180,USD,445470.87,2025-10-15,VIGENTE
2026-04,CR-001179,AV-2025-001180,USD,440303.82,2025-11-16,VIGENTE
2026-03,CR-001180,AV-2026-001181,CRC,4482678926.03,2026-04-10,VIGENTE
2026-04,CR-001180,AV-2026-001181,CRC,0.0,2026-03-06,CANCELADO
2026-03,CR-001181,AV-2025-001182,CRC,2387328164.16,2025-11-12,VIGENTE
2026-04,CR-001181,AV-2025-001182,CRC,2364203631.49,2025-11-16,VIGENTE
2026-03,CR-001183,AV-2025-001184,USD,564859.75,2025-12-18,VIGENTE
2026-04,CR-001183,AV-2025-001184,USD,562784.29,2026-01-06,VIGENTE
2026-03,CR-001184,AV-2025-001185,USD,1431738.55,2025-01-29,VIGENTE
2026-04,CR-001184,AV-2025-001185,USD,1416750.74,2025-02-13,VIGENTE
2026-03,CR-001186,AV-2025-001187,CRC,440789964.85,2026-01-22,VIGENTE
2026-04,CR-001186,AV-2025-001187,CRC,435515763.0,2026-01-14,VIGENTE
2026-03,CR-001187,AV-2025-001188,USD,240514.0,2026-02-10,VIGENTE
2026-04,CR-001187,AV-2025-001188,USD,237705.68,2026-01-05,VIGENTE
2026-03,CR-001188,AV-2025-001189,CRC,1524236126.99,2025-04-26,VIGENTE
2026-04,CR-001188,AV-2025-001189,CRC,0.0,2025-06-03,CANCELADO
2026-03,CR-001189,AV-2025-001190,CRC,1605695378.39,2025-07-10,VIGENTE
2026-04,CR-001189,AV-2025-001190,CRC,1598390116.12,2025-07-11,VIGENTE
2026-03,CR-001190,AV-2025-001191,CRC,48566206.54,2025-03-31,VIGENTE
2026-04,CR-001190,AV-2025-001191,CRC,48347698.13,2025-02-21,VIGENTE
2026-03,CR-001192,AV-2024-001193,CRC,314868604.91,2024-10-01,VIGENTE
2026-04,CR-001192,AV-2024-001193,CRC,312436962.86,2024-10-10,VIGENTE
2026-03,CR-001193,AV-2026-001194,CRC,317637704.59,2026-04-22,VIGENTE
2026-04,CR-001193,AV-2026-001194,CRC,314596457.57,2026-04-24,VIGENTE
2026-03,CR-001194,AV-2025-001195,USD,520072.57,2026-01-04,VIGENTE
2026-04,CR-001194,AV-2025-001195,USD,517021.74,2026-01-27,VIGENTE
2026-03,CR-001195,AV-2025-001196,USD,137582.82,2025-12-11,VIGENTE
2026-04,CR-001195,AV-2025-001196,USD,136928.29,2025-11-07,VIGENTE
2026-03,CR-001197,AV-2025-001198,USD,3647595.37,2025-06-16,VIGENTE
2026-04,CR-001197,AV-2025-001198,USD,3617344.76,2025-06-03,VIGENTE
2026-03,CR-001198,AV-2025-001199,CRC,379414478.48,2025-12-30,VIGENTE
2026-04,CR-001198,AV-2025-001199,CRC,375081530.39,2026-01-23,VIGENTE
2026-03,CR-001199,AV-2024-001200,USD,2535301.81,2025-01-28,VIGENTE
2026-04,CR-001199,AV-2024-001200,USD,0.0,2025-01-08,CANCELADO
2026-03,CR-001200,AV-2025-001201,CRC,525624031.65,2025-05-31,VIGENTE
2026-04,CR-001200,AV-2025-001201,CRC,519440394.34,2025-06-23,VIGENTE
2026-03,CR-001201,AV-2024-001202,CRC,4072890008.48,2024-11-27,VIGENTE
2026-04,CR-001201,AV-2024-001202,CRC,4044267124.24,2025-01-07,VIGENTE
2026-03,CR-001202,AV-2025-001203,USD,140113.98,2025-11-28,VIGENTE
2026-04,CR-001202,AV-2025-001203,USD,139612.86,2025-11-26,VIGENTE
2026-03,CR-001203,AV-2025-001204,USD,4295846.39,2025-07-09,VIGENTE
2026-04,CR-001203,AV-2025-001204,USD,4268626.91,2025-07-25,VIGENTE
2026-03,CR-001205,AV-2025-001206,USD,3217547.09,2025-05-24,VIGENTE
2026-04,CR-001205,AV-2025-001206,USD,3185653.38,2025-06-15,VIGENTE
2026-03,CR-001206,AV-2025-001207,CRC,337153268.42,2025-06-02,VIGENTE
2026-04,CR-001206,AV-2025-001207,CRC,334128184.06,2025-05-01,VIGENTE
2026-03,CR-001207,AV-2024-001208,USD,7762816.36,2025-01-10,VIGENTE
2026-04,CR-001207,AV-2024-001208,USD,7726591.94,2024-12-08,VIGENTE
2026-03,CR-001208,AV-2024-001209,CRC,1808978081.96,2024-11-26,VIGENTE
2026-04,CR-001208,AV-2024-001209,CRC,1799961633.95,2025-01-06,VIGENTE
2026-03,CR-001209,AV-2025-001210,USD,125383.81,2026-02-01,VIGENTE
2026-04,CR-001209,AV-2025-001210,USD,124873.44,2026-01-10,VIGENTE
2026-03,CR-001211,AV-2025-001212,CRC,331757052.49,2025-11-15,VIGENTE
2026-04,CR-001211,AV-2025-001212,CRC,329752177.6,2025-10-16,VIGENTE
2026-03,CR-001212,AV-2025-001213,USD,120446.91,2025-06-02,VIGENTE
2026-04,CR-001212,AV-2025-001213,USD,119049.98,2025-05-18,VIGENTE
2026-03,CR-001213,AV-2025-001214,USD,151962.26,2025-09-17,VIGENTE
2026-04,CR-001213,AV-2025-001214,USD,150762.03,2025-09-21,VIGENTE
2026-03,CR-001214,AV-2024-001215,CRC,38759126.22,2024-07-02,VIGENTE
2026-04,CR-001214,AV-2024-001215,CRC,38367962.29,2024-07-31,VIGENTE
2026-03,CR-001216,AV-2025-001217,CRC,292462401.66,2025-10-17,VIGENTE
2026-04,CR-001216,AV-2025-001217,CRC,290837590.59,2025-10-18,VIGENTE
2026-03,CR-001219,AV-2025-001220,USD,250066.06,2025-06-22,VIGENTE
2026-04,CR-001219,AV-2025-001220,USD,248975.86,2025-07-10,VIGENTE
2026-03,CR-001220,AV-2025-001221,CRC,435863602.05,2025-11-28,VIGENTE
2026-04,CR-001220,AV-2025-001221,CRC,432916832.02,2025-11-14,VIGENTE
2026-03,CR-001221,AV-2026-001222,CRC,24551493.51,2026-04-09,VIGENTE
2026-04,CR-001221,AV-2026-001222,CRC,24390385.6,2026-04-15,VIGENTE
2026-03,CR-001222,AV-2025-001223,CRC,339051007.17,2025-09-10,VIGENTE
2026-04,CR-001222,AV-2025-001223,CRC,337629126.45,2025-09-01,VIGENTE
2026-03,CR-001223,AV-2025-001224,USD,707038.32,2025-03-22,VIGENTE
2026-04,CR-001223,AV-2025-001224,USD,702820.15,2025-02-23,VIGENTE
2026-03,CR-001224,AV-2026-001225,CRC,191807280.52,2026-02-21,VIGENTE
2026-04,CR-001224,AV-2026-001225,CRC,190514033.42,2026-03-30,VIGENTE
2026-03,CR-001225,AV-2025-001226,CRC,1964276879.81,2025-06-08,VIGENTE
2026-04,CR-001225,AV-2025-001226,CRC,1957075522.2,2025-06-26,VIGENTE
2026-03,CR-001226,AV-2026-001227,USD,294296.3,2026-02-19,VIGENTE
2026-04,CR-001226,AV-2026-001227,USD,292184.51,2026-03-24,VIGENTE
2026-03,CR-001227,AV-2024-001228,CRC,326695295.96,2024-12-02,VIGENTE
2026-04,CR-001227,AV-2024-001228,CRC,322834198.26,2024-12-10,VIGENTE
2026-03,CR-001228,AV-2025-001229,CRC,494311012.25,2025-02-11,VIGENTE
2026-04,CR-001228,AV-2025-001229,CRC,491905663.84,2025-03-19,VIGENTE
2026-03,CR-001230,AV-2025-001231,USD,82404.47,2025-04-24,VIGENTE
2026-04,CR-001230,AV-2025-001231,USD,81745.62,2025-05-28,VIGENTE
2026-03,CR-001231,AV-2025-001232,CRC,567496340.46,2025-06-15,VIGENTE
2026-04,CR-001231,AV-2025-001232,CRC,560878948.95,2025-05-08,VIGENTE
2026-03,CR-001232,AV-2025-001233,CRC,276631921.38,2026-01-21,VIGENTE
2026-04,CR-001232,AV-2025-001233,CRC,275244703.34,2025-12-31,VIGENTE
2026-03,CR-001233,AV-2025-001234,CRC,223288641.37,2025-06-24,VIGENTE
2026-04,CR-001233,AV-2025-001234,CRC,222428548.64,2025-07-16,VIGENTE
2026-03,CR-001236,AV-2024-001237,USD,4685459.06,2024-06-16,VIGENTE
2026-04,CR-001236,AV-2024-001237,USD,4645370.05,2024-07-03,VIGENTE
2026-03,CR-001237,AV-2025-001238,CRC,200102974.06,2025-08-22,VIGENTE
2026-04,CR-001237,AV-2025-001238,CRC,199100305.56,2025-07-24,VIGENTE
2026-03,CR-001238,AV-2025-001239,USD,8141361.1,2025-09-10,VIGENTE
2026-04,CR-001238,AV-2025-001239,USD,8090388.62,2025-09-25,VIGENTE
2026-03,CR-001240,AV-2025-001241,CRC,74529864.88,2025-04-29,VIGENTE
2026-04,CR-001240,AV-2025-001241,CRC,73980593.38,2025-05-06,VIGENTE
2026-03,CR-001241,AV-2025-001242,CRC,2017231987.4,2025-11-16,VIGENTE
2026-04,CR-001241,AV-2025-001242,CRC,1995739845.07,2026-01-06,VIGENTE
2026-03,CR-001242,AV-2025-001243,USD,1195540.25,2025-07-01,VIGENTE
2026-04,CR-001242,AV-2025-001243,USD,1188788.68,2025-07-25,VIGENTE
2026-03,CR-001243,AV-2024-001244,CRC,343737098.15,2024-07-13,VIGENTE
2026-04,CR-001243,AV-2024-001244,CRC,340966155.6,2024-07-25,VIGENTE
2026-03,CR-001244,AV-2025-001245,USD,159280.99,2025-11-28,VIGENTE
2026-04,CR-001244,AV-2025-001245,USD,157567.33,2025-11-22,VIGENTE
2026-03,CR-001245,AV-2024-001246,CRC,1968514188.52,2025-01-11,VIGENTE
2026-04,CR-001245,AV-2024-001246,CRC,1954673717.94,2025-01-14,VIGENTE
2026-03,CR-001247,AV-2025-001248,CRC,172121674.02,2025-07-17,VIGENTE
2026-04,CR-001247,AV-2025-001248,CRC,171376784.92,2025-07-15,VIGENTE
2026-03,CR-001248,AV-2025-001249,CRC,40736912.59,2025-09-28,VIGENTE
2026-04,CR-001248,AV-2025-001249,CRC,40493637.03,2025-09-23,VIGENTE
2026-03,CR-001250,AV-2025-001251,CRC,12612786.77,2025-12-09,VIGENTE
2026-04,CR-001250,AV-2025-001251,CRC,12540964.31,2026-01-10,VIGENTE
2026-03,CR-001253,AV-2025-001254,CRC,103570624.4,2025-03-01,VIGENTE
2026-04,CR-001253,AV-2025-001254,CRC,103037111.04,2025-04-05,VIGENTE
2026-03,CR-001254,AV-2025-001255,USD,232418.03,2025-12-13,VIGENTE
2026-04,CR-001254,AV-2025-001255,USD,230274.38,2025-12-31,VIGENTE
2026-03,CR-001255,AV-2026-001256,USD,290563.31,2026-04-22,VIGENTE
2026-04,CR-001255,AV-2026-001256,USD,289372.72,2026-04-20,VIGENTE
2026-03,CR-001256,AV-2026-001257,CRC,645729945.21,2026-03-07,VIGENTE
2026-04,CR-001256,AV-2026-001257,CRC,638286276.92,2026-04-01,VIGENTE
2026-03,CR-001258,AV-2025-001259,CRC,548130655.44,2025-08-17,VIGENTE
2026-04,CR-001258,AV-2025-001259,CRC,545788961.72,2025-08-24,VIGENTE
2026-03,CR-001259,AV-2024-001260,CRC,63123608.2,2024-12-09,VIGENTE
2026-04,CR-001259,AV-2024-001260,CRC,62827275.11,2024-12-07,VIGENTE
2026-03,CR-001260,AV-2025-001261,CRC,781328073.16,2025-12-10,VIGENTE
2026-04,CR-001260,AV-2025-001261,CRC,772052752.26,2025-11-21,VIGENTE
2026-03,CR-001261,AV-2025-001262,CRC,201704596.4,2026-01-16,VIGENTE
2026-04,CR-001261,AV-2025-001262,CRC,200615914.51,2026-01-27,VIGENTE
2026-03,CR-001262,AV-2025-001263,USD,213521.67,2025-11-01,VIGENTE
2026-04,CR-001262,AV-2025-001263,USD,212686.65,2025-12-07,VIGENTE
2026-03,CR-001263,AV-2024-001264,CRC,299174729.81,2024-09-16,VIGENTE
2026-04,CR-001263,AV-2024-001264,CRC,297571354.88,2024-09-06,VIGENTE
2026-03,CR-001264,AV-2026-001265,CRC,81463444.63,2026-02-26,VIGENTE
2026-04,CR-001264,AV-2026-001265,CRC,80798750.28,2026-03-12,VIGENTE
2026-03,CR-001265,AV-2025-001266,USD,1216107.61,2025-12-25,VIGENTE
2026-04,CR-001265,AV-2025-001266,USD,1210498.8,2026-01-16,VIGENTE
2026-03,CR-001266,AV-2025-001267,CRC,373708184.2,2025-07-10,VIGENTE
2026-04,CR-001266,AV-2025-001267,CRC,371880858.94,2025-08-02,VIGENTE
2026-03,CR-001267,AV-2026-001268,CRC,502982047.13,2026-04-02,VIGENTE
2026-04,CR-001267,AV-2026-001268,CRC,499337294.14,2026-04-17,VIGENTE
2026-03,CR-001268,AV-2024-001269,USD,349685.84,2025-01-02,VIGENTE
2026-04,CR-001268,AV-2024-001269,USD,347245.53,2024-12-29,VIGENTE
2026-03,CR-001269,AV-2024-001270,USD,147003.93,2025-02-24,VIGENTE
