id_avaluo,moneda,incumplia_marzo,incumple_abril,saldo_marzo,saldo_abril,avaluos_marzo,avaluos_abril,categoria
AV-2025-000148,CRC,0,0,,,1,1,CUMPLE
AV-2025-000150,CRC,1,,122446801.74,,1,0,SALIO
AV-2025-000152,CRC,0,0,2209886275.82,2196934053.58,1,1,CUMPLE
AV-2025-000155,CRC,0,0,,,1,1,CUMPLE
AV-2025-000156,CRC,0,0,3875089628.89,3856808980.57,1,1,CUMPLE
AV-2025-000157,CRC,1,1,580447201.66,573620971.12,1,1,PERSISTENTE
AV-2025-000158,CRC,0,0,58891202.94,58565406.88,1,1,CUMPLE
AV-2025-000159,CRC,0,0,,,1,1,CUMPLE
AV-2025-000162,USD,0,0,,,1,1,CUMPLE
AV-2025-000163,CRC,0,0,571819496.07,566158863.53,1,1,CUMPLE
AV-2025-000165,USD,1,0,5724406.25,5693830.54,1,1,CORREGIDO
AV-2025-000167,CRC,1,0,,,1,1,CORREGIDO
AV-2025-000169,CRC,1,,6721251978.04,,1,0,SALIO
AV-2025-000170,CRC,0,0,143361789.08,142153041.93,1,1,CUMPLE
AV-2025-000171,CRC,0,0,397532269.77,392884721.62,1,1,CUMPLE
AV-2025-000173,USD,0,0,447671.78,444654.10,1,1,CUMPLE
AV-2025-000174,CRC,1,1,114884665.43,113953488.41,1,1,PERSISTENTE
AV-2025-000175,CRC,0,0,427290288.53,426000335.15,1,1,CUMPLE
AV-2025-000177,USD,0,0,1408010.09,1395516.82,1,1,CUMPLE
AV-2025-000179,CRC,0,0,839294436.71,833842690.77,1,1,CUMPLE
AV-2025-000180,CRC,0,0,4119211.05,4079111.72,1,1,CUMPLE
AV-2025-000181,USD,0,0,369424.57,367071.84,1,1,CUMPLE
AV-2025-000182,CRC,0,0,,,1,1,CUMPLE
AV-2025-000183,USD,0,0,1903631.75,1885521.74,1,1,CUMPLE
AV-2025-000187,USD,,0,,146855.38,0,1,ENTRA_CUMPLIENDO
AV-2025-000189,USD,0,0,211744.78,210679.01,1,1,CUMPLE
AV-2025-000190,CRC,0,0,,,1,1,CUMPLE
AV-2025-000191,CRC,0,0,276679818.38,273490807.91,1,1,CUMPLE
AV-2025-000193,USD,0,0,871049.16,867965.07,1,1,CUMPLE
AV-2025-000194,USD,0,0,,,1,1,CUMPLE
AV-2025-000195,USD,0,0,5523484.96,5483044.99,1,1,CUMPLE
AV-2025-000196,CRC,0,0,366965952.31,364791324.82,1,1,CUMPLE
AV-2025-000198,CRC,0,0,340230603.40,337627262.19,1,1,CUMPLE
AV-2025-000199,CRC,0,0,,,1,1,CUMPLE
AV-2025-000200,USD,0,0,279594.64,277640.62,1,1,CUMPLE
AV-2025-000202,CRC,0,0,105862778.20,105024366.61,1,1,CUMPLE
AV-2025-000203,USD,0,0,,,1,1,CUMPLE
AV-2025-000204,CRC,0,0,556818757.76,553024595.03,1,1,CUMPLE
AV-2025-000205,CRC,0,0,247611614.88,245942042.01,1,1,CUMPLE
AV-2025-000206,USD,0,0,2840762.19,2807330.98,1,1,CUMPLE
AV-2025-000207,CRC,1,0,111776203.37,110463300.63,1,1,CORREGIDO
AV-2025-000208,CRC,0,0,,,1,1,CUMPLE
AV-2025-000210,USD,1,0,1712344.13,1699570.90,1,1,CORREGIDO
AV-2025-000211,CRC,0,1,,,1,1,NUEVO
AV-2025-000213,CRC,0,0,142290753.54,140652446.32,1,1,CUMPLE
AV-2025-000214,CRC,0,0,230628381.40,229335121.22,1,1,CUMPLE
AV-2025-000215,USD,1,0,112034.88,110948.97,1,1,CORREGIDO
AV-2025-000216,CRC,1,1,,,1,1,PERSISTENTE
AV-2025-000219,CRC,1,1,207750149.23,205750917.46,1,1,PERSISTENTE
AV-2025-000220,CRC,1,1,154357809.48,153282194.11,1,1,PERSISTENTE
AV-2025-000221,USD,0,0,146709.91,146125.44,1,1,CUMPLE
AV-2025-000222,USD,0,0,113993.56,113621.84,1,1,CUMPLE
AV-2025-000223,CRC,0,0,,,1,1,CUMPLE
AV-2025-000224,USD,0,0,42352.25,42040.32,1,1,CUMPLE
AV-2025-000225,CRC,,0,,,0,1,ENTRA_CUMPLIENDO
AV-2025-000226,CRC,0,0,56854605.57,56429741.79,1,1,CUMPLE
AV-2025-000227,CRC,0,0,,,1,1,CUMPLE
AV-2025-000228,CRC,0,0,288788603.24,285896206.56,1,1,CUMPLE
AV-2025-000229,USD,0,0,69778.63,69275.99,1,1,CUMPLE
AV-2025-000230,CRC,0,0,1817740835.02,1801599149.22,1,1,CUMPLE
AV-2025-000232,CRC,0,0,99216901.33,98126815.09,1,1,CUMPLE
AV-2025-000233,CRC,0,0,655098794.94,648626846.29,1,1,CUMPLE
AV-2025-000235,USD,0,0,343915.37,340146.62,1,1,CUMPLE
AV-2025-000236,CRC,0,0,387676894.11,386085399.90,1,1,CUMPLE
AV-2025-000237,CRC,0,0,123321946.83,122398760.30,1,1,CUMPLE
AV-2025-000238,USD,0,0,298563.69,296376.11,1,1,CUMPLE
AV-2025-000239,CRC,0,0,68190928.24,67626858.28,1,1,CUMPLE
AV-2025-000240,CRC,0,0,171729666.79,169813190.48,1,1,CUMPLE
AV-2025-000244,CRC,1,0,377809297.94,376089669.09,1,1,CORREGIDO
AV-2025-000245,CRC,0,0,98103649.53,96960356.50,1,1,CUMPLE
AV-2025-000246,CRC,1,0,,,1,1,CORREGIDO
AV-2025-000247,CRC,0,0,194601673.96,192406858.88,1,1,CUMPLE
AV-2025-000248,CRC,0,0,725863913.69,722363040.14,1,1,CUMPLE
AV-2025-000249,USD,1,0,5835191.31,5767153.87,1,1,CORREGIDO
AV-2025-000250,CRC,0,0,,,1,1,CUMPLE
AV-2025-000251,USD,1,,,,1,0,SALIO
AV-2025-000252,CRC,0,0,28065991735.99,27805109155.94,1,1,CUMPLE
AV-2025-000253,CRC,0,0,2215773076.39,2193801469.46,1,1,CUMPLE
AV-2025-000256,CRC,0,0,766274587.44,759441822.09,1,1,CUMPLE
AV-2025-000257,USD,0,0,256325.02,253748.55,1,1,CUMPLE
AV-2025-000259,USD,0,0,351278.03,347541.04,1,1,CUMPLE
AV-2025-000260,USD,0,0,343150.20,339409.96,1,1,CUMPLE
AV-2025-000261,CRC,1,0,177617647.36,175921919.96,1,1,CORREGIDO
AV-2025-000262,USD,0,0,147098.67,145674.50,1,1,CUMPLE
AV-2025-000263,USD,1,0,135460.46,134566.43,1,1,CORREGIDO
AV-2025-000266,USD,0,0,3495828.09,3485181.80,1,1,CUMPLE
AV-2025-000268,CRC,0,0,,,1,1,CUMPLE
AV-2025-000271,CRC,1,0,62617822.78,62284874.75,1,1,CORREGIDO
AV-2025-000272,CRC,0,0,150230667.73,148856527.85,1,1,CUMPLE
AV-2025-000273,CRC,1,,680286447.00,,1,0,SALIO
AV-2025-000275,USD,0,0,,,1,1,CUMPLE
AV-2025-000276,USD,1,0,2743316.30,2718272.48,1,1,CORREGIDO
AV-2025-000278,CRC,0,,166516922.23,,1,0,SALIO_CUMPLIENDO
AV-2025-000280,CRC,0,0,298693255.29,295256801.72,1,1,CUMPLE
AV-2025-000281,USD,0,0,273702.98,271658.74,1,1,CUMPLE
AV-2025-000282,USD,1,0,,,1,1,CORREGIDO
AV-2025-000283,CRC,0,0,149659852.18,149116670.89,1,1,CUMPLE
AV-2025-000284,CRC,1,0,217504506.20,215360162.74,1,1,CORREGIDO
AV-2025-000285,USD,0,0,13862643.58,13701367.09,1,1,CUMPLE
AV-2025-000286,CRC,0,0,205059543.40,204196885.22,1,1,CUMPLE
AV-2025-000287,CRC,0,0,394262543.43,392913254.46,1,1,CUMPLE
AV-2025-000288,CRC,0,0,169210202.81,167275818.90,1,1,CUMPLE
AV-2025-000290,USD,1,1,5916447.52,5883867.39,1,1,PERSISTENTE
AV-2025-000293,USD,0,,125292.71,,1,0,SALIO_CUMPLIENDO
AV-2025-000295,CRC,0,0,205429841.65,203115568.51,1,1,CUMPLE
AV-2025-000296,USD,1,1,171032.00,169701.70,1,1,PERSISTENTE
AV-2025-000298,CRC,1,1,57194048.66,56666439.22,1,1,PERSISTENTE
AV-2025-000300,USD,0,0,199339.12,197057.48,1,1,CUMPLE
AV-2025-000301,CRC,1,0,540286944.86,537302511.03,1,1,CORREGIDO
AV-2025-000302,CRC,1,0,,,1,1,CORREGIDO
AV-2025-000303,USD,1,1,656114.07,653203.34,1,1,PERSISTENTE
AV-2025-000305,USD,0,0,8557641.21,8457980.10,1,1,CUMPLE
AV-2025-000306,CRC,0,0,202765413.49,201713244.68,1,1,CUMPLE
AV-2025-000307,USD,0,0,375122.24,373128.31,1,1,CUMPLE
AV-2025-000309,USD,1,0,98487.61,97518.92,1,1,CORREGIDO
AV-2025-000310,CRC,0,0,601255224.66,596382964.12,1,1,CUMPLE
AV-2025-000311,CRC,1,0,107580701.34,106820262.42,1,1,CORREGIDO
AV-2025-000312,USD,0,0,4938005.19,4884862.08,1,1,CUMPLE
AV-2025-000313,CRC,1,0,332480348.53,328632707.50,1,1,CORREGIDO
AV-2025-000314,CRC,0,0,398515343.87,395637462.51,1,1,CUMPLE
AV-2025-000315,CRC,1,1,14293984027.50,14175839643.61,1,1,PERSISTENTE
AV-2025-000316,CRC,0,0,237243347.14,235234844.11,1,1,CUMPLE
AV-2025-000317,CRC,0,0,208498496.95,206274551.62,1,1,CUMPLE
AV-2025-000318,CRC,0,0,329315514.90,325552914.00,1,1,CUMPLE
AV-2025-000320,USD,0,0,143385.82,141935.91,1,1,CUMPLE
AV-2025-000321,CRC,0,0,204446427.87,203670489.80,1,1,CUMPLE
AV-2025-000322,CRC,0,1,750317838.89,747114960.41,1,1,NUEVO
AV-2025-000324,CRC,1,,231945274.96,,1,0,SALIO
AV-2025-000325,CRC,1,0,218533092.52,217048642.58,1,1,CORREGIDO
AV-2025-000326,USD,0,0,,,1,1,CUMPLE
AV-2025-000327,USD,0,0,,,1,1,CUMPLE
AV-2025-000328,CRC,0,0,153324094.38,152480182.67,1,1,CUMPLE
AV-2025-000329,USD,1,0,573355.12,571074.71,1,1,CORREGIDO
AV-2025-000331,CRC,1,1,383528705.84,381383346.53,1,1,PERSISTENTE
AV-2025-000332,USD,1,0,264253.87,263237.95,1,1,CORREGIDO
AV-2025-000333,CRC,1,1,24739714073.54,24539245163.63,1,1,PERSISTENTE
AV-2025-000334,CRC,0,0,138413498.88,137262661.00,1,1,CUMPLE
AV-2025-000335,USD,0,0,5782150.17,5748997.93,1,1,CUMPLE
AV-2025-000336,CRC,0,0,1784928164.16,1778556215.82,1,1,CUMPLE
AV-2025-000338,CRC,0,0,472058274.86,467771579.25,1,1,CUMPLE
AV-2025-000339,USD,0,0,79196.55,78580.62,1,1,CUMPLE
AV-2025-000340,CRC,0,0,415053264.34,411380709.43,1,1,CUMPLE
AV-2025-000342,USD,0,0,205697.43,204594.15,1,1,CUMPLE
AV-2025-000343,CRC,0,0,,,1,1,CUMPLE
AV-2025-000344,CRC,0,0,,,1,1,CUMPLE
AV-2025-000346,USD,0,,7184278.07,,1,0,SALIO_CUMPLIENDO
AV-2025-000347,CRC,0,0,55406699.47,54830409.53,1,1,CUMPLE
AV-2025-000348,CRC,0,0,41367043.01,40987078.44,1,1,CUMPLE
AV-2025-000351,USD,0,0,344288.72,341953.92,1,1,CUMPLE
AV-2025-000353,CRC,0,0,438745593.45,436811621.87,1,1,CUMPLE
AV-2025-000354,USD,1,0,751846.52,744410.73,1,1,CORREGIDO
AV-2025-000355,CRC,1,0,27169809.20,26968711.24,1,1,CORREGIDO
AV-2025-000360,CRC,0,1,,,1,1,NUEVO
AV-2025-000361,USD,0,0,270874.16,268328.17,1,1,CUMPLE
AV-2025-000362,CRC,0,0,214063238.56,212195879.97,1,1,CUMPLE
AV-2025-000363,USD,1,0,311624.33,309713.16,1,1,CORREGIDO
AV-2025-000369,CRC,0,0,513290632.28,507652380.27,1,1,CUMPLE
AV-2025-000371,CRC,1,1,,,1,1,PERSISTENTE
AV-2025-000372,CRC,1,0,270079079.43,266964776.25,1,1,CORREGIDO
AV-2025-000375,USD,0,0,85367.09,85017.21,1,1,CUMPLE
AV-2025-000376,USD,0,0,23252.21,23043.93,1,1,CUMPLE
AV-2025-000377,CRC,0,0,5934614415.94,5885289290.54,1,1,CUMPLE
AV-2025-000378,USD,1,1,,,1,1,PERSISTENTE
AV-2025-000379,USD,1,1,3972493.85,3955054.88,1,1,PERSISTENTE
AV-2025-000380,CRC,1,,338877964.37,,1,0,SALIO
AV-2025-000381,CRC,0,0,1873322790.78,1855707558.08,1,1,CUMPLE
AV-2025-000384,CRC,0,0,,,1,1,CUMPLE
AV-2025-000386,CRC,0,0,,,1,1,CUMPLE
AV-2025-000387,CRC,0,0,1756807906.45,1749238122.20,1,1,CUMPLE
AV-2025-000388,CRC,0,0,395693864.18,391821552.06,1,1,CUMPLE
AV-2025-000389,USD,0,0,222377.31,221473.35,1,1,CUMPLE
AV-2025-000390,USD,0,0,175285.28,173949.72,1,1,CUMPLE
AV-2025-000392,USD,1,1,,,1,1,PERSISTENTE
AV-2025-000393,CRC,0,0,199754544.34,198597474.01,1,1,CUMPLE
AV-2025-000395,USD,0,0,614868.82,611862.60,1,1,CUMPLE
AV-2025-000397,CRC,0,0,,,1,1,CUMPLE
AV-2025-000398,USD,0,0,2935192.93,2911687.65,1,1,CUMPLE
AV-2025-000399,USD,0,0,2504407.93,2487116.22,1,1,CUMPLE
AV-2025-000400,USD,1,1,,,1,1,PERSISTENTE
AV-2025-000402,USD,0,0,190927.12,189884.70,1,1,CUMPLE
AV-2025-000403,USD,0,0,203050.12,201766.28,1,1,CUMPLE
AV-2025-000404,CRC,1,0,1932070863.40,1926232597.60,1,1,CORREGIDO
AV-2025-000406,CRC,0,0,208131861.64,207395887.31,1,1,CUMPLE
AV-2025-000407,CRC,0,0,296857684.70,293633731.99,1,1,CUMPLE
AV-2025-000409,USD,0,0,,,1,1,CUMPLE
AV-2025-000411,CRC,0,0,4317358922.59,4301167724.59,1,1,CUMPLE
AV-2025-000413,CRC,0,0,83014970.29,82088443.19,1,1,CUMPLE
AV-2025-000414,USD,1,0,160746.90,160113.67,1,1,CORREGIDO
AV-2025-000418,CRC,0,0,420165886.59,415195741.30,1,1,CUMPLE
AV-2025-000419,CRC,0,0,103043483.90,101886034.17,1,1,CUMPLE
AV-2025-000421,CRC,0,0,115027912.28,114571581.14,1,1,CUMPLE
AV-2025-000422,USD,1,0,428462.88,424130.99,1,1,CORREGIDO
AV-2025-000423,USD,1,0,134321.36,133423.47,1,1,CORREGIDO
AV-2025-000424,CRC,1,0,200569760.62,198286928.67,1,1,CORREGIDO
AV-2025-000426,CRC,1,0,148435238.76,147328213.53,1,1,CORREGIDO
AV-2025-000429,CRC,0,0,82813544.20,81835511.70,1,1,CUMPLE
AV-2025-000432,USD,0,0,151365.78,150446.73,1,1,CUMPLE
AV-2025-000434,USD,0,0,73803.46,73553.54,1,1,CUMPLE
AV-2025-000435,CRC,1,0,,,1,1,CORREGIDO
AV-2025-000436,CRC,0,0,55690940.16,55252720.45,1,1,CUMPLE
AV-2025-000437,CRC,1,0,,,1,1,CORREGIDO
AV-2025-000439,USD,0,0,1515044.00,1506033.19,1,1,CUMPLE
AV-2025-000440,USD,0,0,7430.41,7403.62,1,1,CUMPLE
AV-2025-000441,CRC,0,0,109513757.50,108273648.19,1,1,CUMPLE
AV-2025-000442,CRC,0,0,,,1,1,CUMPLE
AV-2025-000443,CRC,0,0,1273497412.30,1259242145.28,1,1,CUMPLE
AV-2025-000445,USD,1,1,154322.10,153771.22,1,1,PERSISTENTE
AV-2025-000448,USD,1,0,137819.81,136370.52,1,1,CORREGIDO
AV-2025-000449,USD,1,1,4316619.66,4290581.70,1,1,PERSISTENTE
AV-2025-000452,USD,0,0,148830.10,147824.85,1,1,CUMPLE
AV-2025-000453,CRC,1,0,208582254.43,207418696.79,1,1,CORREGIDO
AV-2025-000454,CRC,0,0,408885394.16,406796010.14,1,1,CUMPLE
AV-2025-000455,CRC,0,0,34573960.14,34407305.55,1,1,CUMPLE
AV-2025-000456,CRC,1,0,1891621496.78,1878477828.18,1,1,CORREGIDO
AV-2025-000457,CRC,1,0,118752527.68,117530006.47,1,1,CORREGIDO
AV-2025-000458,CRC,0,0,,,1,1,CUMPLE
AV-2025-000460,CRC,0,0,347409667.78,344067846.80,1,1,CUMPLE
AV-2025-000461,USD,0,0,2751272.19,2722358.85,1,1,CUMPLE
AV-2025-000462,CRC,0,0,229244117.05,228326648.92,1,1,CUMPLE
AV-2025-000464,CRC,1,1,304432033.37,301925559.48,1,1,PERSISTENTE
AV-2025-000466,CRC,0,,20034943.27,,1,0,SALIO_CUMPLIENDO
AV-2025-000469,CRC,1,0,5043393254.37,5008680775.42,1,1,CORREGIDO
AV-2025-000472,CRC,0,0,129752501.94,128599743.04,1,1,CUMPLE
AV-2025-000473,CRC,0,0,,,1,1,CUMPLE
AV-2025-000474,CRC,0,0,2191156064.26,2173510135.21,1,1,CUMPLE
AV-2025-000478,CRC,0,0,344317864.66,342188466.37,1,1,CUMPLE
AV-2025-000479,CRC,1,0,320675174.16,316871547.79,1,1,CORREGIDO
AV-2025-000481,USD,0,0,195879.05,194706.64,1,1,CUMPLE
AV-2025-000482,CRC,1,,354307560.51,,1,0,SALIO
AV-2025-000483,USD,1,1,5441518.93,5416378.73,1,1,PERSISTENTE
AV-2025-000485,CRC,1,1,114128967.85,112807263.21,1,1,PERSISTENTE
AV-2025-000486,USD,0,0,,,1,1,CUMPLE
AV-2025-000488,CRC,0,0,161476648.67,160867373.06,1,1,CUMPLE
AV-2025-000489,USD,0,0,,,1,1,CUMPLE
AV-2025-000491,CRC,0,,61736719.58,,1,0,SALIO_CUMPLIENDO
AV-2025-000492,CRC,0,0,49399162.06,49070621.63,1,1,CUMPLE
AV-2025-000493,CRC,0,0,265429146.35,264351370.24,1,1,CUMPLE
AV-2025-000494,USD,0,0,2272855.04,2257159.76,1,1,CUMPLE
AV-2025-000495,CRC,0,0,270304565.03,268444585.15,1,1,CUMPLE
AV-2025-000500,USD,0,0,5886263.69,5837562.39,1,1,CUMPLE
AV-2025-000501,CRC,1,1,,,1,1,PERSISTENTE
AV-2025-000502,CRC,0,0,261677008.30,258557009.44,1,1,CUMPLE
AV-2025-000503,CRC,0,0,511538303.43,505565173.56,1,1,CUMPLE
AV-2025-000504,CRC,0,0,184089204.21,183167775.59,1,1,CUMPLE
AV-2025-000507,CRC,0,0,,,1,1,CUMPLE
AV-2025-000508,USD,0,0,257450.00,256405.89,1,1,CUMPLE
AV-2025-000509,USD,1,0,186076.16,184496.63,1,1,CORREGIDO
AV-2025-000510,CRC,0,0,7869605421.68,7810551332.05,1,1,CUMPLE
AV-2025-000511,CRC,1,1,215789334.87,214326910.98,1,1,PERSISTENTE
AV-2025-000513,CRC,0,0,1276364226.00,1262854243.07,1,1,CUMPLE
AV-2025-000514,USD,1,0,,,1,1,CORREGIDO
AV-2025-000515,USD,0,0,66531.49,65865.60,1,1,CUMPLE
AV-2025-000516,CRC,1,0,640189203.54,633165539.05,1,1,CORREGIDO
AV-2025-000517,CRC,0,0,861291151.23,857363824.66,1,1,CUMPLE
AV-2025-000518,USD,0,0,430188.38,426058.34,1,1,CUMPLE
AV-2025-000519,USD,0,0,819895.92,814732.22,1,1,CUMPLE
AV-2025-000520,USD,1,0,267232.77,266429.59,1,1,CORREGIDO
AV-2025-000523,CRC,0,0,440265513.07,438009634.44,1,1,CUMPLE
AV-2025-000524,USD,1,0,539609.39,536499.26,1,1,CORREGIDO
AV-2025-000526,USD,0,0,527770.65,525984.29,1,1,CUMPLE
AV-2025-000527,CRC,0,0,215231899.19,213937564.66,1,1,CUMPLE
AV-2025-000528,CRC,1,0,333094660.24,330402245.90,1,1,CORREGIDO
AV-2025-000531,USD,0,0,,,1,1,CUMPLE
AV-2025-000532,CRC,1,1,,,1,1,PERSISTENTE
AV-2025-000533,CRC,0,0,880233725.84,870045085.14,1,1,CUMPLE
AV-2025-000534,CRC,0,0,480220230.36,477754899.71,1,1,CUMPLE
AV-2025-000536,USD,1,0,236008.44,233907.71,1,1,CORREGIDO
AV-2025-000537,CRC,0,,267910818.91,,1,0,SALIO_CUMPLIENDO
AV-2025-000538,USD,0,0,110790.60,109788.55,1,1,CUMPLE
AV-2025-000539,CRC,0,0,260879638.10,259553627.45,1,1,CUMPLE
AV-2025-000540,CRC,0,0,121649949.73,120384599.40,1,1,CUMPLE
AV-2025-000541,CRC,0,0,94982000.36,93914412.01,1,1,CUMPLE
AV-2025-000542,CRC,1,0,4273784440.16,4238221915.17,1,1,CORREGIDO
AV-2025-000543,CRC,1,1,,,1,1,PERSISTENTE
AV-2025-000544,CRC,0,0,,,1,1,CUMPLE
AV-2025-000545,CRC,0,1,14577628.99,14483874.38,1,1,NUEVO
AV-2025-000547,USD,1,0,996080.30,991454.62,1,1,CORREGIDO
AV-2025-000548,USD,0,0,3298588.28,3260571.62,1,1,CUMPLE
AV-2025-000549,USD,0,0,418105.12,416571.85,1,1,CUMPLE
AV-2025-000550,CRC,0,0,80690730.23,80319005.79,1,1,CUMPLE
AV-2025-000551,CRC,1,,630327890.08,,1,0,SALIO
AV-2025-000554,CRC,0,0,471710411.32,469031288.74,1,1,CUMPLE
AV-2025-000555,CRC,0,0,1516804940.38,1503956597.71,1,1,CUMPLE
AV-2025-000556,CRC,1,1,,,1,1,PERSISTENTE
AV-2025-000557,CRC,1,0,638863296.27,636883602.70,1,1,CORREGIDO
AV-2025-000560,CRC,0,0,491014508.94,487893798.38,1,1,CUMPLE
AV-2025-000561,CRC,0,0,156175193.56,155475155.44,1,1,CUMPLE
AV-2025-000562,USD,0,0,586548.25,580784.52,1,1,CUMPLE
AV-2025-000563,USD,1,0,13787921.04,13729505.68,1,1,CORREGIDO
AV-2025-000564,USD,0,0,507847.95,506094.88,1,1,CUMPLE
AV-2025-000567,USD,0,0,143439.34,142330.04,1,1,CUMPLE
AV-2025-000568,CRC,0,0,2686328482.43,2673194078.02,1,1,CUMPLE
AV-2025-000570,USD,0,0,6614427.91,6556379.80,1,1,CUMPLE
AV-2025-000572,USD,0,0,251461.88,250087.67,1,1,CUMPLE
AV-2025-000573,USD,1,0,441175.11,436275.72,1,1,CORREGIDO
AV-2025-000575,USD,0,0,356042.66,353189.24,1,1,CUMPLE
AV-2025-000578,USD,0,0,280970.33,279841.19,1,1,CUMPLE
AV-2025-000579,CRC,1,0,,,1,1,CORREGIDO
AV-2025-000580,CRC,1,0,3611665252.43,3579420800.51,1,1,CORREGIDO
AV-2025-000581,USD,0,0,376194.52,374815.75,1,1,CUMPLE
AV-2025-000583,CRC,0,0,212828839.71,211889814.30,1,1,CUMPLE
AV-2025-000584,USD,0,0,173526.04,172506.88,1,1,CUMPLE
AV-2025-000588,CRC,1,0,622223371.38,617126651.61,1,1,CORREGIDO
AV-2025-000589,USD,0,0,448459.51,445554.99,1,1,CUMPLE
AV-2025-000590,USD,0,0,200124.66,199376.09,1,1,CUMPLE
AV-2025-000596,USD,0,0,162476.45,161712.03,1,1,CUMPLE
AV-2025-000599,USD,0,0,,,1,1,CUMPLE
AV-2025-000600,CRC,0,0,328255327.76,324343265.73,1,1,CUMPLE
AV-2025-000602,USD,0,0,229862.10,228024.78,1,1,CUMPLE
AV-2025-000603,CRC,1,0,317282842.01,316166367.27,1,1,CORREGIDO
AV-2025-000604,CRC,0,0,518233908.05,513781333.46,1,1,CUMPLE
AV-2025-000606,CRC,0,0,,,1,1,CUMPLE
AV-2025-000608,CRC,0,0,171933349.28,170536281.13,1,1,CUMPLE
AV-2025-000609,CRC,0,0,,,1,1,CUMPLE
AV-2025-000614,CRC,0,0,,,1,1,CUMPLE
AV-2025-000615,USD,0,0,1804100.55,1787941.93,1,1,CUMPLE
AV-2025-000616,CRC,0,0,2115872555.59,2101615694.21,1,1,CUMPLE
AV-2025-000617,USD,0,0,,,1,1,CUMPLE
AV-2025-000619,CRC,1,0,,,1,1,CORREGIDO
AV-2025-000621,CRC,0,0,372875638.33,369441134.39,1,1,CUMPLE
AV-2025-000622,CRC,1,1,242726245.79,241648222.62,1,1,PERSISTENTE
AV-2025-000623,CRC,1,0,94238653.22,93627617.91,1,1,CORREGIDO
AV-2025-000624,USD,0,0,,,1,1,CUMPLE
AV-2025-000625,CRC,0,0,,,1,1,CUMPLE
AV-2025-000626,CRC,0,0,86523137.00,85794230.56,1,1,CUMPLE
AV-2025-000627,USD,0,0,,,1,1,CUMPLE
AV-2025-000629,USD,0,0,65957.59,65309.23,1,1,CUMPLE
AV-2025-000630,CRC,0,0,160735881.49,159079538.42,1,1,CUMPLE
AV-2025-000631,CRC,1,0,502390757.43,500502933.28,1,1,CORREGIDO
AV-2025-000632,USD,0,0,155011.61,154545.70,1,1,CUMPLE
AV-2025-000635,CRC,0,0,1617330987.75,1607298499.41,1,1,CUMPLE
AV-2025-000638,CRC,0,0,259124940.45,256881899.57,1,1,CUMPLE
AV-2025-000639,CRC,1,0,1169544293.52,1156068042.89,1,1,CORREGIDO
AV-2025-000642,CRC,0,0,38089856.78,37726184.68,1,1,CUMPLE
AV-2025-000643,CRC,0,0,543421289.01,540471837.09,1,1,CUMPLE
AV-2025-000645,USD,0,0,144886.18,143954.88,1,1,CUMPLE
AV-2025-000646,CRC,1,0,9037427.98,8966320.22,1,1,CORREGIDO
AV-2025-000649,CRC,0,0,35093883.64,34759995.70,1,1,CUMPLE
AV-2025-000650,USD,0,0,80570.51,80204.80,1,1,CUMPLE
AV-2025-000657,USD,0,0,1501780.13,1484292.80,1,1,CUMPLE
AV-2025-000658,USD,0,0,366329.53,364021.44,1,1,CUMPLE
AV-2025-000660,USD,1,0,2507171.47,2492353.61,1,1,CORREGIDO
AV-2025-000661,CRC,0,0,386784721.08,385400054.10,1,1,CUMPLE
AV-2025-000663,USD,0,0,259916.41,257093.02,1,1,CUMPLE
AV-2025-000665,USD,0,0,3378780.03,3350165.39,1,1,CUMPLE
AV-2025-000666,CRC,0,0,139649898.62,138683477.69,1,1,CUMPLE
AV-2025-000667,CRC,0,0,1168223603.45,1158487743.49,1,1,CUMPLE
AV-2025-000669,CRC,0,0,183729644.47,181623901.99,1,1,CUMPLE
AV-2025-000670,CRC,0,0,621658028.37,616104883.88,1,1,CUMPLE
AV-2025-000672,CRC,0,0,1127701353.15,1122568217.36,1,1,CUMPLE
AV-2025-000673,CRC,0,0,359530187.14,355498728.95,1,1,CUMPLE
AV-2025-000674,CRC,1,0,,,1,1,CORREGIDO
AV-2025-000675,CRC,0,0,,,1,1,CUMPLE
AV-2025-000676,CRC,0,0,,,1,1,CUMPLE
AV-2025-000677,USD,0,0,6922168.05,6857501.71,1,1,CUMPLE
AV-2025-000678,CRC,0,,15378637324.89,,1,0,SALIO_CUMPLIENDO
AV-2025-000679,CRC,0,0,,,1,1,CUMPLE
AV-2025-000680,CRC,0,0,153327457.94,152824109.56,1,1,CUMPLE
AV-2025-000683,CRC,0,0,753756983.22,746273994.74,1,1,CUMPLE
AV-2025-000684,CRC,0,0,768333510.71,761326529.90,1,1,CUMPLE
AV-2025-000686,CRC,0,0,10654671909.12,10528658194.02,1,1,CUMPLE
AV-2025-000687,USD,0,0,1002337.80,993301.29,1,1,CUMPLE
AV-2025-000688,CRC,0,0,233930072.29,233050806.97,1,1,CUMPLE
AV-2025-000690,CRC,0,0,446348191.04,444722200.64,1,1,CUMPLE
AV-2025-000691,CRC,0,0,233441611.01,231920966.78,1,1,CUMPLE
AV-2025-000692,CRC,0,0,,,1,1,CUMPLE
AV-2025-000694,USD,0,0,,,1,1,CUMPLE
AV-2025-000695,CRC,1,1,669713975.31,667536325.07,1,1,PERSISTENTE
AV-2025-000696,USD,0,,,,1,0,SALIO_CUMPLIENDO
