id_avaluo_marzo,id_avaluo_abril,categoria
AV-2026-000559,AV-2026-000559,CORREGIDO
AV-2025-000560,AV-2025-000560,CUMPLE
AV-2025-000561,AV-2025-000561,CUMPLE
AV-2025-000562,AV-2025-000562,CUMPLE
AV-2025-000563,AV-2025-000563,CORREGIDO
AV-2025-000564,AV-2025-000564,CUMPLE
AV-2024-000565,AV-2024-000565,PERSISTENTE
AV-2024-000566,AV-2024-000566,CUMPLE
AV-2025-000567,AV-2025-000567,CUMPLE
AV-2025-000568,AV-2025-000568,CUMPLE
AV-2024-000569,AV-2024-000569,CORREGIDO
AV-2025-000570,AV-2025-000570,CUMPLE
AV-2026-000571,AV-2026-000571,CORREGIDO
AV-2025-000572,AV-2025-000572,CUMPLE
AV-2025-000573,AV-2025-000573,CORREGIDO
AV-2024-000574,AV-2024-000574,CUMPLE
AV-2025-000575,AV-2025-000575,CUMPLE
AV-2024-000576,AV-2024-000576,CORREGIDO
AV-2026-000577,AV-2026-000577,CUMPLE
AV-2025-000578,AV-2025-000578,CUMPLE
AV-2025-000579,AV-2025-000579,CORREGIDO
AV-2025-000580,AV-2025-000580,CORREGIDO
AV-2025-000581,AV-2025-000581,CUMPLE
AV-2024-000582,AV-2024-000582,CUMPLE
AV-2025-000583,AV-2025-000583,CUMPLE
AV-2025-000584,AV-2025-000584,CUMPLE
AV-2026-000585,AV-2026-000585,PERSISTENTE
AV-2026-000586,AV-2026-000586,CUMPLE
AV-2024-000587,AV-2024-000587,CUMPLE
AV-2025-000588,AV-2025-000588,CORREGIDO
AV-2025-000589,AV-2025-000589,CUMPLE
AV-2025-000590,AV-2025-000590,CUMPLE
AV-2026-000591,AV-2026-000591,CORREGIDO
AV-2026-000592,AV-2026-000592,PERSISTENTE
AV-2024-000593,AV-2024-000593,CUMPLE
AV-2026-000594,AV-2026-000594,CUMPLE
AV-2024-000595,AV-2024-000595,CORREGIDO
AV-2025-000596,AV-2025-000596,CUMPLE
AV-2026-000597,,SALIO_CUMPLIENDO
AV-2026-000598,AV-2026-000598,CUMPLE
AV-2025-000599,AV-2025-000599,CUMPLE
AV-2025-000600,AV-2025-000600,CUMPLE
AV-2026-000601,AV-2026-000601,CUMPLE
AV-2025-000602,AV-2025-000602,CUMPLE
AV-2025-000603,AV-2025-000603,CORREGIDO
AV-2025-000604,AV-2025-000604,CUMPLE
AV-2024-000605,AV-2024-000605,CUMPLE
AV-2025-000606,AV-2025-000606,CUMPLE
AV-2024-000607,AV-2024-000607,CUMPLE
AV-2025-000608,AV-2025-000608,CUMPLE
AV-2025-000609,AV-2025-000609,CUMPLE
AV-2026-000610,AV-2026-000610,CORREGIDO
AV-2024-000611,AV-2024-000611,CUMPLE
AV-2026-000612,AV-2026-000612,CORREGIDO
AV-2024-000613,,SALIO
AV-2025-000614,AV-2025-000614,CUMPLE
AV-2025-000615,AV-2025-000615,CUMPLE
AV-2025-000616,AV-2025-000616,CUMPLE
AV-2025-000617,AV-2025-000617,CUMPLE
AV-2024-000618,AV-2024-000618,CUMPLE
AV-2025-000619,AV-2025-000619,CORREGIDO
AV-2024-000620,AV-2024-000620,CUMPLE
AV-2025-000621,AV-2025-000621,CUMPLE
AV-2025-000622,AV-2025-000622,PERSISTENTE
AV-2025-000623,AV-2025-000623,CORREGIDO
AV-2025-000624,AV-2025-000624,CUMPLE
AV-2025-000625,AV-2025-000625,CUMPLE
AV-2025-000626,AV-2025-000626,CUMPLE
AV-2025-000627,AV-2025-000627,CUMPLE
AV-2026-000628,AV-2026-000628,PERSISTENTE
AV-2025-000629,AV-2025-000629,CUMPLE
AV-2025-000630,AV-2025-000630,CUMPLE
AV-2025-000631,AV-2025-000631,CORREGIDO
AV-2025-000632,AV-2025-000632,CUMPLE
AV-2025-002894,AV-2025-002894,PERSISTENTE
AV-2024-000634,AV-2024-000634,CUMPLE
AV-2025-000635,AV-2025-000635,CUMPLE
AV-2024-000636,AV-2024-000636,CUMPLE
AV-2024-000637,AV-2024-000637,CUMPLE
AV-2025-000638,AV-2025-000638,CUMPLE
AV-2025-000639,AV-2025-000639,CORREGIDO
AV-2026-000640,AV-2026-000640,CUMPLE
AV-2026-000641,AV-2026-000641,CORREGIDO
AV-2025-000642,AV-2025-000642,CUMPLE
AV-2025-000643,AV-2025-000643,CUMPLE
AV-2026-000644,AV-2026-000644,CUMPLE
AV-2025-000645,AV-2025-000645,CUMPLE
AV-2025-000646,AV-2025-000646,CORREGIDO
AV-2026-000647,AV-2026-000647,CUMPLE
AV-2024-000648,AV-2024-000648,CUMPLE
AV-2025-000649,AV-2025-000649,CUMPLE
AV-2025-000650,AV-2025-000650,CUMPLE
AV-2024-000651,AV-2024-000651,CUMPLE
AV-2024-000652,AV-2024-000652,CUMPLE
AV-2024-000653,AV-2024-000653,CORREGIDO
AV-2026-000654,AV-2026-000654,CUMPLE
AV-2026-000655,AV-2026-000655,CUMPLE
AV-2024-000656,AV-2024-000656,CUMPLE
AV-2025-000657,AV-2025-000657,CUMPLE
AV-2025-000658,AV-2025-000658,CUMPLE
AV-2024-000659,AV-2024-000659,CUMPLE
AV-2025-000660,AV-2025-000660,CORREGIDO
AV-2025-000661,AV-2025-000661,CUMPLE
AV-2024-000662,AV-2024-000662,CORREGIDO
AV-2025-000663,AV-2025-000663,CUMPLE
AV-2024-000664,AV-2024-000664,CUMPLE
AV-2025-000665,AV-2025-000665,CUMPLE
AV-2025-000666,AV-2025-000666,CUMPLE
AV-2025-000667,AV-2025-000667,CUMPLE
AV-2026-000668,AV-2026-000668,CUMPLE
AV-2025-000669,AV-2025-000669,CUMPLE
AV-2025-000670,AV-2025-000670,CUMPLE
AV-2024-000671,AV-2024-000671,CUMPLE
AV-2025-000672,AV-2025-000672,CUMPLE
AV-2025-000673,AV-2025-000673,CUMPLE
AV-2025-000674,AV-2025-000674,CORREGIDO
AV-2025-000675,AV-2025-000675,CUMPLE
AV-2025-000676,AV-2025-000676,CUMPLE
AV-2025-000677,AV-2025-000677,CUMPLE
AV-2025-000678,,SALIO_CUMPLIENDO
AV-2025-000679,AV-2025-000679,CUMPLE
AV-2025-000680,AV-2025-000680,CUMPLE
AV-2026-000681,AV-2026-000681,CUMPLE
AV-2024-000682,AV-2024-000682,PERSISTENTE
AV-2025-000683,AV-2025-000683,CUMPLE
AV-2025-000684,AV-2025-000684,CUMPLE
AV-2024-000685,AV-2024-000685,CUMPLE
AV-2025-000686,AV-2025-000686,CUMPLE
AV-2025-000687,AV-2025-000687,CUMPLE
AV-2025-000688,AV-2025-000688,CUMPLE
AV-2024-000689,AV-2024-000689,CUMPLE
AV-2025-000690,AV-2025-000690,CUMPLE
AV-2025-000691,AV-2025-000691,CUMPLE
AV-2025-000692,AV-2025-000692,CUMPLE
AV-2024-000693,AV-2024-000693,PERSISTENTE
AV-2025-000694,AV-2025-000694,CUMPLE
AV-2025-000695,AV-2025-000695,PERSISTENTE
AV-2025-000696,,SALIO_CUMPLIENDO
AV-2025-000697,AV-2025-000697,CUMPLE
AV-2025-000698,AV-2025-000698,CORREGIDO
AV-2026-000699,,SALIO_CUMPLIENDO
AV-2025-000700,,SALIO
AV-2026-000701,AV-2026-000701,CUMPLE
AV-2024-000702,AV-2024-000702,CUMPLE
AV-2025-000703,AV-2025-000703,CUMPLE
AV-2025-000704,AV-2025-000704,CUMPLE
AV-2025-000705,AV-2025-000705,CORREGIDO
AV-2025-000706,AV-2025-000706,CUMPLE
AV-2025-000707,AV-2025-000707,CORREGIDO
AV-2026-000708,AV-2026-000708,CUMPLE
AV-2025-000709,AV-2025-000709,CORREGIDO
AV-2025-000710,AV-2025-000710,CUMPLE
AV-2024-000711,AV-2024-000711,CUMPLE
AV-2025-000712,AV-2025-000712,CUMPLE
AV-2025-000713,AV-2025-000713,CUMPLE
AV-2025-000714,AV-2025-000714,CUMPLE
AV-2025-000715,AV-2025-000715,CUMPLE
AV-2025-000716,AV-2025-000716,NUEVO
AV-2025-000717,AV-2025-000717,CUMPLE
AV-2025-000718,AV-2025-000718,CUMPLE
AV-2025-000719,AV-2025-000719,CUMPLE
AV-2025-000720,AV-2025-000720,CUMPLE
AV-2025-000721,AV-2025-000721,CUMPLE
AV-2025-000722,AV-2025-000722,CUMPLE
AV-2026-000723,AV-2026-000723,CUMPLE
AV-2025-000724,AV-2025-000724,CUMPLE
AV-2024-000725,AV-2024-000725,CORREGIDO
AV-2025-000726,AV-2025-000726,CUMPLE
AV-2025-000727,AV-2025-000727,PERSISTENTE
AV-2025-000728,AV-2025-000728,CUMPLE
AV-2025-000729,AV-2025-000729,CUMPLE
AV-2025-000730,AV-2025-000730,PERSISTENTE
AV-2025-000731,AV-2025-000731,CORREGIDO
AV-2025-000732,AV-2025-000732,CUMPLE
AV-2024-000733,AV-2024-000733,CUMPLE
AV-2026-000734,AV-2026-000734,CUMPLE
AV-2025-000735,AV-2025-000735,CUMPLE
AV-2025-000736,AV-2025-000736,CORREGIDO
AV-2025-000737,,SALIO
AV-2025-000738,AV-2025-000738,CUMPLE
AV-2026-000739,AV-2026-000739,CORREGIDO
AV-2024-000740,AV-2024-000740,CUMPLE
AV-2025-000741,AV-2025-000741,CUMPLE
AV-2024-000742,AV-2024-000742,CUMPLE
AV-2024-000743,AV-2024-000743,CUMPLE
AV-2025-000744,AV-2025-000744,CUMPLE
AV-2025-000745,AV-2025-000745,CUMPLE
AV-2025-000746,AV-2025-000746,CUMPLE
AV-2024-000747,AV-2024-000747,CUMPLE
AV-2024-000748,AV-2024-000748,CUMPLE
AV-2025-000749,AV-2025-000749,CUMPLE
AV-2025-000750,AV-2025-000750,CORREGIDO
AV-2026-000751,AV-2026-000751,CUMPLE
AV-2024-000752,AV-2024-000752,CUMPLE
AV-2025-000753,AV-2025-000753,PERSISTENTE
AV-2025-000754,AV-2025-000754,CUMPLE
AV-2025-000755,AV-2025-000755,CORREGIDO
AV-2026-000756,AV-2026-000756,CUMPLE
AV-2024-000757,AV-2024-000757,CUMPLE
AV-2025-000758,AV-2025-000758,CUMPLE
AV-2025-000759,AV-2025-000759,CUMPLE
AV-2025-000760,AV-2025-000760,CUMPLE
AV-2025-000761,AV-2025-000761,NUEVO
AV-2025-000762,AV-2025-000762,CORREGIDO
AV-2024-000763,AV-2024-000763,CORREGIDO
AV-2025-000764,AV-2025-000764,CUMPLE
AV-2025-000765,AV-2025-000765,CUMPLE
AV-2025-000766,AV-2025-000766,PERSISTENTE
AV-2025-000767,AV-2025-000767,CUMPLE
AV-2025-000768,AV-2025-000768,PERSISTENTE
AV-2025-000769,AV-2025-000769,CUMPLE
AV-2025-000770,AV-2025-000770,CUMPLE
AV-2025-000771,AV-2025-000771,CORREGIDO
AV-2025-000772,AV-2025-000772,PERSISTENTE
AV-2024-000773,AV-2024-000773,CUMPLE
AV-2026-000774,AV-2026-000774,CUMPLE
AV-2025-000775,AV-2025-000775,NUEVO
AV-2025-000776,AV-2025-000776,CUMPLE
AV-2026-000777,AV-2026-000777,CUMPLE
AV-2025-000778,AV-2025-000778,CUMPLE
AV-2024-000779,AV-2024-000779,CUMPLE
AV-2025-000780,AV-2025-000780,CUMPLE
AV-2025-000781,AV-2025-000781,CUMPLE
AV-2024-000782,AV-2024-000782,CUMPLE
AV-2026-000783,AV-2026-000783,CORREGIDO
AV-2024-000784,AV-2024-000784,CUMPLE
AV-2026-000785,AV-2026-000785,CUMPLE
AV-2025-000786,AV-2025-000786,CUMPLE
AV-2025-000787,AV-2025-000787,CUMPLE
AV-2025-000788,AV-2025-000788,PERSISTENTE
AV-2025-000789,AV-2025-000789,PERSISTENTE
AV-2025-000790,AV-2025-000790,CUMPLE
AV-2025-000791,AV-2025-000791,CUMPLE
AV-2026-000792,AV-2026-000792,CORREGIDO
AV-2025-000793,AV-2025-000793,CUMPLE
AV-2025-000794,AV-2025-000794,CORREGIDO
AV-2025-000795,AV-2025-000795,CUMPLE
AV-2024-000796,AV-2024-000796,CUMPLE
AV-2026-000797,AV-2026-000797,CUMPLE
AV-2025-000798,AV-2025-000798,CUMPLE
AV-2025-000799,AV-2025-000799,NUEVO
AV-2025-000800,AV-2025-000800,CORREGIDO
AV-2025-000801,AV-2025-000801,CUMPLE
AV-2025-000802,AV-2025-000802,CUMPLE
AV-2026-000803,AV-2026-000803,CUMPLE
AV-2025-000804,,SALIO_CUMPLIENDO
AV-2025-000805,AV-2025-000805,CORREGIDO
AV-2024-000806,AV-2024-000806,CUMPLE
AV-2025-000807,AV-2025-000807,CUMPLE
AV-2025-000808,AV-2025-000808,CUMPLE
AV-2024-000809,AV-2024-000809,CUMPLE
AV-2025-000810,AV-2025-000810,CORREGIDO
AV-2025-000811,AV-2025-000811,CUMPLE
AV-2026-000812,AV-2026-000812,NUEVO
AV-2025-000813,AV-2025-000813,CUMPLE
AV-2025-000814,AV-2025-000814,CUMPLE
AV-2025-000815,AV-2025-000815,CORREGIDO
AV-2025-000816,AV-2025-000816,CORREGIDO
AV-2026-000817,AV-2026-000817,PERSISTENTE
AV-2025-000818,AV-2025-000818,CUMPLE
AV-2025-000819,AV-2025-000819,CUMPLE
AV-2024-000820,AV-2024-000820,PERSISTENTE
AV-2024-000821,AV-2024-000821,CUMPLE
AV-2025-000822,AV-2025-000822,CUMPLE
AV-2025-000823,AV-2025-000823,CUMPLE
AV-2024-000824,AV-2024-000824,PERSISTENTE
AV-2025-000825,AV-2025-000825,CUMPLE
AV-2026-000826,AV-2026-000826,CORREGIDO
AV-2024-000827,AV-2024-000827,CUMPLE
AV-2025-000828,AV-2025-000828,CUMPLE
AV-2024-000829,AV-2024-000829,PERSISTENTE
AV-2025-000830,AV-2025-000830,PERSISTENTE
AV-2026-000831,AV-2026-000831,CUMPLE
AV-2025-000832,AV-2025-000832,CORREGIDO
AV-2026-000833,AV-2026-000833,CUMPLE
AV-2025-000834,AV-2025-000834,CUMPLE
AV-2024-000835,AV-2024-000835,CUMPLE
AV-2025-000836,AV-2025-000836,CORREGIDO
AV-2026-000837,AV-2026-000837,CUMPLE
AV-2024-000838,AV-2024-000838,CORREGIDO
AV-2025-000839,AV-2025-000839,CUMPLE
AV-2026-000840,AV-2026-000840,CUMPLE
AV-2024-000841,AV-2024-000841,CORREGIDO
AV-2024-000842,AV-2024-000842,CUMPLE
AV-2025-000843,AV-2025-000843,PERSISTENTE
AV-2025-000844,AV-2025-000844,PERSISTENTE
AV-2025-000845,AV-2025-000845,CUMPLE
AV-2025-000846,AV-2025-000846,CUMPLE
AV-2024-000847,AV-2024-000847,CORREGIDO
AV-2026-000848,,SALIO_CUMPLIENDO
AV-2024-000849,AV-2024-000849,CORREGIDO
AV-2025-000850,AV-2025-000850,CUMPLE
AV-2024-000851,AV-2024-000851,PERSISTENTE
AV-2025-000852,AV-2025-000852,CUMPLE
AV-2024-000853,AV-2024-000853,CORREGIDO
AV-2024-000854,AV-2024-000854,CUMPLE
AV-2025-000855,AV-2025-000855,CORREGIDO
AV-2024-000856,,SALIO
AV-2026-000857,AV-2026-000857,CUMPLE
AV-2024-000858,AV-2024-000858,CUMPLE
AV-2024-000859,AV-2024-000859,PERSISTENTE
AV-2025-000860,AV-2025-000860,CORREGIDO
AV-2025-000861,AV-2025-000861,CUMPLE
AV-2025-000862,AV-2025-000862,CUMPLE
AV-2025-000863,AV-2025-000863,CORREGIDO
AV-2025-000864,AV-2025-000864,CUMPLE
AV-2025-000865,AV-2025-000865,PERSISTENTE
AV-2026-000866,AV-2026-000866,CORREGIDO
AV-2026-000867,AV-2026-000867,PERSISTENTE
AV-2025-000868,AV-2025-000868,PERSISTENTE
AV-2026-001146,AV-2024-000869,CORREGIDO
AV-2025-000870,AV-2025-000870,NUEVO
AV-2024-000871,AV-2024-000871,CUMPLE
AV-2024-000872,AV-2024-000872,CUMPLE
AV-2024-000873,AV-2024-000873,CUMPLE
AV-2025-000874,AV-2025-000874,CUMPLE
AV-2024-000875,AV-2024-000875,PERSISTENTE
AV-2025-000876,AV-2025-000876,CUMPLE
AV-2024-000877,AV-2024-000877,CUMPLE
AV-2025-000878,AV-2025-000878,CUMPLE
AV-2024-000879,AV-2024-000879,CUMPLE
AV-2025-000880,AV-2025-000880,CUMPLE
AV-2025-000881,AV-2025-000881,CUMPLE
AV-2025-000882,AV-2025-000882,CUMPLE
AV-2025-000883,AV-2025-000883,CORREGIDO
AV-2024-000884,AV-2024-000884,CUMPLE
AV-2025-000885,AV-2025-000885,CORREGIDO
AV-2025-000886,AV-2025-000886,CORREGIDO
AV-2025-000887,AV-2025-000887,CUMPLE
AV-2025-000888,AV-2025-000888,CUMPLE
AV-2024-000889,AV-2024-000889,CUMPLE
AV-2025-000890,AV-2025-000890,CUMPLE
AV-2024-000891,AV-2024-000891,CUMPLE
AV-2024-000892,AV-2024-000892,CORREGIDO
AV-2025-000893,AV-2025-000893,CUMPLE
AV-2025-000894,AV-2025-000894,CUMPLE
AV-2025-000895,AV-2025-000895,CUMPLE
AV-2025-000896,AV-2025-000896,CUMPLE
AV-2024-000897,AV-2024-000897,CUMPLE
AV-2025-000898,AV-2025-000898,CUMPLE
AV-2026-000899,,SALIO
AV-2025-000900,,SALIO
AV-2025-000901,AV-2025-000901,PERSISTENTE
AV-2026-000902,AV-2026-000902,CUMPLE
AV-2024-000903,AV-2024-000903,NUEVO
AV-2025-000904,AV-2025-000904,PERSISTENTE
AV-2025-000905,AV-2025-000905,CORREGIDO
AV-2024-000906,,SALIO
AV-2025-000907,AV-2025-000907,PERSISTENTE
AV-2025-000908,AV-2025-000908,CUMPLE
AV-2025-000909,AV-2025-000909,CORREGIDO
AV-2025-000910,AV-2025-000910,PERSISTENTE
AV-2025-000911,AV-2025-000911,PERSISTENTE
AV-2026-000912,AV-2026-000912,CUMPLE
AV-2024-000913,AV-2024-000913,CUMPLE
AV-2024-000914,AV-2024-000914,CUMPLE
AV-2024-000915,AV-2024-000915,PERSISTENTE
AV-2024-000916,AV-2024-000916,CUMPLE
AV-2025-000917,AV-2025-000917,CUMPLE
AV-2026-000918,AV-2026-000918,CUMPLE
AV-2026-000919,AV-2026-000919,CUMPLE
AV-2026-000920,AV-2026-000920,CUMPLE
AV-2025-000921,AV-2025-000921,CUMPLE
AV-2024-000922,AV-2024-000922,PERSISTENTE
AV-2024-000923,AV-2024-000923,CORREGIDO
AV-2024-000924,AV-2024-000924,CORREGIDO
AV-2025-000925,AV-2025-000925,CORREGIDO
AV-2026-000926,AV-2026-000926,CORREGIDO
AV-2025-000927,AV-2025-000927,CUMPLE
AV-2025-000928,,SALIO
AV-2026-000929,AV-2026-000929,CUMPLE
AV-2026-000930,AV-2026-000930,CUMPLE
AV-2025-000931,AV-2025-000931,CUMPLE
AV-2024-000932,AV-2024-000932,CUMPLE
AV-2025-000933,AV-2025-000933,CUMPLE
AV-2024-000934,AV-2024-000934,CUMPLE
AV-2025-000935,AV-2025-000935,CORREGIDO
AV-2024-000936,AV-2024-000936,CUMPLE
AV-2025-000937,AV-2025-000937,CUMPLE
AV-2024-000938,AV-2024-000938,CUMPLE
AV-2025-000939,AV-2025-000939,CUMPLE
AV-2026-000940,AV-2026-000940,CUMPLE
AV-2024-000941,AV-2024-000941,CUMPLE
AV-2024-000942,AV-2024-000942,PERSISTENTE
AV-2025-000943,AV-2025-000943,CUMPLE
AV-2025-000944,AV-2025-000944,CUMPLE
AV-2025-000945,AV-2025-000945,CUMPLE
AV-2026-000946,AV-2026-000946,NUEVO
AV-2025-000947,AV-2025-000947,CUMPLE
AV-2025-000948,AV-2025-000948,CUMPLE
AV-2024-000949,AV-2024-000949,CUMPLE
AV-2025-000950,AV-2025-000950,CORREGIDO
AV-2024-000951,AV-2024-000951,CORREGIDO
AV-2025-000952,AV-2025-000952,CUMPLE
AV-2024-000953,AV-2024-000953,CORREGIDO
AV-2026-000954,AV-2026-000954,CUMPLE
AV-2025-000955,AV-2025-000955,CUMPLE
AV-2025-000956,AV-2025-000956,CUMPLE
AV-2025-000957,AV-2025-000957,CUMPLE
AV-2025-000958,AV-2025-000958,CUMPLE
AV-2024-000959,AV-2024-000959,CUMPLE
AV-2026-000960,AV-2026-000960,CUMPLE
AV-2026-000961,AV-2026-000961,PERSISTENTE
AV-2025-000962,AV-2025-000962,CUMPLE
AV-2025-000963,AV-2025-000963,CORREGIDO
AV-2025-000964,AV-2025-000964,CUMPLE
AV-2025-000965,AV-2025-000965,CUMPLE
AV-2025-000966,AV-2025-000966,CUMPLE
AV-2025-000967,AV-2025-000967,CUMPLE
AV-2024-000968,AV-2024-000968,CUMPLE
AV-2025-000969,AV-2025-000969,CORREGIDO
AV-2025-000970,AV-2025-000970,CUMPLE
AV-2025-000971,,SALIO_CUMPLIENDO
AV-2024-000972,AV-2024-000972,CUMPLE
AV-2024-000973,AV-2024-000973,CUMPLE
AV-2025-000974,AV-2025-000974,CUMPLE
AV-2025-000975,AV-2025-000975,CUMPLE
AV-2025-000976,AV-2025-000976,CORREGIDO
AV-2025-000977,AV-2025-000977,CUMPLE
AV-2026-000978,AV-2026-000978,PERSISTENTE
AV-2025-000979,AV-2025-000979,CUMPLE
AV-2025-000980,AV-2025-000980,CORREGIDO
AV-2024-000981,AV-2024-000981,CUMPLE
AV-2025-000982,AV-2025-000982,CUMPLE
AV-2024-000983,AV-2024-000983,CUMPLE
AV-2025-000984,AV-2025-000984,CORREGIDO
AV-2024-000985,AV-2024-000985,CORREGIDO
AV-2025-000986,AV-2025-000986,CUMPLE
AV-2024-000987,AV-2024-000987,CUMPLE
AV-2024-000988,AV-2024-000988,CUMPLE
AV-2024-000989,AV-2024-000989,CUMPLE
AV-2025-000990,AV-2025-000990,CUMPLE
AV-2024-000991,AV-2024-000991,CUMPLE
AV-2026-000992,AV-2026-000992,CUMPLE
AV-2024-000993,AV-2024-000993,CUMPLE
AV-2026-000994,AV-2026-000994,CUMPLE
AV-2025-000995,AV-2025-000995,CUMPLE
AV-2024-000996,AV-2024-000996,CUMPLE
AV-2025-000997,,SALIO_CUMPLIENDO
AV-2025-000998,AV-2025-000998,CUMPLE
AV-2025-000999,AV-2025-000999,CORREGIDO
AV-2024-001000,AV-2024-001000,CUMPLE
AV-2025-001001,AV-2025-001001,CUMPLE
AV-2025-001002,AV-2025-001002,CUMPLE
AV-2025-001003,AV-2025-001003,CUMPLE
AV-2025-001004,AV-2025-001004,CUMPLE
AV-2024-001005,AV-2024-001005,CUMPLE
AV-2025-001006,AV-2025-001006,CUMPLE
AV-2025-001007,AV-2025-001007,CORREGIDO
AV-2025-001008,AV-2025-001008,CUMPLE
AV-2024-001009,,SALIO
AV-2025-001010,AV-2025-001010,CUMPLE
AV-2025-001011,AV-2025-001011,CUMPLE
AV-2025-001012,AV-2025-001012,CUMPLE
AV-2025-001013,AV-2025-001013,CORREGIDO
AV-2025-001014,AV-2025-001014,CUMPLE
AV-2025-001015,AV-2025-001015,CUMPLE
AV-2025-001016,AV-2025-001016,PERSISTENTE
AV-2024-001017,AV-2024-001017,CUMPLE
AV-2024-001018,AV-2024-001018,CUMPLE
AV-2025-001019,AV-2025-001019,CORREGIDO
AV-2025-001020,AV-2025-001020,CUMPLE
AV-2024-001021,AV-2024-001021,CUMPLE
AV-2025-001022,AV-2025-001022,CORREGIDO
AV-2025-001023,AV-2025-001023,PERSISTENTE
AV-2025-001024,AV-2025-001024,CORREGIDO
AV-2024-001025,AV-2024-001025,CUMPLE
AV-2024-001026,AV-2024-001026,CUMPLE
AV-2025-001027,AV-2025-001027,CUMPLE
AV-2025-001028,AV-2025-001028,PERSISTENTE
AV-2026-001029,AV-2026-001029,CORREGIDO
AV-2025-001030,AV-2025-001030,NUEVO
AV-2025-001031,AV-2025-001031,CUMPLE
AV-2025-001032,AV-2025-001032,CORREGIDO
AV-2025-001033,AV-2025-001033,CUMPLE
AV-2025-001034,AV-2025-001034,CUMPLE
AV-2025-001035,AV-2025-001035,NUEVO
AV-2025-001036,AV-2025-001036,CUMPLE
AV-2024-001037,,SALIO
AV-2025-001038,AV-2025-001038,CUMPLE
AV-2025-001039,AV-2025-001039,CUMPLE
AV-2024-001040,AV-2024-001040,CUMPLE
AV-2024-001041,AV-2024-001041,CUMPLE
AV-2025-001042,AV-2025-001042,CUMPLE
AV-2025-001043,AV-2025-001043,PERSISTENTE
AV-2025-001044,AV-2025-001044,CUMPLE
AV-2025-001045,AV-2025-001045,NUEVO
AV-2024-001046,AV-2024-001046,NUEVO
AV-2025-001047,AV-2025-001047,CUMPLE
AV-2025-001048,AV-2025-001048,CUMPLE
AV-2025-001049,AV-2025-001049,CORREGIDO
AV-2025-001050,AV-2025-001050,CUMPLE
AV-2025-001051,,SALIO_CUMPLIENDO
AV-2025-001052,AV-2025-001052,CORREGIDO
AV-2026-001053,AV-2026-001053,CUMPLE
AV-2024-001054,AV-2024-001054,PERSISTENTE
AV-2025-001055,AV-2025-001055,CUMPLE
AV-2025-001056,AV-2025-001056,CUMPLE
AV-2024-001057,AV-2024-001057,CUMPLE
AV-2025-001058,AV-2025-001058,CUMPLE
AV-2025-001059,AV-2025-001059,CUMPLE
AV-2024-001060,AV-2024-001060,CUMPLE
AV-2024-001061,AV-2024-001061,CUMPLE
AV-2025-001062,AV-2025-001062,CUMPLE
AV-2026-001063,AV-2026-001063,CORREGIDO
AV-2024-001064,AV-2024-001064,CUMPLE
AV-2026-001065,AV-2026-001065,CUMPLE
AV-2024-001066,AV-2024-001066,CUMPLE
AV-2024-001067,AV-2024-001067,CORREGIDO
AV-2025-001068,AV-2025-001068,CUMPLE
AV-2026-001069,AV-2026-001069,CUMPLE
AV-2025-001070,AV-2025-001070,CUMPLE
AV-2025-001071,AV-2025-001071,CORREGIDO
AV-2025-001072,AV-2025-001072,CUMPLE
AV-2025-001073,AV-2025-001073,CORREGIDO
AV-2024-001074,AV-2024-001074,CUMPLE
AV-2025-001075,AV-2025-001075,CORREGIDO
AV-2025-001076,AV-2025-001076,CUMPLE
AV-2025-001077,AV-2025-001077,CUMPLE
AV-2024-001078,AV-2024-001078,PERSISTENTE
AV-2025-001079,AV-2025-001079,CUMPLE
AV-2025-001080,AV-2025-001080,PERSISTENTE
AV-2024-001081,AV-2024-001081,CUMPLE
AV-2024-001082,AV-2024-001082,CUMPLE
AV-2025-001083,AV-2025-001083,CUMPLE
AV-2026-001084,AV-2026-001084,CUMPLE
AV-2025-001085,AV-2025-001085,CUMPLE
AV-2025-001086,,SALIO
AV-2025-001087,AV-2025-001087,CUMPLE
AV-2025-001088,AV-2025-001088,CUMPLE
AV-2025-001089,AV-2025-001089,CUMPLE
AV-2024-001090,AV-2024-001090,CUMPLE
AV-2025-001091,AV-2025-001091,CORREGIDO
AV-2024-001092,AV-2024-001092,CUMPLE
AV-2026-001093,AV-2026-001093,CUMPLE
AV-2025-001094,AV-2025-001094,CORREGIDO
AV-2026-001095,AV-2026-001095,PERSISTENTE
AV-2025-001096,AV-2025-001096,CUMPLE
AV-2025-001097,AV-2025-001097,CUMPLE
AV-2025-001098,AV-2025-001098,CUMPLE
AV-2025-001099,AV-2025-001099,CORREGIDO
AV-2025-001100,AV-2025-001100,CUMPLE
AV-2026-001101,AV-2026-001101,CUMPLE
AV-2025-001102,AV-2025-001102,CUMPLE
AV-2026-001103,AV-2026-001103,CUMPLE
AV-2025-001104,AV-2025-001104,CUMPLE
AV-2024-001105,AV-2024-001105,CUMPLE
AV-2025-001106,AV-2025-001106,PERSISTENTE
AV-2024-001107,AV-2024-001107,CUMPLE
AV-2025-001108,AV-2025-001108,CORREGIDO
AV-2025-001109,AV-2025-001109,CUMPLE
AV-2025-001110,AV-2025-001110,NUEVO
AV-2025-001111,AV-2025-001111,CORREGIDO
AV-2025-001112,AV-2025-001112,CUMPLE
AV-2025-001113,AV-2025-001113,CUMPLE
AV-2024-001114,AV-2024-001114,CUMPLE
