corte,id_avaluo,numero_finca,rule_id
2026-03,AV-2025-001590,1-331464,R-08
2026-03,AV-2025-001422,6-715705,R-08
2026-03,AV-2025-002660,1-399580-019,R-08
2026-03,AV-2025-003705,2-320289,R-08
2026-03,AV-2025-003806,5-410892,R-08
2026-03,AV-2024-002815,3-360691,R-08
2026-03,AV-2026-002429,1-457235,R-08
2026-03,AV-2025-001582,4-119756,R-08
2026-03,AV-2025-000639,1-891744,R-08
2026-03,AV-2024-002304,2-567949,R-08
2026-03,AV-2026-001029,4-657535,R-08
2026-03,AV-2024-000838,4-609029-114,R-08
2026-03,AV-2025-002185,6-935660,R-08
2026-03,AV-2026-000591,2-705394,R-08
2026-03,AV-2025-002845,3-722106,R-08
2026-03,AV-2024-002808,4-943514-159,R-08
2026-03,AV-2024-002517,4-812171,R-08
2026-03,AV-2025-001861,1-330743,R-08
2026-03,AV-2025-001537,5-993683,R-08
2026-03,AV-2026-001318,1-719973-373,R-08
2026-03,AV-2025-001623,4-456725,R-08
2026-03,AV-2024-001774,1-817624-374,R-08
2026-03,AV-2024-000824,1-485457-134,R-08
2026-03,AV-2026-003346,1-430580,R-08
2026-03,AV-2026-002746,4-404832,R-08
2026-03,AV-2026-001930,1-613001,R-08
2026-03,AV-2025-003352,1-692438,R-08
2026-03,AV-2024-003724,1-878812,R-08
2026-03,AV-2025-001518,1-673985-199,R-08
2026-03,AV-2026-000184,3-385047,R-08
2026-03,AV-2024-003649,1-828461-301,R-08
2026-03,AV-2026-002970,4-653798,R-08
2026-03,AV-2025-001557,7-625220,R-08
2026-03,AV-2024-000269,2-694960,R-08
2026-03,AV-2025-001290,7-393394,R-08
2026-03,AV-2025-001680,4-778918,R-08
2026-03,AV-2026-003787,4-527241,R-08
2026-03,AV-2024-000924,1-411274,R-08
2026-03,AV-2026-002488,1-417116,R-08
2026-03,AV-2024-000154,1-332092,R-08
2026-03,AV-2025-003616,1-202491-256,R-08
2026-03,AV-2025-003978,4-760638,R-08
2026-03,AV-2025-003273,1-824668,R-08
2026-03,AV-2025-002671,1-690434-374,R-08
2026-03,AV-2025-002886,1-328744-033,R-08
2026-03,AV-2025-000815,5-891479-119,R-08
2026-03,AV-2025-001835,1-103163,R-08
2026-03,AV-2025-000251,2-611205-092,R-08
2026-03,AV-2026-002425,7-812280,R-08
2026-03,AV-2025-001309,1-367137,R-08
2026-03,AV-2025-002146,1-320839,R-08
2026-03,AV-2026-000367,2-953812,R-08
2026-03,AV-2025-000302,3-496468,R-08
2026-03,AV-2025-002905,7-457098,R-08
2026-03,AV-2026-000817,3-152891,R-08
2026-03,AV-2025-003668,4-560136,R-08
2026-03,AV-2026-001897,1-723240,R-08
2026-03,AV-2024-001171,1-237457-135,R-08
2026-03,AV-2025-002714,3-759685,R-08
2026-03,AV-2026-003404,4-119449,R-08
2026-03,AV-2025-002060,2-231741,R-08
2026-03,AV-2026-003342,3-475880,R-08
2026-03,AV-2025-002655,3-535617,R-08
2026-03,AV-2025-002085,6-970646-123,R-08
2026-03,AV-2025-003614,1-208024,R-08
2026-03,AV-2025-003094,6-502854-108,R-08
2026-03,AV-2026-001431,1-135657,R-08
2026-03,AV-2025-003081,3-508376,R-08
2026-03,AV-2025-000631,4-855040,R-08
2026-03,AV-2025-000126,1-316844,R-08
2026-03,AV-2026-002296,6-822966,R-08
2026-03,AV-2024-000476,4-785764-355,R-08
2026-03,AV-2025-000905,1-743434,R-08
2026-03,AV-2024-001844,1-586811-389,R-08
2026-03,AV-2025-001533,3-357422,R-08
2026-03,AV-2026-000308,1-224039,R-08
2026-03,AV-2025-003555,4-941889,R-08
2026-03,AV-2025-000044,7-986641,R-08
2026-03,AV-2025-001094,3-539447,R-08
2026-03,AV-2024-000490,1-471621,R-08
2026-03,AV-2025-000210,4-337225,R-08
2026-03,AV-2024-001054,4-206970,R-08
2026-03,AV-2025-000296,5-834615,R-08
2026-03,AV-2025-003386,2-266039,R-08
2026-03,AV-2025-003943,1-714627,R-08
2026-03,AV-2025-001561,4-390081,R-08
2026-03,AV-2024-002174,4-878863,R-08
2026-03,AV-2025-000836,3-782102,R-08
2026-03,AV-2025-000102,1-673886,R-08
2026-03,AV-2025-003328,7-231744-047,R-08
2026-03,AV-2026-002028,2-101789,R-08
2026-03,AV-2025-001944,1-550969,R-08
2026-03,AV-2025-001702,4-174066,R-08
2026-03,AV-2024-003636,3-179347,R-08
2026-03,AV-2025-001802,1-223425-187,R-08
2026-03,AV-2026-002087,5-450970,R-08
2026-03,AV-2025-001165,1-211983-379,R-08
2026-03,AV-2024-003506,4-170971,R-08
2026-03,AV-2026-001741,7-147365,R-08
2026-03,AV-2024-000487,5-750544-362,R-08
2026-03,AV-2025-001708,1-440260,R-08
2026-03,AV-2025-002693,4-124585,R-08
2026-03,AV-2025-003266,3-826778,R-08
2026-03,AV-2025-001234,1-555322,R-08
2026-03,AV-2025-000737,6-449218-070,R-08
2026-03,AV-2025-001700,4-481450-334,R-08
2026-03,AV-2025-002053,7-758128,R-08
2026-03,AV-2025-000244,4-999990,R-08
2026-03,AV-2026-000192,2-561865,R-08
2026-03,AV-2025-001876,1-656428,R-08
2026-03,AV-2025-003507,4-884160,R-08
2026-03,AV-2025-003099,1-742222,R-08
2026-03,AV-2025-003768,4-710515-197,R-08
2026-03,AV-2026-000385,1-201693-214,R-08
2026-03,AV-2025-002311,1-987614,R-08
2026-03,AV-2024-003446,6-271883,R-08
2026-03,AV-2025-002772,2-656293,R-08
2026-03,AV-2025-002648,1-506648,R-08
2026-03,AV-2025-001668,1-547897,R-08
2026-03,AV-2025-002647,1-725396-182,R-08
2026-03,AV-2024-000682,5-820549,R-08
2026-03,AV-2025-002177,2-334611,R-08
2026-03,AV-2025-003933,2-565538-151,R-08
2026-03,AV-2024-003599,5-569236,R-08
2026-03,AV-2025-003295,1-504897,R-08
2026-03,AV-2025-002393,2-623587,R-08
2026-03,AV-2025-000660,4-932860,R-08
2026-03,AV-2025-002904,1-663457,R-08
2026-03,AV-2024-003038,1-805080,R-08
2026-03,AV-2025-003351,5-452191,R-08
2026-03,AV-2025-000514,4-745864-373,R-08
2026-03,AV-2025-003278,1-284165,R-08
2026-03,AV-2025-000414,5-235509,R-08
2026-03,AV-2024-002149,1-374388,R-08
2026-03,AV-2025-002289,1-211298,R-08
2026-03,AV-2025-000805,2-662344,R-08
2026-03,AV-2024-002251,5-668248-357,R-08
2026-03,AV-2025-000404,7-195127,R-08
2026-03,AV-2024-003977,1-661928,R-08
2026-03,AV-2024-001858,4-929619,R-08
2026-03,AV-2025-003306,1-313713,R-08
2026-03,AV-2025-000315,1-877794,R-08
2026-03,AV-2025-000904,2-484925,R-08
2026-03,AV-2025-003332,1-893663,R-08
2026-03,AV-2025-001249,3-866150,R-08
2026-03,AV-2026-001778,1-649769,R-08
2026-03,AV-2025-000883,6-497681,R-08
2026-03,AV-2025-003484,5-840775-066,R-08
2026-03,AV-2025-001622,4-697037,R-08
2026-03,AV-2024-003925,7-881018,R-08
2026-03,AV-2025-003738,1-150900-365,R-08
2026-03,AV-2024-002270,2-351070,R-08
2026-03,AV-2024-000166,1-748812,R-08
2026-03,AV-2025-003432,2-696035,R-08
2026-03,AV-2026-001154,1-767028,R-08
2026-03,AV-2026-003726,4-439937,R-08
2026-03,AV-2026-000525,2-943544,R-08
2026-03,AV-2024-000653,1-507773-250,R-08
2026-03,AV-2025-001453,1-906169,R-08
2026-03,AV-2026-000978,2-408197,R-08
2026-03,AV-2025-003257,1-854983,R-08
2026-03,AV-2025-001253,3-719399-024,R-08
2026-03,AV-2025-001744,3-339080,R-08
2026-03,AV-2024-000922,1-642734,R-08
2026-03,AV-2026-003635,5-399918,R-08
2026-03,AV-2025-000092,3-260841,R-08
2026-03,AV-2025-003823,4-153328,R-08
2026-03,AV-2025-001016,4-361979-140,R-08
2026-03,AV-2025-001184,4-559852,R-08
2026-03,AV-2025-003499,7-645490,R-08
2026-03,AV-2025-001996,2-340925,R-08
2026-03,AV-2025-000136,1-465456,R-08
2026-03,AV-2025-003084,1-840058,R-08
2026-03,AV-2025-002260,2-324675,R-08
2026-03,AV-2025-001701,1-763481,R-08
2026-03,AV-2025-003439,1-880781,R-08
2026-03,AV-2025-000950,2-944416,R-08
2026-03,AV-2025-001724,5-886656,R-08
2026-03,AV-2025-001690,2-377437,R-08
2026-03,AV-2025-001235,6-839340,R-08
2026-03,AV-2025-000449,1-619657,R-08
2026-03,AV-2024-002979,5-672419,R-08
2026-03,AV-2025-001519,4-541458,R-08
2026-03,AV-2025-002288,3-708581,R-08
2026-03,AV-2025-002031,2-180073,R-08
2026-03,AV-2024-000915,4-180961-040,R-08
2026-03,AV-2024-003416,1-660004,R-08
2026-03,AV-2025-000730,1-870162,R-08
2026-03,AV-2025-000762,4-894437,R-08
2026-03,AV-2026-001872,1-652909,R-08
2026-03,AV-2025-001794,7-625833,R-08
2026-03,AV-2025-000104,1-832379,R-08
2026-03,AV-2024-003131,1-582833-099,R-08
2026-03,AV-2024-003645,3-246050,R-08
2026-03,AV-2024-003136,1-336492,R-08
2026-03,AV-2025-003873,3-609539,R-08
2026-03,AV-2025-003733,1-814545,R-08
2026-03,AV-2025-002996,1-413533-156,R-08
2026-03,AV-2025-001968,1-212757,R-08
2026-03,AV-2025-003662,7-565828-300,R-08
2026-03,AV-2025-002913,5-580323,R-08
2026-03,AV-2025-003138,4-147822,R-08
2026-03,AV-2025-000482,1-958774,R-08
2026-03,AV-2025-001361,1-651024,R-08
2026-03,AV-2025-000999,5-880033,R-08
2026-03,AV-2025-003591,1-165041-084,R-08
2026-03,AV-2024-001960,1-710625,R-08
2026-03,AV-2025-002641,4-396163-051,R-08
2026-03,AV-2026-003382,1-873831-081,R-08
2026-03,AV-2025-003942,4-153104,R-08
2026-03,AV-2025-003454,3-415630-357,R-08
2026-03,AV-2024-002912,4-107174,R-08
2026-03,AV-2024-003757,1-852455,R-08
2026-03,AV-2024-001315,1-975113,R-08
2026-03,AV-2025-000885,7-958564,R-08
2026-03,AV-2025-003339,1-552222,R-08
2026-03,AV-2025-003460,1-650143-310,R-08
2026-03,AV-2025-002162,1-397591-384,R-08
2026-03,AV-2024-000477,6-883218,R-08
2026-03,AV-2025-000789,2-916213-173,R-08
2026-03,AV-2024-002243,1-262047,R-08
2026-03,AV-2024-000906,4-919091-397,R-08
2026-03,AV-2024-002332,1-105754,R-08
2026-03,AV-2025-003348,1-674517,R-08
2026-03,AV-2025-002542,4-747282,R-08
2026-03,AV-2025-003480,4-641613,R-08
2026-03,AV-2025-002057,1-442790,R-08
2026-03,AV-2026-002237,6-604083,R-08
2026-03,AV-2025-003525,3-348174,R-08
2026-03,AV-2024-003501,3-362859,R-08
2026-03,AV-2026-002115,2-249225,R-08
2026-03,AV-2025-001504,7-537777,R-08
2026-03,AV-2025-001170,1-936679,R-08
2026-03,AV-2026-003045,2-960015,R-08
2026-03,AV-2024-003714,4-193441,R-08
2026-03,AV-2025-003170,1-725276-357,R-08
2026-03,AV-2026-002004,1-583074,R-08
2026-03,AV-2024-003807,2-923495,R-08
2026-03,AV-2025-002231,1-704190-079,R-08
2026-03,AV-2024-000693,4-133407-381,R-08
2026-03,AV-2025-002328,3-460019,R-08
2026-03,AV-2025-003970,1-760448,R-08
2026-03,AV-2025-002900,6-995420,R-08
2026-03,AV-2024-003961,1-408286,R-08
2026-03,AV-2025-000909,1-423164,R-08
2026-03,AV-2024-001663,6-622258-390,R-08
2026-03,AV-2025-002424,5-950720,R-08
2026-03,AV-2025-003381,1-420467,R-08
2026-03,AV-2026-003486,1-110394,R-08
2026-03,AV-2025-003194,1-623930,R-08
2026-03,AV-2025-003801,4-594674,R-08
2026-03,AV-2025-003969,2-392222,R-08
2026-03,AV-2025-003022,1-145917,R-08
2026-03,AV-2025-002525,4-641660,R-08
2026-03,AV-2024-000394,1-593321,R-08
2026-03,AV-2025-000976,1-494308,R-08
2026-03,AV-2025-001221,4-978295,R-08
2026-03,AV-2024-001009,2-426171,R-08
2026-03,AV-2024-000068,6-226023,R-08
2026-03,AV-2024-002624,2-428010,R-08
2026-03,AV-2025-000844,1-915045,R-08
2026-03,AV-2026-001576,1-753264-287,R-08
2026-03,AV-2025-001153,7-329031,R-08
2026-03,AV-2025-000727,1-594315,R-08
2026-03,AV-2025-001725,4-635289,R-08
2026-03,AV-2025-000501,5-636985,R-08
2026-03,AV-2025-002021,1-154729,R-08
2026-03,AV-2025-000511,3-500074,R-08
2026-03,AV-2025-001236,1-300641-045,R-08
2026-03,AV-2025-000707,3-163994,R-08
2026-03,AV-2025-001129,6-191382,R-08
2026-03,AV-2024-003974,2-634251,R-08
2026-03,AV-2025-002492,6-144410,R-08
2026-03,AV-2026-003132,1-339661,R-08
2026-03,AV-2026-000792,5-523728-057,R-08
2026-03,AV-2025-003236,4-252141,R-08
2026-03,AV-2025-001567,4-615550,R-08
2026-03,AV-2025-001719,4-497479-030,R-08
2026-03,AV-2025-002356,6-278695,R-08
2026-03,AV-2025-002798,6-119777-035,R-08
2026-03,AV-2025-001695,4-776969,R-08
2026-03,AV-2025-001726,2-489240,R-08
2026-03,AV-2025-000174,4-376105,R-08
2026-03,AV-2024-000951,5-965258,R-08
2026-03,AV-2025-000138,1-167395,R-08
2026-03,AV-2024-000242,4-222358,R-08
2026-03,AV-2025-001052,5-673971-081,R-08
2026-03,AV-2024-003148,4-471647,R-08
2026-03,AV-2025-000910,3-242265,R-08
2026-03,AV-2025-002663,5-798277,R-08
2026-03,AV-2025-003206,1-869353,R-08
2026-03,AV-2024-000820,2-463929,R-08
2026-03,AV-2025-003513,4-828681,R-08
2026-03,AV-2025-003231,1-170030-068,R-08
2026-03,AV-2025-000542,7-757614,R-08
2026-03,AV-2025-002529,3-984189,R-08
2026-03,AV-2025-000766,1-810649,R-08
2026-03,AV-2025-002519,4-789748,R-08
2026-03,AV-2024-002962,1-763487,R-08
2026-03,AV-2025-003516,4-174643,R-08
2026-03,AV-2024-002803,3-104602,R-08
2026-03,AV-2025-002820,2-502593,R-08
2026-03,AV-2026-001731,2-301784,R-08
2026-03,AV-2024-002490,5-566359,R-08
2026-03,AV-2025-000372,5-407113,R-08
2026-03,AV-2025-003784,3-704349-237,R-08
2026-03,AV-2025-003812,4-754142,R-08
2026-03,AV-2026-000612,6-959754,R-08
2026-03,AV-2025-002480,1-167615,R-08
2026-03,AV-2024-000569,1-591547-131,R-08
2026-03,AV-2026-003976,1-749883,R-08
2026-03,AV-2025-001952,1-545157-109,R-08
2026-03,AV-2025-003935,1-760221-384,R-08
2026-03,AV-2024-002980,6-864514,R-08
2026-03,AV-2024-002387,3-509559,R-08
2026-03,AV-2025-003424,1-725421-129,R-08
2026-03,AV-2024-000041,3-563828,R-08
2026-03,AV-2025-002133,3-897475,R-08
2026-03,AV-2025-002669,5-563692,R-08
2026-03,AV-2025-000329,1-636225-327,R-08
2026-03,AV-2025-002334,1-667417,R-08
2026-03,AV-2026-002193,5-582858,R-08
2026-03,AV-2025-001782,2-353199,R-08
2026-03,AV-2026-001063,3-315757-229,R-08
2026-03,AV-2024-003922,1-919989,R-08
2026-03,AV-2025-000588,5-196034,R-08
2026-03,AV-2025-001974,1-535213,R-08
2026-03,AV-2026-000255,2-864922,R-08
2026-03,AV-2025-003514,4-482035-336,R-08
2026-03,AV-2025-002672,2-432995,R-08
2026-03,AV-2025-001846,3-368741,R-08
2026-03,AV-2026-003770,1-810892,R-08
2026-03,AV-2025-002109,3-874418,R-08
2026-03,AV-2024-002601,4-566213,R-08
2026-03,AV-2025-001075,1-528574,R-08
2026-03,AV-2025-001156,2-457277,R-08
2026-03,AV-2024-003518,1-711344,R-08
2026-03,AV-2024-001661,1-285547-381,R-08
2026-03,AV-2026-003909,1-674997-321,R-08
2026-03,AV-2025-002532,2-850541,R-08
2026-03,AV-2025-003221,1-892195,R-08
2026-03,AV-2025-000424,1-982729,R-08
2026-03,AV-2025-000114,1-337593-022,R-08
2026-03,AV-2025-003831,5-838664-331,R-08
2026-03,AV-2025-002528,6-897496,R-08
2026-03,AV-2025-003759,4-719878,R-08
2026-03,AV-2025-003557,3-662538,R-08
2026-03,AV-2026-003746,4-518823,R-08
2026-03,AV-2025-000169,5-179998,R-08
2026-03,AV-2024-001209,3-659342,R-08
2026-03,AV-2025-001950,1-730047,R-08
2026-03,AV-2026-000641,4-459607,R-08
2026-03,AV-2025-003083,4-750979-008,R-08
2026-03,AV-2025-002290,5-451781,R-08
2026-03,AV-2025-001294,1-916773,R-08
2026-03,AV-2025-003247,1-416116,R-08
2026-03,AV-2025-001693,3-755286,R-08
2026-03,AV-2025-002610,4-644550,R-08
2026-03,AV-2025-000099,1-144025,R-08
2026-03,AV-2025-001918,2-845866,R-08
2026-03,AV-2025-003561,1-271122,R-08
2026-03,AV-2025-001818,1-652805,R-08
2026-03,AV-2025-001366,1-630542,R-08
2026-03,AV-2025-001834,1-868220,R-08
2026-03,AV-2025-000563,1-621519,R-08
2026-03,AV-2025-000400,1-185516-383,R-08
2026-03,AV-2025-001629,2-147217,R-08
2026-03,AV-2024-002956,1-653494,R-08
2026-03,AV-2025-000075,4-127064,R-08
2026-03,AV-2025-003924,1-950043-355,R-08
2026-03,AV-2026-000231,1-667905,R-08
2026-03,AV-2025-000753,4-552428-381,R-08
2026-03,AV-2024-002034,3-212943,R-08
2026-03,AV-2025-000911,2-387681-032,R-08
2026-03,AV-2026-003375,3-871833,R-08
2026-03,AV-2025-001219,7-923578,R-08
2026-03,AV-2026-003842,2-752157,R-08
2026-03,AV-2025-001071,6-609129,R-08
2026-03,AV-2025-003534,2-992351-212,R-08
2026-03,AV-2026-002308,1-405969,R-08
2026-03,AV-2025-002418,4-370674-230,R-08
2026-03,AV-2026-001136,3-449262,R-08
2026-03,AV-2025-000143,7-898219,R-08
2026-03,AV-2025-003851,3-369618,R-08
2026-03,AV-2024-002634,4-789541-195,R-08
2026-03,AV-2024-001850,3-195465,R-08
2026-03,AV-2025-001463,1-854217,R-08
2026-03,AV-2025-002804,2-664654,R-08
2026-03,AV-2024-002929,4-980604,R-08
2026-03,AV-2026-003698,6-982161-342,R-08
2026-03,AV-2025-002635,1-881657-129,R-08
2026-03,AV-2025-001135,7-297229,R-08
2026-03,AV-2025-001887,7-202111-315,R-08
2026-03,AV-2025-000124,7-786695-235,R-08
2026-03,AV-2026-000826,1-519306,R-08
2026-03,AV-2025-001022,4-763220-369,R-08
2026-03,AV-2026-001706,1-326331,R-08
2026-03,AV-2025-000354,4-494820,R-08
2026-03,AV-2025-003778,1-343745-062,R-08
2026-03,AV-2026-002608,6-728012,R-08
2026-03,AV-2025-002376,2-566238,R-08
2026-03,AV-2025-002661,4-925059-074,R-08
2026-03,AV-2025-000456,2-515003,R-07
2026-03,AV-2025-003761,3-675271,R-07
2026-03,AV-2024-001721,1-504655,R-07
2026-03,AV-2025-003169,1-622184,R-07
2026-03,AV-2025-001280,2-658401,R-07
2026-03,AV-2025-001535,1-317129,R-07
2026-03,AV-2025-001470,1-517889,R-07
2026-03,AV-2025-003461,5-806968,R-07
2026-03,AV-2025-001190,3-668289,R-07
2026-03,AV-2025-002066,1-441609-243,R-07
2026-03,AV-2026-001499,6-665725,R-07
2026-03,AV-2025-003489,5-345427,R-07
2026-03,AV-2025-002394,6-436775,R-07
2026-03,AV-2025-003004,3-507829,R-07
2026-03,AV-2024-001455,,R-07
2026-03,AV-2025-001013,2-255297,R-07
2026-03,AV-2025-001600,6-246565,R-07
2026-03,AV-2025-001028,6-340949,R-07
2026-03,AV-2026-003477,7-182490,R-07
2026-03,AV-2024-000942,4-487506,R-07
2026-03,AV-2024-000595,2-809436,R-07
2026-03,AV-2025-002220,5-241812,R-07
2026-03,AV-2025-002218,2-566980,R-07
2026-03,AV-2026-000161,4-319228,R-06
2026-03,AV-2025-001823,2-195242,R-06
2026-03,AV-2024-001707,3-565384,R-06
2026-03,AV-2025-000332,4-344993-103,R-06
2026-03,AV-2025-001322,1-249049,R-06
2026-03,AV-2025-000001,1-206214-301,R-06
2026-03,AV-2025-001713,5-132618-283,R-06
2026-03,AV-2025-003384,5-695873,R-06
2026-03,AV-2024-002802,5-269021-004,R-06
2026-03,AV-2024-001351,1-455525-053,R-06
2026-03,AV-2025-002303,2-589831,R-06
2026-03,AV-2024-001568,1-627650-068,R-06
2026-03,AV-2025-001941,4-543589,R-06
2026-03,AV-2026-002002,5-128723,R-06
2026-03,AV-2024-003204,1-728393-011,R-06
2026-03,AV-2026-002203,4-527252,R-06
2026-03,AV-2025-000448,3-349012,R-06
2026-03,AV-2025-000324,3-797770,R-06
2026-03,AV-2024-002335,4-925160,R-06
2026-03,AV-2026-002978,1-988219-266,R-06
2026-03,AV-2025-001122,4-536875,R-06
2026-03,AV-2025-001976,1-149040,R-06
2026-03,AV-2025-002380,4-560285,R-06
2026-03,AV-2025-003872,3-514641,R-08
2026-03,AV-2026-000585,4-282676,R-08
2026-03,AV-2024-002491,1-908149,R-08
2026-03,AV-2024-001382,1-274699-276,R-08
2026-03,AV-2025-002738,N/A,R-08
2026-03,AV-2025-000311,5-916031,R-08
2026-03,AV-2024-003198,N/A,R-08
2026-03,AV-2025-003048,5-909649,R-08
2026-03,AV-2026-000899,2-222345,R-08
2026-03,AV-2025-003071,1-335481,R-08
2026-03,AV-2025-000013,1-306654,R-08
2026-03,AV-2025-000263,3-886145-031,R-08
2026-03,AV-2025-003683,7-833199,R-08
2026-03,AV-2025-000249,4-429825,R-08
2026-03,AV-2025-000039,1-671342,R-08
2026-03,AV-2024-003916,3-648997-265,R-08
2026-03,AV-2025-002894,2-570604,R-08
2026-03,AV-2025-002217,1-233970,R-08
2026-03,AV-2025-002255,6-630886,R-08
2026-03,AV-2025-002764,7-407824,R-08
2026-03,AV-2025-003493,3-948010,R-08
2026-03,AV-2024-003445,5-692242-165,R-08
2026-03,AV-2024-001078,5-552439-014,R-08
2026-03,AV-2024-001528,3-936713-082,R-08
2026-03,AV-2025-003376,3-532515-331,R-08
2026-03,AV-2025-003116,1-436513,R-08
2026-03,AV-2024-001246,4-437498,R-08
2026-03,AV-2026-002918,N/A,R-08
2026-03,AV-2024-003089,1-207580,R-08
2026-03,AV-2024-001172,7-235979,R-08
2026-03,AV-2025-003674,1-517678,R-08
2026-03,AV-2025-000551,2-648388,R-08
2026-03,AV-2025-001212,7-905183,R-08
2026-03,AV-2025-003609,2-901163-013,R-08
2026-03,AV-2024-003096,3-943365-237,R-08
2026-03,AV-2026-000277,2-865208-020,R-08
2026-03,AV-2025-003012,4-449060,R-08
2026-03,AV-2025-001122,6-961912,R-08
2026-03,AV-2025-002263, ,R-08
2026-03,AV-2024-002337,2-684252,R-08
2026-03,AV-2024-002947,1-486739-258,R-08
2026-03,AV-2025-001845,4-569345,R-08
2026-03,AV-2025-001986,7-538525-331,R-08
2026-03,AV-2025-003274,2-756146,R-08
2026-03,AV-2025-001648,3-277831-070,R-08
2026-03,AV-2025-002357,7-834683-044,R-08
2026-03,AV-2026-002007,1-815678,R-08
2026-03,AV-2025-000371,4-565674,R-08
2026-03,AV-2024-000859,1-972708,R-08
2026-03,AV-2026-003166,7-765840,R-08
2026-03,AV-2024-002337,1-389737,R-08
2026-03,AV-2025-003025,5-197240,R-08
2026-03,AV-2025-003629,4-213201,R-08
2026-03,AV-2025-000901,1-664663,R-08
2026-03,AV-2025-001909,3-860299,R-08
2026-03,AV-2026-000391,1-238512,R-08
2026-03,AV-2025-002380,1-469014,R-08
2026-03,AV-2025-002117,1-143949-368,R-04
2026-03,AV-2025-002117,1-143949-368,R-03
2026-03,AV-2025-003583,1-139379-118,R-04
2026-03,AV-2025-000524,1-588780-136,R-04
2026-03,AV-2025-000524,1-588780-136,R-03
2026-03,AV-2025-002758,1-323473-251,R-04
2026-03,AV-2025-002764,7-407824,R-04
2026-03,AV-2025-000705,1-553173,R-04
2026-03,AV-2025-000705,1-553173,R-03
2026-03,AV-2025-000900,1-223851,R-04
2026-03,AV-2025-003655,1-428455,R-04
2026-03,AV-2024-000408,1-313118,R-04
2026-03,AV-2024-000408,1-313118,R-03
2026-03,AV-2025-000142,3-233124,R-04
2026-03,AV-2025-002066,1-441609-243,R-04
2026-03,AV-2026-000241,3-974498-298,R-04
2026-03,AV-2026-000241,3-974498-298,R-03
2026-03,AV-2025-001847,2-499361,R-04
2026-03,AV-2025-001847,2-499361,R-03
2026-03,AV-2024-001568,1-627650-068,R-04
2026-03,AV-2024-003204,1-728393-011,R-04
2026-03,AV-2024-003448,1-400433-186,R-04
2026-03,AV-2024-003448,1-400433-186,R-03
2026-03,AV-2025-002567,4-569971,R-04
2026-03,AV-2025-002567,4-569971,R-03
2026-03,AV-2026-003477,7-182490,R-04
2026-03,AV-2024-002802,5-269021-004,R-04
2026-03,AV-2024-001603,1-634343,R-04
2026-03,AV-2024-001603,1-634343,R-03
2026-03,AV-2025-001013,2-255297,R-04
2026-03,AV-2025-001013,2-255297,R-03
2026-03,AV-2024-003210,1-372150,R-04
2026-03,AV-2026-000161,4-319228,R-04
2026-03,AV-2025-000579,2-163763,R-04
2026-03,AV-2025-001845,4-569345,R-04
2026-03,AV-2026-002978,1-988219-266,R-04
2026-03,AV-2025-001563,4-250913,R-04
2026-03,AV-2024-003707,1-705720,R-04
2026-03,AV-2025-001214,4-686987-017,R-04
2026-03,AV-2026-000899,2-222345,R-04
2026-03,AV-2025-001941,4-543589,R-04
2026-03,AV-2025-002217,1-233970,R-04
2026-03,AV-2025-002217,1-233970,R-03
2026-03,AV-2025-002782,1-662821,R-04
2026-03,AV-2025-002782,1-662821,R-03
2026-03,AV-2025-000363,6-171347,R-04
2026-03,AV-2025-000363,6-171347,R-03
2026-03,AV-2025-002178,1-484538-299,R-04
2026-03,AV-2025-000457,1-182379,R-04
2026-03,AV-2025-003345,5-941173-025,R-04
2026-03,AV-2025-003112,4-892369-089,R-04
2026-03,AV-2024-001977,6-104344,R-04
2026-03,AV-2025-001106,3-691295-159,R-04
2026-03,AV-2025-001106,3-691295-159,R-03
2026-03,AV-2025-002303,2-589831,R-04
2026-03,AV-2025-001155,3-823241,R-04
2026-03,AV-2025-001155,3-823241,R-03
2026-03,AV-2025-003540,4-111535,R-04
2026-03,AV-2025-003540,4-111535,R-03
2026-03,AV-2024-002947,1-486739-258,R-04
2026-03,AV-2025-000830,3-105207-214,R-04
2026-03,AV-2026-000610,5-240585,R-04
2026-03,AV-2026-000610,5-240585,R-03
2026-03,AV-2024-001250,1-286040,R-04
2026-03,AV-2025-000435,3-288449,R-04
2026-03,AV-2025-003629,4-213201,R-04
2026-03,AV-2025-003629,4-213201,R-03
2026-03,AV-2025-001371,6-229819-108,R-04
2026-03,AV-2025-001371,6-229819-108,R-03
2026-03,AV-2025-001759,1-760817,R-03
2026-03,AV-2025-002397,1-249275,R-03
2026-03,AV-2025-003256,5-325412,R-03
2026-03,AV-2025-001392,5-202269,R-03
2026-03,AV-2025-003310,1-504720,R-03
2026-03,AV-2025-000448,3-349012,R-03
2026-03,AV-2025-002220,5-241812,R-03
2026-03,AV-2024-002973,4-741279,R-03
2026-03,AV-2024-003096,3-943365-237,R-03
2026-03,AV-2025-001375,3-933266,R-03
2026-03,AV-2025-000800,7-946546,R-03
2026-03,AV-2025-002048,6-874608,R-03
2026-03,AV-2025-001281,2-686404,R-03
2026-03,AV-2025-001032,4-399571,R-03
2026-03,AV-2024-003573,1-731891,R-03
2026-03,AV-2024-001983,1-964968,R-03
2026-03,AV-2025-003005,5-666540-179,R-03
2026-03,AV-2024-003276,6-657112,R-03
2026-03,AV-2025-002787,3-930535,R-03
2026-03,AV-2025-003529,1-706655,R-03
2026-03,AV-2025-000001,1-206214-301,R-03
2026-03,AV-2025-001470,1-517889,R-03
