sk_corte,sk_fecha_valor,sk_geografia,sk_tipologia,sk_perito,sk_confiabilidad,id_avaluo,numero_finca,corte,moneda,finalidad,fecha_valor,nivel_confiabilidad,credito_atribuible,tiene_credito,valor_garantia,saldo,ltv,dias_antiguedad,n_bloquea,n_revisa,saldo_equivalente_crc,exposicion_no_confiable
1,20240701,26,4,8,1,AV-2024-000176,1-311087-097,2026-03,USD,Leasing,2024-07-01,CONFIABLE,true,true,413847.00,241755.36,0.5842,638,0,0,123295233.6,
1,20240701,27,1,4,1,AV-2024-003171,1-723256-364,2026-03,CRC,Leasing,2024-07-01,CONFIABLE,true,true,375052000.00,249590648.42,0.6655,638,0,0,249590648.42,
1,20240702,17,4,3,1,AV-2024-001565,4-453886-199,2026-03,USD,Leasing,2024-07-02,CONFIABLE,true,true,274447.00,165518.56,0.6031,637,0,0,84414465.6,
1,20240702,23,4,9,1,AV-2024-001562,6-721192-029,2026-03,USD,Leasing,2024-07-02,CONFIABLE,true,true,327884.00,224048.57,0.6833,637,0,0,114264770.7,
1,20240703,5,3,6,1,AV-2024-002696,2-402863,2026-03,CRC,Garantía hipotecaria,2024-07-03,CONFIABLE,true,true,513188000.00,300138737.04,0.5849,636,0,0,300138737.04,
1,20240703,30,7,3,2,AV-2024-001037,1-704255,2026-03,CRC,Actualización de garantía,2024-07-03,REVISAR,true,true,349142000.00,232087280.11,0.6647,636,0,1,232087280.11,
1,20240703,33,9,2,1,AV-2024-000877,1-899852,2026-03,CRC,Garantía hipotecaria,2024-07-03,CONFIABLE,true,true,277387000.00,127488740.85,0.4596,636,0,0,127488740.85,
1,20240703,34,2,3,3,AV-2024-001603,1-634343,2026-03,USD,Garantía hipotecaria,2024-07-03,NO_CONFIABLE,true,true,8453252.00,5334377.56,0.631,636,2,0,2720532555.6,5334377.56
1,20240704,22,3,1,2,AV-2024-000370,7-452099,2026-03,CRC,Actualización de garantía,2024-07-04,REVISAR,true,true,226013000.00,165872990.33,0.7339,635,0,1,165872990.33,
1,20240706,7,9,8,1,AV-2024-003077,3-752836,2026-03,CRC,Garantía hipotecaria,2024-07-06,CONFIABLE,true,true,158804000.00,105690443.21,0.6655,633,0,0,105690443.21,
1,20240706,11,8,9,1,AV-2024-003606,5-729724,2026-03,CRC,Leasing,2024-07-06,CONFIABLE,true,true,1090839000.00,528363986.96,0.4844,633,0,0,528363986.96,
1,20240706,18,3,9,1,AV-2024-000636,4-159600,2026-03,CRC,Contable,2024-07-06,CONFIABLE,true,false,740368000.00,,,633,0,0,,
1,20240706,26,3,6,2,AV-2024-001722,1-405848,2026-03,CRC,Actualización de garantía,2024-07-06,REVISAR,true,true,2493435000.00,359880323.06,0.1443,633,0,1,359880323.06,
1,20240706,33,1,3,2,AV-2024-000465,1-324123-383,2026-03,CRC,Garantía hipotecaria,2024-07-06,REVISAR,true,true,374726000.00,60175604.54,0.1606,633,0,1,60175604.54,
1,20240707,9,3,9,1,AV-2024-003443,3-648599,2026-03,CRC,Compraventa,2024-07-07,CONFIABLE,true,false,271890000.00,,,632,0,0,,
1,20240707,33,9,7,1,AV-2024-002530,1-942487,2026-03,CRC,Leasing,2024-07-07,CONFIABLE,true,true,579186000.00,281041481.04,0.4852,632,0,0,281041481.04,
1,20240708,13,3,7,1,AV-2024-001899,5-533610,2026-03,CRC,Actualización de garantía,2024-07-08,CONFIABLE,true,true,615791000.00,359877414.59,0.5844,631,0,0,359877414.59,
1,20240709,7,1,2,1,AV-2024-002963,3-998863-102,2026-03,CRC,Garantía hipotecaria,2024-07-09,CONFIABLE,true,true,159042000.00,86372567.59,0.5431,630,0,0,86372567.59,
1,20240710,8,4,3,1,AV-2024-002964,3-199166-329,2026-03,USD,Contable,2024-07-10,CONFIABLE,true,false,157798.00,,,629,0,0,,
1,20240710,18,3,4,1,AV-2024-002404,4-850583,2026-03,CRC,Actualización de garantía,2024-07-10,CONFIABLE,true,true,878817000.00,366687995.06,0.4173,629,0,0,366687995.06,
1,20240710,26,3,4,1,AV-2024-001509,1-246693,2026-03,CRC,Garantía hipotecaria,2024-07-10,CONFIABLE,true,true,1021058000.00,635033722.91,0.6219,629,0,0,635033722.91,
1,20240711,4,7,5,1,AV-2024-003269,2-474962,2026-03,CRC,Garantía hipotecaria,2024-07-11,CONFIABLE,true,true,2483414000.00,1694182525.43,0.6822,628,0,0,1694182525.43,
1,20240711,8,3,7,2,AV-2024-002816,3-910235,2026-03,CRC,Leasing,2024-07-11,REVISAR,true,true,64444000.00,111693961.37,1.7332,628,0,1,111693961.37,
1,20240711,10,3,9,3,AV-2024-001707,3-565384,2026-03,USD,Actualización de garantía,2024-07-11,NO_CONFIABLE,true,true,218003.00,153030.52,0.702,628,1,1,78045565.19999999,153030.52
1,20240711,27,3,7,1,AV-2024-002175,1-599773,2026-03,CRC,Seguro,2024-07-11,CONFIABLE,true,false,272873000.00,,,628,0,0,,
1,20240712,11,3,8,1,AV-2024-001866,5-582427,2026-03,CRC,Contable,2024-07-12,CONFIABLE,true,false,1302977000.00,,,627,0,0,,
1,20240712,30,9,1,1,AV-2024-001477,1-653016,2026-03,CRC,Actualización de garantía,2024-07-12,CONFIABLE,true,true,49913000.00,37676618.33,0.7548,627,0,0,37676618.33,
1,20240712,33,1,9,1,AV-2024-003870,1-936548-084,2026-03,USD,Garantía hipotecaria,2024-07-12,CONFIABLE,true,true,283249.00,187523.50,0.662,627,0,0,95636985.0,
1,20240712,33,3,9,1,AV-2024-003060,1-299108,2026-03,CRC,Seguro,2024-07-12,CONFIABLE,true,false,792925000.00,,,627,0,0,,
1,20240713,7,4,6,3,AV-2024-002923,3-883865-218,2026-03,USD,Garantía hipotecaria,2024-07-13,NO_CONFIABLE,true,true,499794.00,261848.67,0.5239,626,1,0,133542821.7,261848.67
1,20240713,12,6,3,1,AV-2024-002745,5-929781,2026-03,CRC,Actualización de garantía,2024-07-13,CONFIABLE,true,true,8056771000.00,4473302060.66,0.5552,626,0,0,4473302060.66,
1,20240713,15,9,8,1,AV-2024-003677,4-612596,2026-03,CRC,Leasing,2024-07-13,CONFIABLE,true,true,173250000.00,109342781.48,0.6311,626,0,0,109342781.48,
1,20240714,4,3,1,1,AV-2024-000858,2-366125,2026-03,CRC,Garantía hipotecaria,2024-07-14,CONFIABLE,true,true,209784000.00,122813617.96,0.5854,625,0,0,122813617.96,
1,20240714,15,2,9,1,AV-2024-002250,4-974391,2026-03,USD,Leasing,2024-07-14,CONFIABLE,true,true,14273061.00,6349046.52,0.4448,625,0,0,3238013725.2,
1,20240714,34,5,2,1,AV-2024-000521,1-923592,2026-03,USD,Actualización de garantía,2024-07-14,CONFIABLE,true,true,6884769.00,3909907.79,0.5679,625,0,0,1994052972.9,
1,20240715,20,9,3,1,AV-2024-002483,7-950845,2026-03,USD,Garantía hipotecaria,2024-07-15,CONFIABLE,true,true,215321.00,97035.83,0.4507,624,0,0,49488273.300000004,
1,20240715,28,3,1,1,AV-2024-003141,1-720229,2026-03,CRC,Leasing,2024-07-15,CONFIABLE,true,true,870140000.00,400319647.31,0.4601,624,0,0,400319647.31,
1,20240715,29,3,6,1,AV-2024-002830,1-715074,2026-03,USD,Seguro,2024-07-15,CONFIABLE,true,false,351290.00,,,624,0,0,,
1,20240715,33,3,3,1,AV-2024-001040,1-697044,2026-03,USD,Compraventa,2024-07-15,CONFIABLE,true,false,328950.00,,,624,0,0,,
1,20240715,33,7,8,1,AV-2024-002078,1-620848,2026-03,CRC,Compraventa,2024-07-15,CONFIABLE,true,false,815520000.00,,,624,0,0,,
1,20240716,16,1,8,1,AV-2024-002245,4-267584-370,2026-03,USD,Garantía hipotecaria,2024-07-16,CONFIABLE,true,true,254742.00,107340.58,0.4214,623,0,0,54743695.800000004,
1,20240716,28,4,1,1,AV-2024-000118,1-485496-267,2026-03,USD,Leasing,2024-07-16,CONFIABLE,true,true,376849.00,286879.20,0.7613,623,0,0,146308392.0,
1,20240717,6,6,5,1,AV-2024-003340,2-744055,2026-03,CRC,Actualización de garantía,2024-07-17,CONFIABLE,true,true,25352779000.00,12750482179.45,0.5029,622,0,0,12750482179.45,
1,20240717,11,9,3,1,AV-2024-001503,5-637011,2026-03,CRC,Leasing,2024-07-17,CONFIABLE,true,true,32089000.00,20450652.97,0.6373,622,0,0,20450652.97,
1,20240717,35,7,1,2,AV-2024-003017,1-253344,2026-03,CRC,Compraventa,2024-07-17,REVISAR,true,false,1315958000.00,,,622,0,1,,
1,20240718,2,8,6,1,AV-2024-000080,2-576091,2026-03,CRC,Leasing,2024-07-18,CONFIABLE,true,true,1471787000.00,777091908.33,0.528,621,0,0,777091908.33,
1,20240718,4,3,1,1,AV-2024-000983,2-214076,2026-03,USD,Garantía hipotecaria,2024-07-18,CONFIABLE,true,true,195812.00,105950.98,0.5411,621,0,0,54034999.8,
1,20240718,10,7,3,1,AV-2024-002740,3-272989,2026-03,CRC,Leasing,2024-07-18,CONFIABLE,true,true,622221000.00,318931788.88,0.5126,621,0,0,318931788.88,
1,20240719,15,1,6,1,AV-2024-003059,4-209944-130,2026-03,USD,Actualización de garantía,2024-07-19,CONFIABLE,true,true,172011.00,98170.33,0.5707,620,0,0,50066868.300000004,
1,20240720,19,3,4,1,AV-2024-002019,4-419267,2026-03,CRC,Garantía hipotecaria,2024-07-20,CONFIABLE,true,true,545284000.00,372167237.70,0.6825,619,0,0,372167237.7,
1,20240720,33,4,2,1,AV-2024-002568,1-134174-258,2026-03,USD,Leasing,2024-07-20,CONFIABLE,true,true,880279.00,521734.45,0.5927,619,0,0,266084569.5,
1,20240721,8,4,5,2,AV-2024-000725,3-806276-175,2026-03,USD,Contable,2024-07-21,REVISAR,true,false,492945.00,,,618,0,1,,
1,20240721,30,4,1,1,AV-2024-000827,1-171473-033,2026-03,USD,Garantía hipotecaria,2024-07-21,CONFIABLE,true,true,424585.00,276460.75,0.6511,618,0,0,140994982.5,
1,20240722,1,7,8,1,AV-2024-002299,2-635746,2026-03,CRC,Garantía hipotecaria,2024-07-22,CONFIABLE,true,true,5429069000.00,3371528162.73,0.621,617,0,0,3371528162.73,
1,20240722,15,7,7,1,AV-2024-003729,4-118841,2026-03,CRC,Leasing,2024-07-22,CONFIABLE,true,true,265905000.00,189354373.87,0.7121,617,0,0,189354373.87,
1,20240722,21,3,5,1,AV-2024-003894,7-551308,2026-03,CRC,Leasing,2024-07-22,CONFIABLE,true,true,308304000.00,140093615.04,0.4544,617,0,0,140093615.04,
1,20240723,18,3,8,1,AV-2024-003763,4-727357,2026-03,USD,Leasing,2024-07-23,CONFIABLE,true,true,319481.00,201785.17,0.6316,616,0,0,102910436.7,
1,20240724,20,3,1,1,AV-2024-001856,7-931910,2026-03,CRC,Actualización de garantía,2024-07-24,CONFIABLE,true,true,795427000.00,539201287.68,0.6779,615,0,0,539201287.68,
1,20240725,11,4,8,1,AV-2024-000522,5-468417-048,2026-03,USD,Garantía hipotecaria,2024-07-25,CONFIABLE,true,true,381643.00,263450.72,0.6903,614,0,0,134359867.2,
1,20240725,26,4,1,3,AV-2024-001351,1-455525-053,2026-03,USD,Actualización de garantía,2024-07-25,NO_CONFIABLE,true,true,441890.00,290061.89,0.6564,614,1,1,147931563.9,290061.89
1,20240725,29,3,5,1,AV-2024-000605,1-478735,2026-03,CRC,Actualización de garantía,2024-07-25,CONFIABLE,true,true,241359000.00,118038277.81,0.4891,614,0,0,118038277.81,
1,20240726,8,4,4,1,AV-2024-003319,3-302245-215,2026-03,USD,Garantía hipotecaria,2024-07-26,CONFIABLE,true,true,278298.00,195172.72,0.7013,613,0,0,99538087.2,
1,20240726,23,3,3,1,AV-2024-002607,6-458280,2026-03,CRC,Actualización de garantía,2024-07-26,CONFIABLE,true,true,608937000.00,469307406.41,0.7707,613,0,0,469307406.41,
1,20240728,2,3,4,1,AV-2024-001492,2-145529,2026-03,USD,Garantía hipotecaria,2024-07-28,CONFIABLE,true,true,162985.00,112619.20,0.691,611,0,0,57435792.0,
1,20240728,7,3,3,3,AV-2024-000856,3-319185,2026-03,CRC,Leasing,2024-07-28,NO_CONFIABLE,true,true,416988000.00,198220821.81,0.4754,611,1,0,198220821.81,198220821.81
1,20240728,10,6,1,1,AV-2024-002853,3-465149,2026-03,CRC,Actualización de garantía,2024-07-28,CONFIABLE,true,true,11847143000.00,5665441794.08,0.4782,611,0,0,5665441794.08,
1,20240728,24,3,8,1,AV-2024-001919,6-571686,2026-03,CRC,Actualización de garantía,2024-07-28,CONFIABLE,true,true,81602000.00,39520409.30,0.4843,611,0,0,39520409.3,
1,20240728,27,2,9,1,AV-2024-002678,1-924825,2026-03,USD,Actualización de garantía,2024-07-28,CONFIABLE,true,true,5320862.00,3789264.91,0.7122,611,0,0,1932525104.1000001,
1,20240728,28,7,1,1,AV-2024-000574,1-642259,2026-03,USD,Seguro,2024-07-28,CONFIABLE,true,false,3806262.00,,,611,0,0,,
1,20240728,31,3,3,1,AV-2024-001410,1-629361,2026-03,USD,Leasing,2024-07-28,CONFIABLE,true,true,105686.00,57405.12,0.5432,611,0,0,29276611.200000003,
1,20240728,34,3,7,3,AV-2024-001983,1-964968,2026-03,CRC,Leasing,2024-07-28,NO_CONFIABLE,true,true,439817000.00,326790888.03,0.743,611,1,0,326790888.03,326790888.03
1,20240729,11,1,3,2,AV-2024-003893,5-484487-357,2026-03,CRC,Actualización de garantía,2024-07-29,REVISAR,true,true,188089000.00,97372435.14,0.5177,610,0,1,97372435.14,
1,20240730,20,3,1,1,AV-2024-001092,7-765518,2026-03,CRC,Garantía hipotecaria,2024-07-30,CONFIABLE,true,true,430668000.00,267121421.24,0.6202,609,0,0,267121421.24,
1,20240731,11,3,3,1,AV-2024-003552,5-966166,2026-03,CRC,Garantía hipotecaria,2024-07-31,CONFIABLE,true,true,798424000.00,531493570.44,0.6657,608,0,0,531493570.44,
1,20240731,22,4,7,1,AV-2024-000197,7-131979-005,2026-03,USD,Garantía hipotecaria,2024-07-31,CONFIABLE,true,true,498502.00,251301.51,0.5041,608,0,0,128163770.10000001,
1,20240731,35,3,3,2,AV-2024-002050,1-529442,2026-03,CRC,Leasing,2024-07-31,REVISAR,true,true,2192655000.00,256603268.38,0.117,608,0,1,256603268.38,
1,20240801,6,6,7,1,AV-2024-001628,2-990994,2026-03,CRC,Actualización de garantía,2024-08-01,CONFIABLE,true,true,4505093000.00,2275002813.43,0.505,607,0,0,2275002813.43,
1,20240801,32,7,5,1,AV-2024-001275,1-200711,2026-03,CRC,Actualización de garantía,2024-08-01,CONFIABLE,true,true,2439694000.00,1702328998.54,0.6978,607,0,0,1702328998.54,
1,20240802,28,9,1,1,AV-2024-001997,1-936072,2026-03,CRC,Leasing,2024-08-02,CONFIABLE,true,true,65503000.00,48699274.32,0.7435,606,0,0,48699274.32,
1,20240802,33,1,1,1,AV-2024-002369,1-647726-197,2026-03,USD,Compraventa,2024-08-02,CONFIABLE,true,false,159208.00,,,606,0,0,,
1,20240803,7,3,6,1,AV-2024-001394,3-873462,2026-03,USD,Contable,2024-08-03,CONFIABLE,true,false,793528.00,,,605,0,0,,
1,20240803,18,3,4,1,AV-2024-002945,4-235692,2026-03,CRC,Garantía hipotecaria,2024-08-03,CONFIABLE,true,true,355162000.00,187444990.97,0.5278,605,0,0,187444990.97,
1,20240803,21,7,1,1,AV-2024-001727,7-488023,2026-03,USD,Leasing,2024-08-03,CONFIABLE,true,true,2197254.00,996607.73,0.4536,605,0,0,508269942.3,
1,20240803,29,3,1,1,AV-2024-003836,1-468746,2026-03,CRC,Leasing,2024-08-03,CONFIABLE,true,true,560208000.00,411514472.47,0.7346,605,0,0,411514472.47,
1,20240803,30,3,8,2,AV-2024-002909,1-332379,2026-03,CRC,Garantía hipotecaria,2024-08-03,REVISAR,true,true,93417000.00,146071254.75,1.5636,605,0,1,146071254.75,
1,20240805,16,1,2,3,AV-2024-000111,4-341659-124,2026-03,CRC,Garantía hipotecaria,2024-08-05,NO_CONFIABLE,true,true,266827000.00,153479442.65,0.5752,603,1,0,153479442.65,153479442.65
1,20240805,29,1,5,1,AV-2024-000959,1-156044-116,2026-03,CRC,Actualización de garantía,2024-08-05,CONFIABLE,true,true,147081000.00,87717208.55,0.5964,603,0,0,87717208.55,
1,20240806,26,1,5,1,AV-2024-002264,1-990876-319,2026-03,USD,Garantía hipotecaria,2024-08-06,CONFIABLE,true,true,254860.00,179044.37,0.7025,602,0,0,91312628.7,
1,20240806,28,3,4,3,AV-2024-003707,1-705720,2026-03,CRC,Garantía hipotecaria,2024-08-06,NO_CONFIABLE,true,true,308307000.00,233401366.45,0.757,602,1,0,233401366.45,233401366.45
1,20240806,28,4,6,1,AV-2024-002314,1-719867-030,2026-03,USD,Garantía hipotecaria,2024-08-06,CONFIABLE,true,true,257969.00,196722.72,0.7626,602,0,0,100328587.2,
1,20240806,29,7,2,1,AV-2024-003858,1-809650,2026-03,USD,Garantía hipotecaria,2024-08-06,CONFIABLE,true,true,1248407.00,837755.56,0.6711,602,0,0,427255335.6,
1,20240806,30,3,5,1,AV-2024-001556,1-864741,2026-03,CRC,Contable,2024-08-06,CONFIABLE,true,false,536310000.00,,,602,0,0,,
1,20240807,7,1,7,1,AV-2024-001264,3-910474-301,2026-03,CRC,Leasing,2024-08-07,CONFIABLE,true,true,438238000.00,299174729.81,0.6827,601,0,0,299174729.81,
1,20240807,11,8,9,1,AV-2024-002074,5-937861,2026-03,USD,Leasing,2024-08-07,CONFIABLE,true,true,13540600.00,5796846.38,0.4281,601,0,0,2956391653.7999997,
1,20240808,1,9,6,1,AV-2024-002623,2-498491,2026-03,CRC,Actualización de garantía,2024-08-08,CONFIABLE,true,true,162469000.00,95914009.14,0.5904,600,0,0,95914009.14,
1,20240808,3,7,5,1,AV-2024-003235,2-629349,2026-03,CRC,Garantía hipotecaria,2024-08-08,CONFIABLE,true,true,545200000.00,417549328.10,0.7659,600,0,0,417549328.1,
1,20240808,34,1,1,2,AV-2024-003156,1-598076-197,2026-03,USD,Seguro,2024-08-08,REVISAR,true,false,587145.00,,,600,0,1,,
1,20240809,17,1,4,1,AV-2024-002434,4-951033-260,2026-03,USD,Leasing,2024-08-09,CONFIABLE,true,true,77056.00,45928.74,0.596,599,0,0,23423657.4,
1,20240809,17,9,7,2,AV-2024-001358,4-472741,2026-03,USD,Leasing,2024-08-09,REVISAR,true,true,62294.00,47533.94,0.7631,599,0,1,24242309.400000002,
1,20240809,24,3,6,1,AV-2024-003848,6-707560,2026-03,USD,Garantía hipotecaria,2024-08-09,CONFIABLE,true,true,603294.00,433918.85,0.7192,599,0,0,221298613.5,
1,20240809,27,9,3,1,AV-2024-000506,1-408265,2026-03,USD,Garantía hipotecaria,2024-08-09,CONFIABLE,true,true,313141.00,202909.47,0.648,599,0,0,103483829.7,
1,20240809,28,4,7,1,AV-2024-002041,1-796626-027,2026-03,USD,Garantía hipotecaria,2024-08-09,CONFIABLE,true,true,495176.00,271175.50,0.5476,599,0,0,138299505.0,
1,20240809,29,2,5,1,AV-2024-003003,1-822412,2026-03,USD,Leasing,2024-08-09,CONFIABLE,true,true,634662.00,480707.40,0.7574,599,0,0,245160774.0,
1,20240809,33,1,5,1,AV-2024-000160,1-205160-102,2026-03,USD,Garantía hipotecaria,2024-08-09,CONFIABLE,true,true,381997.00,191327.00,0.5009,599,0,0,97576770.0,
1,20240810,16,3,1,3,AV-2024-001788, ,2026-03,CRC,Contable,2024-08-10,NO_CONFIABLE,true,false,218655000.00,,,598,1,0,,
1,20240810,20,3,8,1,AV-2024-002652,7-344737,2026-03,USD,Seguro,2024-08-10,CONFIABLE,true,false,145349.00,,,598,0,0,,
1,20240811,1,1,2,1,AV-2024-000582,2-848895-077,2026-03,USD,Garantía hipotecaria,2024-08-11,CONFIABLE,true,true,119807.00,56981.89,0.4756,597,0,0,29060763.9,
1,20240811,15,3,7,1,AV-2024-003464,4-439736,2026-03,CRC,Contable,2024-08-11,CONFIABLE,true,false,899585000.00,,,597,0,0,,
1,20240811,21,8,1,1,AV-2024-003186,7-811712,2026-03,CRC,Garantía hipotecaria,2024-08-11,CONFIABLE,true,true,5410611000.00,3325607778.36,0.6146,597,0,0,3325607778.36,
1,20240811,24,7,7,3,AV-2024-003137,6-983218,2026-03,USD,Contable,2024-08-11,NO_CONFIABLE,true,false,3835591.00,,,597,1,0,,
1,20240811,27,1,4,3,AV-2024-003448,1-400433-186,2026-03,USD,Actualización de garantía,2024-08-11,NO_CONFIABLE,true,true,927661.00,429171.96,0.4626,597,2,0,218877699.60000002,429171.96
1,20240812,4,3,1,1,AV-2024-001672,2-899600,2026-03,USD,Garantía hipotecaria,2024-08-12,CONFIABLE,true,true,311446.00,161971.35,0.5201,596,0,0,82605388.5,
1,20240812,7,4,8,1,AV-2024-002570,3-780735-379,2026-03,USD,Actualización de garantía,2024-08-12,CONFIABLE,true,true,612829.00,388748.33,0.6344,596,0,0,198261648.3,
1,20240812,33,1,2,1,AV-2024-001534,1-630202-180,2026-03,USD,Actualización de garantía,2024-08-12,CONFIABLE,true,true,197821.00,132546.39,0.67,596,0,0,67598658.9,
1,20240813,7,3,7,2,AV-2024-001399,3-747665,2026-03,CRC,Garantía hipotecaria,2024-08-13,REVISAR,true,true,1663063000.00,372504012.61,0.224,595,0,1,372504012.61,
1,20240813,27,4,8,1,AV-2024-003644,1-982842-314,2026-03,USD,Garantía hipotecaria,2024-08-13,CONFIABLE,true,true,770068.00,504734.65,0.6554,595,0,0,257414671.5,
1,20240813,28,1,1,1,AV-2024-000968,1-743773-019,2026-03,CRC,Leasing,2024-08-13,CONFIABLE,true,true,337230000.00,147878152.34,0.4385,595,0,0,147878152.34,
1,20240814,7,4,2,1,AV-2024-003437,3-359117-347,2026-03,USD,Leasing,2024-08-14,CONFIABLE,true,true,339932.00,228966.72,0.6736,594,0,0,116773027.2,
1,20240814,22,8,6,1,AV-2024-003782,7-110266,2026-03,CRC,Actualización de garantía,2024-08-14,CONFIABLE,true,true,1252688000.00,930253692.81,0.7426,594,0,0,930253692.81,
1,20240814,27,2,1,1,AV-2024-003723,1-796122,2026-03,USD,Actualización de garantía,2024-08-14,CONFIABLE,true,true,10985104.00,8100198.60,0.7374,594,0,0,4131101286.0,
1,20240815,8,9,4,1,AV-2024-001751,3-869555,2026-03,CRC,Leasing,2024-08-15,CONFIABLE,true,true,186170000.00,121860556.16,0.6546,593,0,0,121860556.16,
1,20240815,28,7,2,1,AV-2024-001426,1-265396,2026-03,CRC,Garantía hipotecaria,2024-08-15,CONFIABLE,true,true,1631725000.00,1053160485.06,0.6454,593,0,0,1053160485.06,
1,20240815,35,1,3,1,AV-2024-000433,1-339608-186,2026-03,CRC,Garantía hipotecaria,2024-08-15,CONFIABLE,true,true,175503000.00,82847775.25,0.4721,593,0,0,82847775.25,
1,20240816,1,5,6,1,AV-2024-000100,2-413180,2026-03,USD,Contable,2024-08-16,CONFIABLE,true,false,2363956.00,,,592,0,0,,
1,20240816,10,3,1,1,AV-2024-000008,3-400519,2026-03,CRC,Leasing,2024-08-16,CONFIABLE,true,true,271531000.00,145441751.90,0.5356,592,0,0,145441751.9,
1,20240816,13,3,9,1,AV-2024-003298,5-680769,2026-03,CRC,Seguro,2024-08-16,CONFIABLE,true,false,249724000.00,,,592,0,0,,
1,20240816,22,3,9,1,AV-2024-001197,7-629250,2026-03,CRC,Compraventa,2024-08-16,CONFIABLE,true,false,827737000.00,,,592,0,0,,
1,20240818,29,3,5,1,AV-2024-000711,1-304332,2026-03,CRC,Seguro,2024-08-18,CONFIABLE,true,false,582387000.00,,,590,0,0,,
1,20240818,29,3,8,1,AV-2024-003982,1-167697,2026-03,CRC,Garantía hipotecaria,2024-08-18,CONFIABLE,true,true,198247000.00,135804288.46,0.685,590,0,0,135804288.46,
1,20240819,5,6,1,1,AV-2024-001416,2-513635,2026-03,CRC,Garantía hipotecaria,2024-08-19,CONFIABLE,true,true,18964461000.00,10978774331.70,0.5789,589,0,0,10978774331.7,
1,20240819,7,9,2,1,AV-2024-000382,3-500072,2026-03,CRC,Garantía hipotecaria,2024-08-19,CONFIABLE,true,true,238304000.00,163922401.87,0.6879,589,0,0,163922401.87,
1,20240819,16,1,2,1,AV-2024-003621,4-692578-276,2026-03,USD,Actualización de garantía,2024-08-19,CONFIABLE,true,true,402590.00,181643.92,0.4512,589,0,0,92638399.2,
1,20240819,26,9,2,2,AV-2024-000985,1-804116,2026-03,CRC,Leasing,2024-08-19,REVISAR,true,true,704955000.00,91924608.46,0.1304,589,0,1,91924608.46,
1,20240819,29,3,7,1,AV-2024-001158,1-757103,2026-03,CRC,Garantía hipotecaria,2024-08-19,CONFIABLE,true,true,720493000.00,489894719.11,0.6799,589,0,0,489894719.11,
1,20240820,33,7,2,1,AV-2024-001903,1-398962,2026-03,CRC,Garantía hipotecaria,2024-08-20,CONFIABLE,true,true,1223242000.00,695556298.91,0.5686,588,0,0,695556298.91,
1,20240821,7,4,6,1,AV-2024-003509,3-926038-296,2026-03,USD,Garantía hipotecaria,2024-08-21,CONFIABLE,true,true,376058.00,210172.67,0.5589,587,0,0,107188061.7,
1,20240821,9,2,4,1,AV-2024-003411,3-925039,2026-03,USD,Actualización de garantía,2024-08-21,CONFIABLE,true,true,2471650.00,1480760.92,0.5991,587,0,0,755188069.1999999,
1,20240821,16,1,1,2,AV-2024-003928,4-190235-030,2026-03,USD,Actualización de garantía,2024-08-21,REVISAR,true,true,274144.00,129061.74,0.4708,587,0,1,65821487.400000006,
1,20240822,1,7,4,1,AV-2024-002179,2-269333,2026-03,CRC,Compraventa,2024-08-22,CONFIABLE,true,false,3482325000.00,,,586,0,0,,
1,20240822,3,3,5,1,AV-2024-000270,2-852642,2026-03,CRC,Actualización de garantía,2024-08-22,CONFIABLE,true,true,391892000.00,188043712.40,0.4798,586,0,0,188043712.4,
1,20240822,11,4,9,1,AV-2024-001464,5-354428-128,2026-03,USD,Garantía hipotecaria,2024-08-22,CONFIABLE,true,true,707911.00,503099.56,0.7107,586,0,0,256580775.6,
1,20240823,15,3,1,1,AV-2024-001164,4-414363,2026-03,USD,Leasing,2024-08-23,CONFIABLE,true,true,573649.00,417782.54,0.7283,585,0,0,213069095.39999998,
1,20240823,23,9,2,1,AV-2024-002586,6-598654,2026-03,CRC,Garantía hipotecaria,2024-08-23,CONFIABLE,true,true,262174000.00,149866591.64,0.5716,585,0,0,149866591.64,
1,20240823,29,3,8,2,AV-2024-003388,1-186132,2026-03,CRC,Seguro,2024-08-23,REVISAR,true,false,1450383000.00,,,585,0,1,,
1,20240823,29,9,4,1,AV-2024-003282,1-792896,2026-03,CRC,Leasing,2024-08-23,CONFIABLE,true,true,180751000.00,75899858.82,0.4199,585,0,0,75899858.82,
1,20240823,30,1,1,1,AV-2024-002939,1-594145-374,2026-03,USD,Compraventa,2024-08-23,CONFIABLE,true,false,297439.00,,,585,0,0,,
1,20240823,34,1,8,1,AV-2024-002191,1-562162-181,2026-03,USD,Garantía hipotecaria,2024-08-23,CONFIABLE,true,true,452292.00,267876.84,0.5923,585,0,0,136617188.4,
1,20240824,24,6,1,1,AV-2024-002689,6-338433,2026-03,CRC,Actualización de garantía,2024-08-24,CONFIABLE,true,true,10531862000.00,6159290607.89,0.5848,584,0,0,6159290607.89,
1,20240824,35,3,7,1,AV-2024-002389,1-690226,2026-03,CRC,Seguro,2024-08-24,CONFIABLE,true,false,1039768000.00,,,584,0,0,,
1,20240825,10,2,4,1,AV-2024-001114,3-542593,2026-03,USD,Garantía hipotecaria,2024-08-25,CONFIABLE,true,true,3868279.00,3018815.87,0.7804,583,0,0,1539596093.7,
1,20240825,30,1,1,1,AV-2024-001502,1-538239-392,2026-03,USD,Actualización de garantía,2024-08-25,CONFIABLE,true,true,448881.00,299217.23,0.6666,583,0,0,152600787.29999998,
