sk_corte,sk_regla,sk_fecha_valor,sk_geografia,sk_tipologia,sk_perito,sk_confiabilidad,id_avaluo,numero_finca,corte,rule_id,accion,campo,valor_observado,condicion_esperada,incidencias
1,6,20220406,23,3,4,2,AV-2025-002900,6-995420,2026-03,R-06,REVISA,latitud; longitud,"9.548723, -85.237646",a menos de 8 km del centroide; observado 67.2 km,1
1,6,20220413,34,1,5,2,AV-2025-000400,1-185516-383,2026-03,R-06,REVISA,latitud; longitud,"10.495868, -83.844719",a menos de 4 km del centroide; observado 72.7 km,1
1,6,20220516,18,3,4,2,AV-2025-000354,4-494820,2026-03,R-06,REVISA,latitud; longitud,"10.060463, -83.563828",a menos de 3 km del centroide; observado 58.3 km,1
1,6,20220518,34,1,3,2,AV-2025-002635,1-881657-129,2026-03,R-06,REVISA,latitud; longitud,"9.445885, -84.254099",a menos de 4 km del centroide; observado 54.7 km,1
1,6,20220607,27,4,7,2,AV-2024-001171,1-237457-135,2026-03,R-06,REVISA,latitud; longitud,"-84.057788, 9.894584",coordenada dentro del territorio nacional,1
1,6,20220609,9,3,3,2,AV-2024-001850,3-195465,2026-03,R-06,REVISA,latitud; longitud,"10.266142, -83.771939",a menos de 6 km del centroide; observado 48.7 km,1
1,6,20220716,1,2,3,2,AV-2025-002882,2-306590,2026-03,R-06,REVISA,latitud; longitud,"9.569798, -85.200816",a menos de 4 km del centroide; observado 119.2 km,1
1,6,20220928,34,1,3,2,AV-2025-003924,1-950043-355,2026-03,R-06,REVISA,latitud; longitud,"10.335247, -84.440728",a menos de 4 km del centroide; observado 52.9 km,1
1,6,20221005,34,2,3,2,AV-2024-000394,1-593321,2026-03,R-06,REVISA,latitud; longitud,"9.482738, -84.198442",a menos de 4 km del centroide; observado 50.1 km,1
1,6,20221006,34,3,7,2,AV-2025-000639,1-891744,2026-03,R-06,REVISA,latitud; longitud,"9.385406, -83.486437",a menos de 4 km del centroide; observado 97.7 km,1
1,6,20221010,1,4,4,2,AV-2025-000911,2-387681-032,2026-03,R-06,REVISA,latitud; longitud,"9.828876, -84.60024",a menos de 4 km del centroide; observado 47.3 km,1
1,6,20221120,27,7,3,2,AV-2025-001463,1-854217,2026-03,R-06,REVISA,latitud; longitud,"10.016398, -83.096885",a menos de 4 km del centroide; observado 107.0 km,1
1,6,20221125,16,5,8,2,AV-2024-002929,4-980604,2026-03,R-06,REVISA,latitud; longitud,"9.74812, -83.590902",a menos de 3 km del centroide; observado 64.0 km,1
1,6,20221208,33,1,9,2,AV-2025-003778,1-343745-062,2026-03,R-06,REVISA,latitud; longitud,"-84.071708, 9.934487",coordenada dentro del territorio nacional,1
1,6,20221219,8,3,4,2,AV-2025-003851,3-369618,2026-03,R-06,REVISA,latitud; longitud,"9.15574, -83.456587",a menos de 4 km del centroide; observado 101.8 km,1
1,6,20221229,15,1,7,2,AV-2025-000753,4-552428-381,2026-03,R-06,REVISA,latitud; longitud,"9.493471, -83.698714",a menos de 3 km del centroide; observado 75.6 km,1
1,6,20230116,22,4,1,2,AV-2025-001887,7-202111-315,2026-03,R-06,REVISA,latitud; longitud,"10.31766, -83.537956",a menos de 12 km del centroide; observado 99.8 km,1
1,6,20230124,15,3,4,2,AV-2025-002542,4-747282,2026-03,R-06,REVISA,latitud; longitud,"-84.181062, 9.988747",coordenada dentro del territorio nacional,1
1,6,20230211,7,4,7,2,AV-2024-003052,3-476406-368,2026-03,R-06,REVISA,latitud; longitud,"10.231918, -84.183537",a menos de 3 km del centroide; observado 50.1 km,1
1,6,20230212,32,2,7,2,AV-2024-003038,1-805080,2026-03,R-06,REVISA,latitud; longitud,"-83.726128, 9.339787",coordenada dentro del territorio nacional,1
1,6,20230223,7,5,1,2,AV-2024-003501,3-362859,2026-03,R-06,REVISA,latitud; longitud,"9.018894, -83.607868",a menos de 3 km del centroide; observado 100.0 km,1
1,6,20230321,28,4,3,2,AV-2025-003935,1-760221-384,2026-03,R-06,REVISA,latitud; longitud,"10.237908, -84.480561",a menos de 4 km del centroide; observado 51.5 km,1
1,6,20230424,16,2,5,2,AV-2025-000210,4-337225,2026-03,R-06,REVISA,latitud; longitud,"9.234424, -84.466363",a menos de 3 km del centroide; observado 93.1 km,1
1,6,20230523,30,1,5,2,AV-2024-000923,1-442776-172,2026-03,R-06,REVISA,latitud; longitud,"9.218198, -83.480106",a menos de 3 km del centroide; observado 101.1 km,1
1,6,20230605,34,1,3,2,AV-2025-002996,1-413533-156,2026-03,R-06,REVISA,latitud; longitud,"-84.176607, 9.940213",coordenada dentro del territorio nacional,1
1,6,20230609,1,7,3,2,AV-2024-001009,2-426171,2026-03,R-06,REVISA,latitud; longitud,"-84.200321, 10.024186",coordenada dentro del territorio nacional,1
1,6,20230614,1,1,7,2,AV-2025-003534,2-992351-212,2026-03,R-06,REVISA,latitud; longitud,"10.475716, -83.737488",a menos de 4 km del centroide; observado 72.9 km,1
1,6,20230624,17,9,3,2,AV-2025-000075,4-127064,2026-03,R-06,REVISA,latitud; longitud,"-84.08156, 10.012435",coordenada dentro del territorio nacional,1
1,6,20230711,4,7,8,2,AV-2025-002804,2-664654,2026-03,R-06,REVISA,latitud; longitud,"-84.400067, 10.345762",coordenada dentro del territorio nacional,1
1,6,20230712,27,4,7,2,AV-2024-003649,1-828461-301,2026-03,R-06,REVISA,latitud; longitud,"10.19502, -83.617839",a menos de 4 km del centroide; observado 59.1 km,1
1,6,20230722,24,2,2,2,AV-2026-002608,6-728012,2026-03,R-06,REVISA,latitud; longitud,"9.839309, -84.135656",a menos de 5 km del centroide; observado 77.6 km,1
1,6,20230726,28,5,3,2,AV-2026-000231,1-667905,2026-03,R-06,REVISA,latitud; longitud,"10.373616, -83.279592",a menos de 4 km del centroide; observado 106.9 km,1
1,6,20230807,9,2,7,2,AV-2026-001136,3-449262,2026-03,R-06,REVISA,latitud; longitud,"9.577786, -84.732535",a menos de 6 km del centroide; observado 99.2 km,1
1,6,20230824,34,1,7,2,AV-2025-001952,1-545157-109,2026-03,R-06,REVISA,latitud; longitud,"-84.170613, 9.925001",coordenada dentro del territorio nacional,1
1,6,20230825,21,7,3,2,AV-2025-001240,7-241624,2026-03,R-06,REVISA,latitud; longitud,"9.792244, -83.484559",a menos de 10 km del centroide; observado 57.4 km,1
1,6,20230906,16,3,3,2,AV-2025-000273,4-282947,2026-03,R-06,REVISA,latitud; longitud,"9.240063, -84.105137",a menos de 3 km del centroide; observado 84.3 km,1
1,6,20230921,28,9,4,2,AV-2025-002334,1-667417,2026-03,R-06,REVISA,latitud; longitud,"9.446441, -84.15591",a menos de 4 km del centroide; observado 52.6 km,1
1,6,20230927,18,3,5,2,AV-2025-001623,4-456725,2026-03,R-06,REVISA,latitud; longitud,"10.028239, -83.424663",a menos de 3 km del centroide; observado 73.1 km,1
1,6,20231021,7,1,8,2,AV-2025-001121,3-212716-130,2026-03,R-06,REVISA,latitud; longitud,"9.637569, -84.2119",a menos de 3 km del centroide; observado 40.8 km,1
1,6,20231026,18,9,7,2,AV-2025-001582,4-119756,2026-03,R-06,REVISA,latitud; longitud,"10.896756, -83.69598",a menos de 3 km del centroide; observado 110.7 km,1
1,6,20231111,31,9,3,2,AV-2026-001897,1-723240,2026-03,R-06,REVISA,latitud; longitud,"10.136875, -83.816078",a menos de 15 km del centroide; observado 63.5 km,1
1,6,20231213,18,1,8,2,AV-2024-002634,4-789541-195,2026-03,R-06,REVISA,latitud; longitud,"9.821477, -85.15065",a menos de 3 km del centroide; observado 117.5 km,1
1,6,20240229,33,3,1,2,AV-2024-001315,1-975113,2026-03,R-06,REVISA,latitud; longitud,"9.908936, -84.536854",a menos de 2 km del centroide; observado 50.8 km,1
1,6,20240414,14,4,3,2,AV-2024-002208,5-998930-213,2026-03,R-06,REVISA,latitud; longitud,"9.471344, -86.055185",coordenada dentro del territorio nacional,1
1,6,20240421,16,7,5,2,AV-2024-001456,4-718035,2026-03,R-06,REVISA,latitud; longitud,"10.258561, -83.715469",a menos de 3 km del centroide; observado 52.6 km,1
1,6,20240510,33,3,7,2,AV-2024-002874,1-376477,2026-03,R-06,REVISA,latitud; longitud,"9.56457, -84.07007",a menos de 2 km del centroide; observado 41.4 km,1
1,6,20240517,26,3,4,2,AV-2024-003476,1-955663,2026-03,R-06,REVISA,latitud; longitud,"10.499941, -83.742329",a menos de 3 km del centroide; observado 72.2 km,1
1,6,20240520,11,4,4,2,AV-2024-001067,5-742547-121,2026-03,R-06,REVISA,latitud; longitud,"-85.66088, 10.551601",coordenada dentro del territorio nacional,1
1,6,20240523,15,2,6,2,AV-2024-001237,4-517503,2026-03,R-06,REVISA,latitud; longitud,"-84.174575, 9.981086",coordenada dentro del territorio nacional,1
1,6,20240528,18,4,8,2,AV-2024-001645,4-927315-009,2026-03,R-06,REVISA,latitud; longitud,"10.680238, -84.633055",a menos de 3 km del centroide; observado 97.9 km,1
1,6,20240703,30,7,3,2,AV-2024-001037,1-704255,2026-03,R-06,REVISA,latitud; longitud,"10.486147, -83.701233",a menos de 3 km del centroide; observado 72.4 km,1
1,6,20240704,22,3,1,2,AV-2024-000370,7-452099,2026-03,R-06,REVISA,latitud; longitud,"-82.881433, 9.700504",coordenada dentro del territorio nacional,1
1,6,20240711,10,3,9,3,AV-2024-001707,3-565384,2026-03,R-06,REVISA,latitud; longitud,"-83.722198, 9.925346",coordenada dentro del territorio nacional,1
1,6,20240721,8,4,5,2,AV-2024-000725,3-806276-175,2026-03,R-06,REVISA,latitud; longitud,"10.565028, -84.204815",a menos de 4 km del centroide; observado 77.0 km,1
1,6,20240725,26,4,1,3,AV-2024-001351,1-455525-053,2026-03,R-06,REVISA,latitud; longitud,"9.741375, -82.961331",a menos de 3 km del centroide; observado 119.0 km,1
1,6,20240729,11,1,3,2,AV-2024-003893,5-484487-357,2026-03,R-06,REVISA,latitud; longitud,"10.69602, -84.909127",a menos de 10 km del centroide; observado 85.2 km,1
1,6,20240808,34,1,1,2,AV-2024-003156,1-598076-197,2026-03,R-06,REVISA,latitud; longitud,"9.155031, -84.625448",a menos de 4 km del centroide; observado 99.2 km,1
1,6,20240809,17,9,7,2,AV-2024-001358,4-472741,2026-03,R-06,REVISA,latitud; longitud,"9.585379, -83.120287",a menos de 4 km del centroide; observado 116.5 km,1
1,6,20240821,16,1,1,2,AV-2024-003928,4-190235-030,2026-03,R-06,REVISA,latitud; longitud,"9.305246, -83.735522",a menos de 3 km del centroide; observado 87.6 km,1
1,6,20240906,28,4,2,3,AV-2024-003204,1-728393-011,2026-03,R-06,REVISA,latitud; longitud,"9.424516, -83.39752",a menos de 4 km del centroide; observado 98.2 km,1
1,6,20240909,11,4,8,3,AV-2024-002802,5-269021-004,2026-03,R-06,REVISA,latitud; longitud,"10.589422, -85.214935",a menos de 10 km del centroide; observado 50.2 km,1
1,6,20240911,7,1,6,2,AV-2024-001538,3-457809-373,2026-03,R-06,REVISA,latitud; longitud,"9.943961, -82.909721",a menos de 3 km del centroide; observado 110.9 km,1
1,6,20240911,8,3,8,2,AV-2024-002711,3-420644,2026-03,R-06,REVISA,latitud; longitud,"9.685948, -83.263109",a menos de 4 km del centroide; observado 83.0 km,1
1,6,20240911,13,3,3,2,AV-2024-000763,5-940740,2026-03,R-06,REVISA,latitud; longitud,"-85.491342, 10.130449",coordenada dentro del territorio nacional,1
1,6,20240913,9,9,3,2,AV-2024-002708,3-979647,2026-03,R-06,REVISA,latitud; longitud,"-83.887162, 9.836938",coordenada dentro del territorio nacional,1
1,6,20240922,8,3,1,2,AV-2024-000662,3-879605,2026-03,R-06,REVISA,latitud; longitud,"-83.982847, 9.910286",coordenada dentro del territorio nacional,1
1,6,20241002,26,4,3,2,AV-2024-000258,1-793119-348,2026-03,R-06,REVISA,latitud; longitud,"-84.029116, 9.930744",coordenada dentro del territorio nacional,1
1,6,20241004,20,3,7,2,AV-2024-000512,7-327158,2026-03,R-06,REVISA,latitud; longitud,"9.128976, -82.88264",a menos de 6 km del centroide; observado 97.3 km,1
1,6,20241009,17,4,2,2,AV-2024-001738,4-285585-097,2026-03,R-06,REVISA,latitud; longitud,"-84.096553, 9.99834",coordenada dentro del territorio nacional,1
1,6,20241017,34,7,5,2,AV-2024-001785,1-443589,2026-03,R-06,REVISA,latitud; longitud,"-84.164507, 9.936401",coordenada dentro del territorio nacional,1
1,6,20241026,17,9,7,3,AV-2024-002335,4-925160,2026-03,R-06,REVISA,latitud; longitud,"-84.092358, 10.028144",coordenada dentro del territorio nacional,1
1,6,20241027,29,1,4,2,AV-2024-002902,1-431572-129,2026-03,R-06,REVISA,latitud; longitud,"-84.044635, 9.949521",coordenada dentro del territorio nacional,1
1,6,20241027,34,3,4,2,AV-2024-002155,1-201184,2026-03,R-06,REVISA,latitud; longitud,"-84.188067, 9.951224",coordenada dentro del territorio nacional,1
1,6,20241105,13,7,2,2,AV-2024-000026,5-497653,2026-03,R-06,REVISA,latitud; longitud,"10.737573, -85.315795",a menos de 10 km del centroide; observado 67.2 km,1
1,6,20241108,26,7,7,2,AV-2024-000357,1-754013,2026-03,R-06,REVISA,latitud; longitud,"-84.032861, 9.911945",coordenada dentro del territorio nacional,1
1,6,20241113,2,9,4,2,AV-2024-002233,2-511911,2026-03,R-06,REVISA,latitud; longitud,"9.389434, -83.772352",a menos de 8 km del centroide; observado 93.4 km,1
1,6,20241123,2,3,7,2,AV-2024-002881,2-132643,2026-03,R-06,REVISA,latitud; longitud,"10.509585, -83.880913",a menos de 8 km del centroide; observado 80.5 km,1
1,6,20241126,28,9,6,2,AV-2024-003602,1-854097,2026-03,R-06,REVISA,latitud; longitud,"10.560576, -84.440237",a menos de 4 km del centroide; observado 78.5 km,1
1,6,20241129,18,7,3,2,AV-2024-003503,4-388625,2026-03,R-06,REVISA,latitud; longitud,"10.16166, -84.837643",a menos de 3 km del centroide; observado 84.3 km,1
1,6,20241201,30,9,3,2,AV-2024-000121,1-247630,2026-03,R-06,REVISA,latitud; longitud,"9.283223, -84.438363",a menos de 3 km del centroide; observado 83.9 km,1
1,6,20241204,19,8,8,2,AV-2024-001527,4-305699,2026-03,R-06,REVISA,latitud; longitud,"9.675332, -84.321647",a menos de 20 km del centroide; observado 94.2 km,1
1,6,20241204,32,8,9,2,AV-2024-003595,1-579136,2026-03,R-06,REVISA,latitud; longitud,"9.440012, -83.242384",a menos de 12 km del centroide; observado 50.7 km,1
1,6,20241212,28,4,3,3,AV-2024-001568,1-627650-068,2026-03,R-06,REVISA,latitud; longitud,"9.72839, -84.708696",a menos de 4 km del centroide; observado 65.8 km,1
1,6,20241218,16,3,1,2,AV-2024-002142,4-339088,2026-03,R-06,REVISA,latitud; longitud,"-84.106414, 9.986191",coordenada dentro del territorio nacional,1
1,6,20241219,34,2,4,2,AV-2024-003258,1-761303,2026-03,R-06,REVISA,latitud; longitud,"-84.197022, 9.938234",coordenada dentro del territorio nacional,1
1,6,20241223,32,3,9,2,AV-2024-000613,1-604192,2026-03,R-06,REVISA,latitud; longitud,"-83.672983, 9.388963",coordenada dentro del territorio nacional,1
1,6,20250102,18,1,2,2,AV-2025-003297,4-254214-247,2026-03,R-06,REVISA,latitud; longitud,"9.529082, -84.506313",a menos de 3 km del centroide; observado 67.8 km,1
1,6,20250108,15,2,1,2,AV-2025-001462,4-679451,2026-03,R-06,REVISA,latitud; longitud,"10.55143, -83.26571",a menos de 3 km del centroide; observado 118.9 km,1
1,6,20250108,27,3,3,2,AV-2025-003550,1-781452,2026-03,R-06,REVISA,latitud; longitud,"9.852634, -84.705921",a menos de 4 km del centroide; observado 70.2 km,1
1,6,20250115,17,7,7,2,AV-2025-001549,4-222371,2026-03,R-06,REVISA,latitud; longitud,"9.64916, -83.245731",a menos de 4 km del centroide; observado 101.1 km,1
1,6,20250116,18,1,4,2,AV-2025-000378,4-851918-351,2026-03,R-06,REVISA,latitud; longitud,"9.864214, -85.081914",a menos de 3 km del centroide; observado 109.4 km,1
1,6,20250118,7,4,7,2,AV-2025-002479,3-609182-252,2026-03,R-06,REVISA,latitud; longitud,"10.210101, -83.570143",a menos de 3 km del centroide; observado 54.2 km,1
1,6,20250118,16,3,3,3,AV-2025-001122,4-536875,2026-03,R-06,REVISA,latitud; longitud,"-84.128691, 9.999166",coordenada dentro del territorio nacional,1
1,6,20250120,12,7,3,2,AV-2025-000042,5-751971,2026-03,R-06,REVISA,latitud; longitud,"11.514155, -85.913867",coordenada dentro del territorio nacional,1
1,6,20250124,11,4,3,2,AV-2025-002674,5-445493-039,2026-03,R-06,REVISA,latitud; longitud,"-85.702233, 10.548473",coordenada dentro del territorio nacional,1
1,6,20250129,9,3,1,2,AV-2025-003689,3-950655,2026-03,R-06,REVISA,latitud; longitud,"-83.875026, 9.812656",coordenada dentro del territorio nacional,1
1,6,20250203,26,3,3,2,AV-2025-003597,1-581813,2026-03,R-06,REVISA,latitud; longitud,"9.856529, -84.985076",a menos de 3 km del centroide; observado 104.5 km,1
1,6,20250206,11,8,8,2,AV-2025-000543,5-598561,2026-03,R-06,REVISA,latitud; longitud,"9.809232, -84.871937",a menos de 10 km del centroide; observado 118.5 km,1
1,6,20250209,35,5,7,2,AV-2025-002548,1-430689,2026-03,R-06,REVISA,latitud; longitud,"10.230006, -84.413508",a menos de 3 km del centroide; observado 47.3 km,1
1,6,20250211,2,9,9,2,AV-2025-003665,2-516069,2026-03,R-06,REVISA,latitud; longitud,"9.898744, -83.817727",a menos de 8 km del centroide; observado 62.2 km,1
1,6,20250214,32,6,7,2,AV-2025-000333,1-300341,2026-03,R-06,REVISA,latitud; longitud,"9.933873, -84.09648",a menos de 12 km del centroide; observado 75.8 km,1
1,6,20250215,33,7,8,2,AV-2025-000886,1-120483,2026-03,R-06,REVISA,latitud; longitud,"-84.077932, 9.932343",coordenada dentro del territorio nacional,1
1,6,20250225,26,3,3,2,AV-2025-002092,1-342583,2026-03,R-06,REVISA,latitud; longitud,"10.195162, -84.521844",a menos de 3 km del centroide; observado 61.8 km,1
1,6,20250227,20,2,2,2,AV-2025-002340,7-700298,2026-03,R-06,REVISA,latitud; longitud,"10.375009, -82.800061",a menos de 6 km del centroide; observado 49.9 km,1
1,6,20250303,10,3,6,2,AV-2025-003272,3-242379,2026-03,R-06,REVISA,latitud; longitud,"-83.648493, 9.929972",coordenada dentro del territorio nacional,1
1,6,20250310,14,4,3,3,AV-2025-001713,5-132618-283,2026-03,R-06,REVISA,latitud; longitud,"10.934845, -86.236309",coordenada dentro del territorio nacional,1
1,6,20250310,15,9,3,2,AV-2025-003217,4-336693,2026-03,R-06,REVISA,latitud; longitud,"-84.18289, 9.983605",coordenada dentro del territorio nacional,1
1,6,20250311,8,7,9,2,AV-2025-002287,3-363061,2026-03,R-06,REVISA,latitud; longitud,"10.363706, -84.752284",a menos de 4 km del centroide; observado 98.0 km,1
1,6,20250313,23,4,2,2,AV-2025-002433,6-197721-024,2026-03,R-06,REVISA,latitud; longitud,"8.75711, -85.129372",a menos de 8 km del centroide; observado 110.1 km,1
1,6,20250317,34,2,6,2,AV-2025-002773,1-344508,2026-03,R-06,REVISA,latitud; longitud,"9.388175, -83.890253",a menos de 4 km del centroide; observado 68.6 km,1
1,6,20250318,33,5,1,2,AV-2025-003676,1-648320,2026-03,R-06,REVISA,latitud; longitud,"-84.083951, 9.933049",coordenada dentro del territorio nacional,1
1,6,20250327,34,4,9,2,AV-2025-001604,1-387288-220,2026-03,R-06,REVISA,latitud; longitud,"10.489808, -83.976608",a menos de 4 km del centroide; observado 65.9 km,1
1,6,20250401,16,1,6,2,AV-2025-001671,4-223457-286,2026-03,R-06,REVISA,latitud; longitud,"10.373818, -84.429444",a menos de 3 km del centroide; observado 54.0 km,1
1,6,20250406,9,1,1,2,AV-2025-003444,3-954324-335,2026-03,R-06,REVISA,latitud; longitud,"-83.892031, 9.824135",coordenada dentro del territorio nacional,1
1,6,20250406,26,3,7,2,AV-2025-002599,1-286287,2026-03,R-06,REVISA,latitud; longitud,"9.156123, -84.146577",a menos de 3 km del centroide; observado 85.5 km,1
1,6,20250411,3,3,1,2,AV-2025-000271,2-959764,2026-03,R-06,REVISA,latitud; longitud,"10.84548, -84.000989",a menos de 8 km del centroide; observado 92.4 km,1
1,6,20250412,18,1,6,2,AV-2025-002045,4-972867-394,2026-03,R-06,REVISA,latitud; longitud,"10.096036, -84.960973",a menos de 3 km del centroide; observado 96.2 km,1
1,6,20250412,31,8,5,2,AV-2025-003950,1-559908,2026-03,R-06,REVISA,latitud; longitud,"9.520657, -83.93385",a menos de 15 km del centroide; observado 55.7 km,1
1,6,20250419,4,8,2,2,AV-2025-001144,2-137582,2026-03,R-06,REVISA,latitud; longitud,"10.973678, -84.139074",a menos de 10 km del centroide; observado 79.0 km,1
1,6,20250420,30,4,8,3,AV-2025-000001,1-206214-301,2026-03,R-06,REVISA,latitud; longitud,"9.774689, -83.148196",a menos de 3 km del centroide; observado 100.4 km,1
1,6,20250421,26,4,8,2,AV-2025-002533,1-829913-042,2026-03,R-06,REVISA,latitud; longitud,"9.43102, -84.578052",a menos de 3 km del centroide; observado 80.6 km,1
1,6,20250425,33,1,8,2,AV-2025-003524,1-122100-080,2026-03,R-06,REVISA,latitud; longitud,"9.122977, -83.513259",a menos de 2 km del centroide; observado 109.4 km,1
1,6,20250502,16,1,4,2,AV-2025-002157,4-706875-232,2026-03,R-06,REVISA,latitud; longitud,"9.550544, -83.510348",a menos de 3 km del centroide; observado 83.0 km,1
1,6,20250505,20,6,5,2,AV-2025-001413,7-691826,2026-03,R-06,REVISA,latitud; longitud,"10.856735, -82.427222",coordenada dentro del territorio nacional,1
1,6,20250506,8,3,1,2,AV-2025-000935,3-754199,2026-03,R-06,REVISA,latitud; longitud,"9.097161, -84.441621",a menos de 4 km del centroide; observado 102.9 km,1
1,6,20250506,31,9,7,2,AV-2025-001769,1-897518,2026-03,R-06,REVISA,latitud; longitud,"9.372707, -83.499759",a menos de 15 km del centroide; observado 104.1 km,1
1,6,20250516,7,4,7,2,AV-2025-000816,3-351842-062,2026-03,R-06,REVISA,latitud; longitud,"-83.920341, 9.847949",coordenada dentro del territorio nacional,1
1,6,20250519,22,8,9,2,AV-2025-001781,7-767073,2026-03,R-06,REVISA,latitud; longitud,"9.518753, -83.307907",a menos de 12 km del centroide; observado 56.4 km,1
1,6,20250521,1,4,5,2,AV-2025-002893,2-123541-038,2026-03,R-06,REVISA,latitud; longitud,"9.739806, -84.900921",a menos de 4 km del centroide; observado 81.5 km,1
1,6,20250528,27,2,4,2,AV-2025-003119,1-718379,2026-03,R-06,REVISA,latitud; longitud,"9.947484, -84.646999",a menos de 4 km del centroide; observado 63.7 km,1
1,6,20250531,8,3,9,3,AV-2025-000448,3-349012,2026-03,R-06,REVISA,latitud; longitud,"9.081831, -84.101318",a menos de 4 km del centroide; observado 92.6 km,1
1,6,20250531,12,6,8,2,AV-2025-003405,5-629406,2026-03,R-06,REVISA,latitud; longitud,"11.526006, -85.193233",coordenada dentro del territorio nacional,1
1,6,20250531,18,3,5,2,AV-2025-002281,4-534066,2026-03,R-06,REVISA,latitud; longitud,"9.356219, -83.585506",a menos de 3 km del centroide; observado 88.7 km,1
1,6,20250531,32,6,6,2,AV-2025-000980,1-916508,2026-03,R-06,REVISA,latitud; longitud,"9.547191, -83.223096",a menos de 12 km del centroide; observado 55.7 km,1
1,6,20250601,35,2,7,2,AV-2025-000165,1-742581,2026-03,R-06,REVISA,latitud; longitud,"-84.067817, 9.95533",coordenada dentro del territorio nacional,1
1,6,20250604,17,3,3,2,AV-2025-003080,4-223259,2026-03,R-06,REVISA,latitud; longitud,"9.626608, -84.723782",a menos de 4 km del centroide; observado 81.8 km,1
1,6,20250613,17,4,3,2,AV-2025-003127,4-947052-175,2026-03,R-06,REVISA,latitud; longitud,"10.089729, -84.993821",a menos de 4 km del centroide; observado 99.3 km,1
1,6,20250617,35,9,5,2,AV-2025-003889,1-530748,2026-03,R-06,REVISA,latitud; longitud,"10.793408, -83.806359",a menos de 3 km del centroide; observado 97.4 km,1
1,6,20250619,30,2,1,2,AV-2025-000483,1-959677,2026-03,R-06,REVISA,latitud; longitud,"9.109693, -84.040049",a menos de 3 km del centroide; observado 91.6 km,1
1,6,20250627,16,3,2,2,AV-2025-002565,4-330468,2026-03,R-06,REVISA,latitud; longitud,"10.423628, -83.918204",a menos de 3 km del centroide; observado 52.1 km,1
1,6,20250702,2,9,7,3,AV-2025-001823,2-195242,2026-03,R-06,REVISA,latitud; longitud,"-84.400588, 9.975176",coordenada dentro del territorio nacional,1
1,6,20250702,30,4,7,2,AV-2025-003957,1-991122-012,2026-03,R-06,REVISA,latitud; longitud,"9.041352, -83.799676",a menos de 3 km del centroide; observado 102.9 km,1
1,6,20250705,8,4,3,2,AV-2025-001080,3-170615-207,2026-03,R-06,REVISA,latitud; longitud,"10.917005, -83.987901",a menos de 4 km del centroide; observado 112.3 km,1
1,6,20250705,13,3,3,2,AV-2025-001771,5-484088,2026-03,R-06,REVISA,latitud; longitud,"10.017082, -84.852014",a menos de 10 km del centroide; observado 67.3 km,1
1,6,20250706,29,3,9,3,AV-2025-001976,1-149040,2026-03,R-06,REVISA,latitud; longitud,"-84.057636, 9.963384",coordenada dentro del territorio nacional,1
1,6,20250709,34,5,6,2,AV-2025-002011,1-862776,2026-03,R-06,REVISA,latitud; longitud,"9.495009, -83.415348",a menos de 4 km del centroide; observado 97.2 km,1
1,6,20250717,18,3,7,2,AV-2025-002365,4-200323,2026-03,R-06,REVISA,latitud; longitud,"9.716311, -84.465381",a menos de 3 km del centroide; observado 50.5 km,1
1,6,20250718,21,3,1,2,AV-2025-001652,7-747619,2026-03,R-06,REVISA,latitud; longitud,"-83.821435, 10.197992",coordenada dentro del territorio nacional,1
1,6,20250725,15,7,4,2,AV-2025-001143,4-289380,2026-03,R-06,REVISA,latitud; longitud,"9.813098, -83.370696",a menos de 3 km del centroide; observado 90.8 km,1
1,6,20250726,25,4,7,2,AV-2025-001127,6-889111-107,2026-03,R-06,REVISA,latitud; longitud,"8.953633, -85.130467",a menos de 10 km del centroide; observado 118.9 km,1
1,6,20250727,34,4,7,2,AV-2025-003215,1-154663-096,2026-03,R-06,REVISA,latitud; longitud,"10.313531, -84.152365",a menos de 4 km del centroide; observado 42.4 km,1
1,6,20250801,35,1,7,2,AV-2025-000509,1-282501-217,2026-03,R-06,REVISA,latitud; longitud,"-84.074792, 9.974557",coordenada dentro del territorio nacional,1
1,6,20250801,35,2,3,2,AV-2025-001483,1-804526,2026-03,R-06,REVISA,latitud; longitud,"10.027129, -85.170525",a menos de 3 km del centroide; observado 119.7 km,1
1,6,20250804,6,8,7,2,AV-2025-003528,2-478464,2026-03,R-06,REVISA,latitud; longitud,"11.213142, -84.260481",a menos de 20 km del centroide; observado 89.7 km,1
1,6,20250804,17,2,7,2,AV-2025-002315,4-795885,2026-03,R-06,REVISA,latitud; longitud,"9.682085, -84.859146",a menos de 4 km del centroide; observado 92.1 km,1
1,6,20250808,16,2,7,2,AV-2025-003885,4-854504,2026-03,R-06,REVISA,latitud; longitud,"-84.110056, 10.00147",coordenada dentro del territorio nacional,1
1,6,20250811,20,7,3,2,AV-2025-002452,7-252378,2026-03,R-06,REVISA,latitud; longitud,"-83.046347, 10.01206",coordenada dentro del territorio nacional,1
1,6,20250811,30,4,1,2,AV-2025-001049,1-858987-178,2026-03,R-06,REVISA,latitud; longitud,"9.560759, -83.580792",a menos de 3 km del centroide; observado 66.0 km,1
1,6,20250818,23,8,7,2,AV-2025-001284,6-988594,2026-03,R-06,REVISA,latitud; longitud,"9.125353, -85.606961",a menos de 8 km del centroide; observado 120.4 km,1
